"","logFC","logCPM","F","PValue","FDR"
"LOC103818696",0.583352567768725,4.52929587117656,21.268567308848,1.27891110631916e-05,0.100253841624359
"LOC103818919",0.552160434140615,6.48750005893304,17.9719637060315,5.30434793553675e-05,0.188051990649402
"LOC103821410",0.980951948239671,2.65853893639413,16.9922560365895,8.1789496775041e-05,0.188051990649402
"LOC103814579",1.60458416856885,3.2354086381277,15.9845108913235,0.000128361586899401,0.188051990649402
"LOC103813240",1.1654304212888,2.70877772311135,15.6102115895828,0.000151966864971168,0.188051990649402
"LOC103812708",-0.942132331762842,3.07061566983649,15.0231815259045,0.000198344166393506,0.188051990649402
"LOC103820550",-0.377968515767336,5.81822245769832,14.8743144188251,0.000212270195391848,0.188051990649402
"LOC103823730",0.329746349175533,6.65086855717416,14.8413974758841,0.000215482877710056,0.188051990649402
"LOC103820149",0.435290957248138,10.5962121557718,14.8371247053621,0.000215903548391965,0.188051990649402
"LOC103821938",-0.639723179111838,4.71312514690461,14.3109606387673,0.000274739040852067,0.192318485395186
"LOC103821951",0.475210030566452,5.23883826656167,14.0600539344906,0.00030837654743594,0.192318485395186
"LOC103815431",-0.301195748067662,5.28121242413692,14.2858657318528,0.000312197148023377,0.192318485395186
"LOC103823572",-0.330392687337218,6.22405570405123,13.8505301897751,0.000339700583339664,0.192318485395186
"LOC103820786",0.714789216949653,3.37725113196955,13.8266694510667,0.000343469676684858,0.192318485395186
"LOC127059643",-0.300679468121637,7.33802493116472,13.5702144054819,0.000386803618587174,0.196509504956048
"LOC103816082",-0.447061267889607,4.33851608138041,13.492103229811,0.00040109096559469,0.196509504956048
"LOC103816081",1.12405470136762,4.43919133329299,13.1722200001816,0.000465507716521775,0.214653822930247
"LOC103816882",0.693637523331499,3.69476447578849,12.9609965228578,0.000513800294636389,0.223760028314148
"LOC103815959",0.79054822482759,3.42485715807887,12.7687517850572,0.000562236960720449,0.231967133425663
"LOC103822711",1.14589413374186,1.87995000189746,14.166855758978,0.000656672988891439,0.238155289557256
"LOC103813632",0.952612101660312,2.25638020307423,12.3888876190745,0.000672263545687982,0.238155289557256
"LOC103826697",0.77180132352539,3.45541873812549,12.2132925227148,0.000730402369565542,0.238155289557256
"RTRAF",1.08293914850196,7.11183194971209,12.0733050669406,0.000780450587048772,0.238155289557256
"LOC103822821",-0.215980466957461,5.95106900425342,11.9520559316598,0.000826652855027796,0.238155289557256
"LOC103826204",0.635596485975982,3.50188713277582,11.8934538171858,0.000849985067416964,0.238155289557256
"LOC103827158",0.563498978710227,3.76593139132525,11.7980301166008,0.000889440846602461,0.238155289557256
"LOC103816257",-0.250738472291654,5.50655232853767,13.236943675805,0.000909237095895585,0.238155289557256
"LOC103820874",-0.252842447547421,7.14475306154912,11.6679144365655,0.000946306531495438,0.238155289557256
"LOC103826837",0.904985232414023,2.36915416431507,17.8781030347538,0.000987145087078046,0.238155289557256
"LOC103826417",-0.451253952106427,4.0569887470318,11.5630534423665,0.00099485673448783,0.238155289557256
"LOC103824163",0.90052534943177,3.36307894751345,11.4224893478944,0.00106399861447875,0.238155289557256
"LOC103815229",-0.224006874688162,7.27021783391426,11.3936612022437,0.00107878104576865,0.238155289557256
"LOC103822561",0.819245181647743,3.91871257051848,11.3543399520398,0.00109928644977224,0.238155289557256
"LOC103813472",0.373924284961798,4.59449813237719,11.3437904068263,0.00110485598738192,0.238155289557256
