"","logFC","logCPM","F","PValue","FDR"
"LOC127061296",0.993709208749986,3.46286181763026,6.40145277775383,0.0130935194157108,0.999968039223186
"LOC103826771",0.849081799252424,4.14131374660449,5.7923953933968,0.018083010685452,0.999968039223186
"LOC115484211",3.10077777458154,1.13450438391866,5.74544453067468,0.0191481128625961,0.999968039223186
"LOC103826946",-1.83464349973859,2.96955466807708,5.42041971838816,0.0220828276709606,0.999968039223186
"LOC103819145",1.23818601184536,2.14183345115895,5.11059862850905,0.0339540815087619,0.999968039223186
"LOC127061218",-1.7912332998482,1.57952159971537,10.2315357264148,0.0350656260325262,0.999968039223186
"LOC103821536",0.608798968621794,3.79556442051136,3.87556515271248,0.0519879440122563,0.999968039223186
"LOC103818632",0.431607127387741,6.0785191341278,3.80397260448727,0.0541591750457797,0.999968039223186
"LOC103812658",0.425355256862328,7.44820425754914,3.80284493533429,0.0541941463139656,0.999968039223186
"LOC103815379",0.502800439403054,3.99876576874701,3.70162430171822,0.0574346343409396,0.999968039223186
"LOC103820072",0.344797717287907,6.3517930716415,3.68043813120911,0.058139009531424,0.999968039223186
"LOC127061246",-1.17547872007621,2.14475676339648,9.23544959435886,0.0621285554648414,0.999968039223186
"LOC127060940",0.990528573372658,4.20424141820049,3.54697187064493,0.0627968520057978,0.999968039223186
"LOC103818144",0.529550813525148,6.32131773410362,3.44184447841297,0.0667503685305477,0.999968039223186
"LOC103826028",0.470050725800799,6.56557099372113,3.44089537781052,0.0667872691222409,0.999968039223186
"LOC103823304",0.471430052509216,6.52491443691825,3.42978373443936,0.0672209371483143,0.999968039223186
"LOC127059106",0.497247508358974,5.80438710861183,3.39825845023423,0.0684680597480621,0.999968039223186
"LOC103818184",0.263254321000707,6.20736819076046,3.39381926598327,0.0686456826685396,0.999968039223186
"LOC127059668",1.1139033210058,2.65377681703855,3.3414519763801,0.0707792998849504,0.999968039223186
"LOC103813318",0.323429581959544,5.95667879585187,3.31121963113193,0.0720438652714921,0.999968039223186
"LOC103826369",0.384995503116482,8.50944093509598,3.27299332986761,0.0736781814107023,0.999968039223186
"LOC103824796",0.326064804804949,5.19394760726832,3.18316774164033,0.0776801110712874,0.999968039223186
"LOC103826536",0.320927165307941,4.75075861935358,3.39002555166778,0.0798494692744258,0.999968039223186
"LOC103821165",0.711604649403627,4.98699439316136,3.1237918797935,0.0804556475960177,0.999968039223186
"LOC103822580",0.537678060104762,5.09255860250028,3.1018155165358,0.0815103296839732,0.999968039223186
"LOC103818938",0.358180644276937,5.70975718534413,3.07945817665752,0.082598872579034,0.999968039223186
"LOC127060517",0.787868814386873,2.94495060846098,3.07443347426691,0.0828457059283047,0.999968039223186
"LOC108962585",2.20241754151532,1.29330626765626,3.05053290871962,0.0840309342350775,0.999968039223186
"LOC103813658",0.420717267166419,5.83544414364465,3.00788020273248,0.086192632478255,0.999968039223186
"LOC103813369",0.346040201697683,6.8225673180151,2.99086061498285,0.0870722129907026,0.999968039223186
"LOC103822293",0.411813355320853,8.90252519127029,2.98594284223618,0.0873282013967505,0.999968039223186
"LOC103827340",0.364412908633783,6.64526695924631,2.91803463534425,0.0909491409291861,0.999968039223186
"C1AH12orf73",0.468931500025102,4.03610389328782,2.91704846792684,0.091002928935884,0.999968039223186
"LOC103826524",-0.340815933323924,4.63492533753695,3.2179658935525,0.0922055905473535,0.999968039223186
"LOC103815994",0.302372690268861,6.44558535779586,2.88909635013796,0.0925422004259111,0.999968039223186
"LOC103817610",-0.369542699759958,5.11673191383359,2.87316612001735,0.0934322928877769,0.999968039223186
"LOC103820009",0.329526725836225,7.33542513039055,2.84761467618081,0.0948797860466793,0.999968039223186
