Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
ES41_Blue-013_Control-protein_0	86769429	100378788	98559892	33276731	68642466	2062.78	4740658	5623690	1186.27	20563428	16040985	780.07	506681601	6299815	12.43	12297643	170683	13.88	6.29	4.54	12593343	649944	51.61	32.89	21.18	1818896	68.38343774383887	5.602468521536641	15.980452961834924	6.27604210562893	0.17003891300221716	0.30132461850406084	0.36285455050523224	0.6474913803501992	1.500947590640365	1.5827118773340838	1.8120322393213195	32123943	35773054	61763	131783	29212114	33220403	82074	856689
ES42_Blue-013_Control-protein_14	77602150	89311734	87769000	33276731	58747993	1765.44	4740658	4920381	1037.91	20563428	15086512	733.66	506681601	7046641	13.91	12297643	173512	14.11	6.49	4.71	12593343	640608	50.87	33.12	21.19	1542734	65.7785829127447	5.509221218345173	16.891970768365105	7.889938627773144	0.19427682369261803	0.3492855709194942	0.4224920770209209	0.7172719320397475	1.6987689433955004	1.7804357040027907	1.7273586917481636	32123943	35773054	65382	138441	29212114	33220403	72938	876592
ES43_Blue-013_Control-protein_21	83471324	96551106	94988269	33276731	65352360	1963.91	4740658	5024589	1059.89	20563428	16321251	793.7	506681601	6528259	12.88	12297643	157347	12.79	5.75	4.15	12593343	613024	48.68	29.7	19.05	1562837	67.68680619774568	5.204071924354755	16.904261044922674	6.761454394939816	0.16296757905600792	0.28645244105230655	0.3444828482855494	0.6349217791456475	1.4091925575663526	1.480260619697096	1.618662970054429	32123943	35773054	56029	119226	29212114	33220403	68617	747567
ES44_Blue-015_MG-lipid_0	88330994	101897138	100136006	33276731	68146418	2047.87	4740658	5891557	1242.77	20563428	17139078	833.47	506681601	6557735	12.94	12297643	213463	17.36	7.41	5.31	12593343	787964	62.57	41.02	26.33	1761132	66.8776565638183	5.7818670039584426	16.819979772150226	6.435641990258843	0.20948871007544884	0.3497782243893838	0.4178596262438695	0.7732935541329924	1.844100861792605	1.9386520944287955	1.7283429491415159	32123943	35773054	69373	142951	29212114	33220403	96345	1091122
ES45_Blue-015_MG-lipid_14	99008604	114366509	112608514	33276731	77308319	2323.19	4740658	6534007	1378.29	20563428	19268398	937.02	506681601	6814157	13.45	12297643	211428	17.19	7.11	5.07	12593343	939410	74.6	47.61	30.35	1757995	67.59699117859758	5.713217144714979	16.847937537378186	5.95817522068458	0.18486880630412528	0.2989389140137171	0.35566093916532854	0.8214030560292787	1.907344220850529	1.9908590547255405	1.5371589247338133	32123943	35773054	64871	130458	29212114	33220403	95513	1241953
ES46_Blue-015_MG-lipid_21	81789709	93921136	92152059	33276731	60880698	1829.53	4740658	5157147	1087.85	20563428	16570319	805.81	506681601	7210836	14.23	12297643	209857	17.06	7.69	5.53	12593343	771359	61.25	39.03	25.18	1769077	64.8210835098928	5.490933372015432	17.642800870722006	7.677543423239685	0.22343958872047714	0.39376546723199773	0.4723675829474635	0.8212837204183732	1.9038962646278044	2.011694151569887	1.883577089612715	32123943	35773054	73824	159972	29212114	33220403	101245	1016802
ES47_Blue-45_MG-protein_0	77476463	89200083	87592333	33276731	58492396	1757.76	4740658	4727092	997.14	20563428	15870690	771.79	506681601	6338428	12.51	12297643	192711	15.67	7.12	5.07	12593343	728092	57.82	36.47	23.42	1607750	65.5743739610646	5.299425562193703	17.79223680767203	7.105854374597387	0.21604352094605114	0.38344471047185014	0.4557731185070758	0.8162458772600021	1.873198929646736	1.969927539192985	1.8024086367722327	32123943	35773054	64517	149322	29212114	33220403	86282	942803
ES48_Blue-45_MG-protein_14	80806862	93644643	92061921	33276731	62803650	1887.31	4740658	5429451	1145.29	20563428	16313417	793.32	506681601	5438533	10.73	12297643	199929	16.26	6.86	4.82	12593343	701235	55.68	35.24	22.53	1582722	67.06592922779363	5.797930160297584	17.420555492960766	5.807628526065288	0.21349753023245546	0.3523330213347068	0.4128148579732425	0.748825536128105	1.7241434728946534	1.8050055463396875	1.6901361885698043	32123943	35773054	56638	130012	29212114	33220403	75723	913333
ES49_Blue-024_Control-protein_0	77867682	90285098	88681492	33276731	62261094	1871.01	4740658	5358647	1130.36	20563428	14196564	690.38	506681601	5144576	10.15	12297643	143712	11.69	5.24	3.81	12593343	576223	45.76	29.31	18.86	1603606	68.96054318953057	5.935250798531558	15.724149737313239	5.698145224364712	0.15917577007005076	0.2790416199138423	0.33854202606060196	0.6382260337137808	1.487231037839711	1.5672110141587263	1.776158010040594	32123943	35773054	53720	108221	29212114	33220403	72210	766525
ES4_164_Control-protein_0	78716281	91058129	89614053	33276731	63140541	1897.44	4740658	5687696	1199.77	20563428	14199908	690.54	506681601	4844631	9.56	12297643	136658	11.11	4.38	3.08	12593343	608647	48.33	31.42	19.92	1444076	69.340916284366	6.246225419369203	15.594333153935109	5.320371781414486	0.1500777596693207	0.23111500566852192	0.27118391593572055	0.6684158862961043	1.5808110882664852	1.6410857728034363	1.5858836721760448	32123943	35773054	36486	73791	29212114	33220403	54885	830810
ES50_Blue-024_Control-protein_14	68651982	79422568	78011295	33276731	53781291	1616.18	4740658	5124479	1080.96	20563428	12808602	622.88	506681601	4782936	9.44	12297643	138944	11.3	4.94	3.56	12593343	510621	40.55	25.46	16.38	1411273	67.71537656651948	6.452169866882169	16.127156704376517	6.02213718398025	0.1749427190518443	0.299175670068991	0.35932607971074415	0.6429167588738758	1.4684805960945508	1.5469167403401007	1.776916858190735	32123943	35773054	47773	98669	29212114	33220403	62296	655684
ES51_Blue-024_Control-protein_21	67137641	77609276	76211673	33276731	52540146	1578.89	4740658	4998183	1054.32	20563428	12625211	613.96	506681601	4577620	9.03	12297643	142189	11.56	4.97	3.54	12593343	496094	39.39	24.55	15.82	1397603	67.6982813240005	6.4401876394259885	16.26765723210715	5.8982897869064	0.18321134705598852	0.30811265395646775	0.3658982722632279	0.6392199819001018	1.449244288788366	1.528866214394269	1.8008195309024657	32123943	35773054	44847	96935	29212114	33220403	61794	628654
ES52_SEM19-1481_MG-lipid_14	79530557	91757726	90187600	33276731	62177911	1868.51	4740658	5325126	1123.29	20563428	15112390	734.92	506681601	5795047	11.44	12297643	159213	12.95	5.77	4.14	12593343	605642	48.09	29.95	19.26	1570126	67.76313419101079	5.803463350868133	16.469882873950038	6.315595702535173	0.17351454415947493	0.3022797230175473	0.3620022143966384	0.6600446920404283	1.4951514818490597	1.574756767620854	1.7111648996183713	32123943	35773054	54800	118152	29212114	33220403	73044	766275
ES53_SEM19-74_MG-protein_0	74204875	86117986	84752188	33276731	59140408	1777.23	4740658	5184629	1093.65	20563428	13918184	676.84	506681601	4799992	9.47	12297643	143270	11.65	5.0	3.61	12593343	569728	45.24	29.53	18.92	1365798	68.67370075282531	6.0203788323614535	16.16176207372058	5.573739265105433	0.16636478238123217	0.279088040911686	0.3358311235936242	0.6615667951175728	1.5709935436715856	1.648626571457442	1.5859613809361497	32123943	35773054	48866	97075	29212114	33220403	66856	783180
ES54_SEM19-74_MG-protein_14	76627823	88701955	87232996	33276731	60358890	1813.85	4740658	5499020	1159.97	20563428	14487902	704.55	506681601	5176839	10.22	12297643	143466	11.67	5.14	3.73	12593343	576262	45.76	29.18	18.81	1468959	68.04685420969582	6.19943495044726	16.333238652969936	5.836217476830133	0.16173938894582424	0.27872440917452157	0.3375742958540204	0.6496609911247165	1.5071900050004534	1.5906188313436833	1.6560615828591376	32123943	35773054	52201	103768	29212114	33220403	74003	760645
ES55_SEM19-74_MG-protein_21	66828697	77330922	75837457	33276731	51789777	1556.34	4740658	4250879	896.69	20563428	13242968	644.01	506681601	4787679	9.45	12297643	134190	10.91	4.96	3.58	12593343	594873	47.24	30.78	19.71	1493465	66.9716274687634	5.496997695178133	17.125061563342022	6.191157270826281	0.17352696247433852	0.3084884983008479	0.37162753600687704	0.7692563137938534	1.8233120251689228	1.912263505664655	1.9312649602186303	32123943	35773054	48826	104367	29212114	33220403	68787	815111
ES56_Blue-050_Control-lipid_21	84020944	97864995	96244456	33276731	68854415	2069.15	4740658	6153628	1298.05	20563428	14272578	694.08	506681601	4996976	9.86	12297643	176512	14.35	6.41	4.63	12593343	635046	50.43	33.27	21.27	1620539	70.35653044277987	6.287874433550014	14.583945975780207	5.105989123077154	0.1803627538120244	0.3146160687996765	0.3795146569005598	0.6489000484800515	1.55746904191841	1.6302529826931478	1.6558923852190461	32123943	35773054	63513	131387	29212114	33220403	71230	889171
ES57_Blue-031_MG-lipid_0	95547162	111286726	109488046	33276731	77720831	2335.59	4740658	6618434	1396.1	20563428	16747788	814.45	506681601	6184977	12.21	12297643	187665	15.26	6.7	4.84	12593343	715146	56.79	38.01	24.37	1798680	69.83836598805144	5.947190862637113	15.049223390757312	5.557695173816148	0.16863197143565892	0.2892483331749736	0.3484234049620617	0.6426157239992845	1.56463224553843	1.6428437296286351	1.616257450147289	32123943	35773054	65854	134230	29212114	33220403	87039	1026082
ES58_Blue-032_MG-protein_0	86621635	100138954	98190623	33276731	67461204	2027.28	4740658	6122282	1291.44	20563428	16425038	798.75	506681601	5891001	11.63	12297643	198818	16.17	7.01	5.05	12593343	731810	58.11	39.23	25.14	1948331	67.36759403338685	6.113786648899888	16.40224642250607	5.882826577157975	0.19854211778565214	0.336420530216443	0.404569834032818	0.7307945317663294	1.7948499841530199	1.8833490112149565	1.9456274728014435	32123943	35773054	68244	138070	29212114	33220403	88622	1065534
ES59_Blue-032_MG-protein_14	83381057	96636709	94853783	33276731	65168469	1958.38	4740658	6133475	1293.8	20563428	15861741	771.36	506681601	5687750	11.23	12297643	190401	15.48	6.74	4.88	12593343	656324	52.12	33.26	21.47	1782926	67.4365566401894	6.346941098749545	16.41378433116964	5.885703330397975	0.1970276119398892	0.335146967804957	0.4050417321227278	0.6791663404017618	1.5767931418277086	1.6669948890747097	1.8449779782960116	32123943	35773054	67544	133474	29212114	33220403	87168	867437
ES5_164_Control-protein_14	74132217	85832598	84455388	33276731	58571243	1760.13	4740658	4792983	1011.04	20563428	14139340	687.6	506681601	5148941	10.16	12297643	140988	11.46	4.59	3.25	12593343	634570	50.39	32.43	20.56	1377210	68.2389259614395	5.584105703057014	16.47315860111796	5.998817605404418	0.16425927128525225	0.2573253112995601	0.30359328049233697	0.7393111880407023	1.7308202648136084	1.796868597639326	1.6045302508494501	32123943	35773054	39713	79881	29212114	33220403	56691	851038
ES60_Blue-032_MG-protein_21	74305483	85861540	84281236	33276731	57204492	1719.05	4740658	5376214	1134.06	20563428	14624103	711.17	506681601	5318082	10.5	12297643	161558	13.14	5.69	4.13	12593343	591055	46.93	29.49	19.02	1580304	66.62411598953385	6.261492631042956	17.032192760577086	6.193788278197665	0.18816107887186742	0.3186875054884876	0.3857571154675306	0.68838155010963	1.5732771622777788	1.6621271875626735	1.8405260376182397	32123943	35773054	57587	112072	29212114	33220403	76288	759785
ES61_Blue-035_MG-protein_0	69532907	80240933	78877965	33276731	53527446	1608.55	4740658	4611797	972.82	20563428	13434527	653.32	506681601	5512951	10.88	12297643	157597	12.82	5.65	4.01	12593343	612068	48.6	30.64	19.58	1362968	66.70840430033384	5.747436909787677	16.742735282003764	6.870497131432907	0.19640474519407697	0.3385217367799051	0.4011381572544776	0.7627877407656763	1.7495683904871846	1.8311938122653681	1.6985944069219632	32123943	35773054	50244	114036	29212114	33220403	65497	791802
ES62_Blue-035_MG-protein_14	77981441	89920821	88384325	33276731	60064349	1805.0	4740658	5548285	1170.36	20563428	15130283	735.79	506681601	5778095	11.4	12297643	169630	13.79	5.84	4.11	12593343	639683	50.8	32.04	20.44	1536496	66.79693126912176	6.170189438105775	16.826228710700942	6.425758723888876	0.18864374025232708	0.31242041262056536	0.36682716675818605	0.7113847414716109	1.6325662773919736	1.7053436378211002	1.7087210536033695	32123943	35773054	48923	111301	29212114	33220403	65442	828334
ES63_Blue-035_MG-protein_21	71895050	83021830	81567708	33276731	55554061	1669.46	4740658	4999102	1054.52	20563428	13658621	664.22	506681601	5522838	10.9	12297643	172349	14.01	5.96	4.18	12593343	605421	48.07	31.24	19.96	1454122	66.91500416215831	6.0214307489969805	16.451842846634435	6.652272059047602	0.20759479765743538	0.34507671054709343	0.4037877748539149	0.7292310950023626	1.7240971440884885	1.8041688553480453	1.7514935529607094	32123943	35773054	48743	114140	29212114	33220403	66477	825956
ES64_SEM19-1481_MG-lipid_21	82551865	95259631	93647832	33276731	65209026	1959.6	4740658	5926709	1250.19	20563428	15043515	731.57	506681601	5577959	11.01	12297643	175422	14.26	6.17	4.38	12593343	626247	49.73	32.07	20.51	1611799	68.4539981054514	6.22163757909161	15.79211974902569	5.8555328647032026	0.1841514586593349	0.31119058187407844	0.3691154335880222	0.6574106926784128	1.5424834051687646	1.6155899239206586	1.6920063442194104	32123943	35773054	55179	121017	29212114	33220403	69641	843117
ES65_106_NA_0	79435356	92174237	90573454	33276731	63510376	1908.55	4740658	5571604	1175.28	20563428	14619992	710.97	506681601	5082743	10.03	12297643	177587	14.44	6.15	4.43	12593343	587788	46.67	29.79	19.1	1600783	68.90252424872256	6.044643472340324	15.86125632914108	5.51427727033965	0.1926644643665453	0.32082608939849433	0.3858247288773326	0.6376922870541364	1.4806241357875303	1.5547815166617545	1.7366924339172993	32123943	35773054	59912	118132	29212114	33220403	68354	776966
ES66_617_Control-protein_14	75721902	87536021	86088909	33276731	59627748	1791.88	4740658	5661719	1194.29	20563428	14135938	687.43	506681601	4902211	9.68	12297643	147075	11.96	4.96	3.52	12593343	589349	46.8	30.87	19.71	1447112	68.11795569277703	6.467873379805554	16.148709797992762	5.6002214219903825	0.16801654715377115	0.27245355372047353	0.32253008164490365	0.6732645524292222	1.6157691243471075	1.6895478948032148	1.6531617309861504	32123943	35773054	43835	91420	29212114	33220403	64583	825031
ES67_Blue-037_MG-protein_0	72966588	83972870	82381314	33276731	55141631	1657.06	4740658	4614735	973.44	20563428	14819239	720.66	506681601	5901380	11.65	12297643	163860	13.32	5.72	4.06	12593343	646371	51.33	32.79	21.05	1591556	65.66600736642681	5.495507060792373	17.647650961554607	7.02772216788589	0.19513445235348037	0.3273985990951601	0.38746561835983456	0.7697378927265437	1.7890301951094443	1.8803251573990505	1.8953216675814462	32123943	35773054	50440	111066	29212114	33220403	76663	855929
ES68_Blue-037_MG-protein_14	66580758	76875873	75539977	33276731	50928549	1530.46	4740658	4259622	898.53	20563428	13606407	661.68	506681601	5126166	10.12	12297643	154122	12.53	5.23	3.67	12593343	556670	44.2	27.69	17.66	1335896	66.2477667082883	5.540908784216343	17.69919022578124	6.668107690952661	0.20048162575012318	0.3267761264968009	0.3827299626242944	0.7241153541111657	1.6502368695052088	1.7235654676728027	1.7377311604643502	32123943	35773054	43015	97090	29212114	33220403	56372	711964
ES69_Blue-037_MG-protein_21	70700749	81477230	79934791	33276731	53762643	1615.62	4740658	4647392	980.33	20563428	14222292	691.63	506681601	5504258	10.86	12297643	160284	13.03	5.57	3.94	12593343	613489	48.72	30.89	19.76	1542439	65.98486841047493	5.703915069277637	17.455541873478026	6.7555782149196775	0.19672244625891186	0.3283690424919944	0.38731925471693135	0.7529576054561502	1.7366815243964477	1.8196850825684674	1.8930920945643341	32123943	35773054	48031	107262	29212114	33220403	67629	801511
ES6_164_Control-protein_21	72141175	83107422	81741112	33276731	55227294	1659.64	4740658	4831602	1019.18	20563428	14308922	695.84	506681601	5592045	11.04	12297643	149680	12.17	4.83	3.41	12593343	632414	50.22	31.63	20.1	1366310	66.45290236532665	5.813682922326721	17.21738161965847	6.728695061675719	0.18010425109805475	0.2793312491392165	0.32900310636515717	0.7609597130807402	1.7434555965410647	1.8143060676337668	1.6440288570135169	32123943	35773054	41281	82465	29212114	33220403	58882	816527
ES70_Blue-039_Control-lipid_0	96523694	111901737	109879320	33276731	75873658	2280.08	4740658	7355668	1551.61	20563428	17637582	857.72	506681601	6533123	12.89	12297643	226580	18.42	7.59	5.39	12593343	811850	64.47	42.63	27.29	2022417	67.80382506484239	6.573327811703226	15.761669544057211	5.838267729481268	0.20248121796357818	0.3261834979380168	0.3860806914909641	0.7255025898302186	1.7453982863554656	1.8295140494557292	1.80731510896922	32123943	35773054	67026	138425	29212114	33220403	94127	1141281
ES71_Blue-039_Control-lipid_14	68369102	79083132	77684954	33276731	53281134	1601.15	4740658	5046887	1064.6	20563428	12874516	626.09	506681601	4842728	9.56	12297643	140550	11.43	4.88	3.5	12593343	553498	43.95	28.2	18.11	1398178	67.37357594790252	6.381749018235645	16.27972448031016	6.123591564380631	0.1777243723731124	0.2963805227137438	0.3550592811625114	0.6998938787603911	1.633746625007214	1.7183145958356836	1.767985112172846	32123943	35773054	46405	93837	29212114	33220403	66879	738520
ES72_Blue-039_Control-lipid_21	74606400	86543830	84926446	33276731	58719157	1764.57	4740658	5493097	1158.72	20563428	14041970	682.86	506681601	4956822	9.78	12297643	159705	12.99	5.52	3.95	12593343	571668	45.39	28.99	18.64	1617384	67.84903903605837	6.347185004407593	16.22526990081211	5.727527889625407	0.18453655217246567	0.3065845364135144	0.3663253636914382	0.6605531555513547	1.5344190336850125	1.6157916745769167	1.8688611308281595	32123943	35773054	51702	105625	29212114	33220403	70423	756277
ES73_Blue-042_MG-protein_0	94574082	109612478	107718457	33276731	75126959	2257.64	4740658	6366455	1342.95	20563428	17514576	851.73	506681601	6472624	12.77	12297643	220491	17.93	7.94	5.68	12593343	689495	54.75	36.77	23.75	1894021	68.53869228282569	5.808148046794454	15.978633381502425	5.905006544966532	0.2011550181358002	0.3481109148905474	0.4157683580513525	0.629029662115658	1.5369208239229843	1.625826760343836	1.7279246255157192	32123943	35773054	74161	161082	29212114	33220403	97452	995162
ES74_Blue-042_MG-protein_14	88351809	102302812	100332319	33276731	68411896	2055.85	4740658	5926531	1250.15	20563428	16871465	820.46	506681601	6911010	13.64	12297643	227888	18.53	8.54	6.18	12593343	664967	52.8	35.07	22.86	1970493	66.8719604696692	5.793126194810755	16.491692330021195	6.755444806346085	0.22275829524607788	0.4014259158389507	0.48481463051084067	0.6499987507674765	1.5703028769140772	1.676823898056683	1.9261376705852424	32123943	35773054	85309	182782	29212114	33220403	108974	941497
ES75_Blue-042_MG-protein_21	86108238	100053460	98349462	33276731	68934190	2071.54	4740658	5900319	1244.62	20563428	16325546	793.91	506681601	5278410	10.42	12297643	182017	14.8	6.34	4.51	12593343	615095	48.84	31.93	20.65	1703998	68.89735747269509	5.897166374856002	16.31682302641008	5.275589669762545	0.18191974570394667	0.30445124036689986	0.36183256431111926	0.6147663459114757	1.4622063045096092	1.5481433625583763	1.703087529406779	32123943	35773054	57412	122597	29212114	33220403	85983	847893
ES76_Blue-043_MG-lipid_0	72810917	83809075	82248744	33276731	55684056	1673.36	4740658	5084040	1072.43	20563428	13781194	670.18	506681601	5892148	11.63	12297643	172271	14.01	6.18	4.42	12593343	598507	47.53	30.17	19.37	1560331	66.44155898391672	6.066216576188199	16.443558170758955	7.030441512449577	0.20555172575284958	0.35428860180117727	0.42266305886325556	0.7141314947098509	1.6490004214937344	1.7337931482956945	1.861768549527602	32123943	35773054	57304	124655	29212114	33220403	71064	783505
ES77_Blue-043_MG-lipid_14	82326762	94913111	93183410	33276731	62421070	1875.82	4740658	5273182	1112.33	20563428	16277656	791.58	506681601	7009877	13.83	12297643	214932	17.48	7.6	5.39	12593343	735888	58.43	36.96	23.59	1729701	65.76654093658357	5.555799345782692	17.150060543268886	7.38557289519253	0.22645132767800646	0.38499422909022546	0.45514786676837515	0.775328078751944	1.7838209939193754	1.864473707958008	1.8224047044459433	32123943	35773054	66585	150478	29212114	33220403	76550	957192
ES78_Blue-043_MG-lipid_21	89572147	103094522	101167868	33276731	67380477	2024.85	4740658	5761194	1215.27	20563428	17842245	867.67	506681601	7733384	15.26	12297643	224806	18.28	8.04	5.75	12593343	815233	64.74	41.42	26.52	1926654	65.35796053256836	5.588263942869825	17.306685800434675	7.50125598331985	0.21805814279831473	0.374975306641414	0.4469383930991018	0.7907626750527055	1.8405429921873055	1.9300724824157	1.8688228652924934	32123943	35773054	74190	161773	29212114	33220403	92300	1082266
ES79_Blue-050_Control-lipid_0	67542772	78157013	76717211	33276731	52999104	1592.68	4740658	4918791	1037.58	20563428	12406064	603.31	506681601	4714178	9.3	12297643	160888	13.08	6.01	4.33	12593343	534163	42.42	27.61	17.75	1439802	67.81106642343151	6.293473625968791	15.873257592380096	6.031676261732264	0.20585228864874863	0.36954457305066146	0.4447905397817596	0.6834485857334389	1.618600751796899	1.703543864963212	1.8421916917423649	32123943	35773054	58810	127937	29212114	33220403	66389	730887
ES7_SEM19-1354_Control-protein_14	78331893	90378885	88836834	33276731	60920363	1830.72	4740658	5491616	1158.41	20563428	14420969	701.29	506681601	6007798	11.86	12297643	176580	14.36	6.77	4.9	12593343	656995	52.17	33.4	21.37	1542051	67.40552619121158	6.076215700160496	15.956126256702547	6.647346888601248	0.19537749331605495	0.35991592505262704	0.43490910515216025	0.7269341727329343	1.6932550119422252	1.773668705915104	1.7062071522568574	32123943	35773054	67778	148708	29212114	33220403	72677	873350
ES80_Blue-050_Control-lipid_14	73557213	85149912	83734424	33276731	58308120	1752.22	4740658	6223502	1312.79	20563428	12676537	616.46	506681601	4783320	9.44	12297643	154503	12.56	5.79	4.21	12593343	554267	44.01	29.18	18.73	1415488	68.47701733385232	7.308876608116753	14.887316618718291	5.6175278255131955	0.1814482204045026	0.3271359810683069	0.39690939433971467	0.650930796029478	1.5700779585068745	1.650004054026503	1.6623481654332184	32123943	35773054	59412	124053	29212114	33220403	68057	782653
ES81_Blue-047_Control-lipid_0	80341857	93120426	91478473	33276731	63961620	1922.11	4740658	5470104	1153.87	20563428	14711805	715.44	506681601	5462400	10.78	12297643	200644	16.32	7.26	5.14	12593343	562037	44.63	30.11	19.46	1641953	68.68699247574318	5.874225704250966	15.79868739002547	5.8659525462222435	0.2154672273513869	0.37452899968477377	0.4430316931754586	0.6035593093184518	1.4813044347541966	1.5678525783376462	1.76325761224503	32123943	35773054	63790	148119	29212114	33220403	80594	817360
ES82_Blue-047_Control-lipid_14	52338383	60856897	59936331	33276731	43888524	1318.9	4740658	4737387	999.31	20563428	7374522	358.62	506681601	2882674	5.69	12297643	172527	14.03	5.35	3.66	12593343	253151	20.1	15.69	10.13	920566	72.11758430601547	7.784470180922962	12.117808109736519	4.73680739916792	0.28349621572062733	0.4229660279918643	0.48211955335152895	0.4159775021062937	1.1809524235190632	1.2485372035974822	1.5126732472081184	32123943	35773054	35999	84877	29212114	33220403	41130	465540
ES83_SEM19-1481_MG-lipid_0	83717302	96645503	95063568	33276731	66041107	1984.6	4740658	6085438	1283.67	20563428	15502863	753.9	506681601	5686082	11.22	12297643	172646	14.04	6.18	4.41	12593343	571932	45.42	28.94	18.58	1581935	68.33334707772177	6.296659245490191	16.040956401251282	5.883441881408595	0.17863842045501072	0.3071917376228049	0.36621672919432163	0.5917833548861554	1.3720234867006693	1.442535820833795	1.6368428441000509	32123943	35773054	57045	124241	29212114	33220403	68147	754067
ES84_LD19-239_MG-lipid_0	81605477	94165327	92511737	33276731	63681930	1913.71	4740658	5617013	1184.86	20563428	15712852	764.12	506681601	5460793	10.78	12297643	164390	13.37	5.51	3.88	12593343	700297	55.61	36.09	23.03	1653590	67.62779042863623	5.965054419659159	16.68645190389452	5.799154714346184	0.1745759349404691	0.28121603613185564	0.33051656051701495	0.7436888102135514	1.7559042724929954	1.8349822116584376	1.7560497612884622	32123943	35773054	46424	100418	29212114	33220403	74464	953156
ES85_orange-24_Control-protein_0	79338905	91975277	90459903	33276731	62679432	1883.58	4740658	5679770	1198.1	20563428	14606298	710.3	506681601	5447372	10.75	12297643	181706	14.78	6.2	4.41	12593343	667402	53.0	35.41	22.57	1515374	68.14813071995424	6.175322527161294	15.880678456668306	5.922648104664039	0.1975596115899711	0.32418929273787345	0.38418585029105157	0.7256319543348589	1.7639718551758208	1.8414459355202595	1.6475884057408166	32123943	35773054	55182	116468	29212114	33220403	71257	955016
ES86_orange-24_Control-protein_14	62224505	71971875	70768669	33276731	48950547	1471.01	4740658	4461048	941.02	20563428	11456371	557.12	506681601	4243742	8.38	12297643	133414	10.85	4.48	3.19	12593343	546049	43.36	29.35	18.68	1203206	68.01343858277973	6.19832121922626	15.917844296817332	5.896389388215883	0.18536963223481395	0.2995572923451001	0.3553818766011029	0.7586977551995137	1.8684437497286266	1.9468521557900222	1.671772480569667	32123943	35773054	40178	82183	29212114	33220403	56432	798705
ES87_orange-24_Control-protein_21	76869295	89175553	87692759	33276731	60821320	1827.74	4740658	5547131	1170.12	20563428	14170794	689.13	506681601	5160014	10.18	12297643	170530	13.87	5.92	4.24	12593343	655466	52.05	34.57	22.04	1482794	68.20402896744582	6.2204615652902095	15.890895568654337	5.786354921735108	0.19122954023060557	0.3190325043456697	0.38088465792861415	0.7350288032416239	1.7759755299751268	1.854593489316517	1.6627808296293942	32123943	35773054	55157	113969	29212114	33220403	70108	928270
ES88_610_MG-protein_0	87934418	101790769	100181453	33276731	70153958	2108.2	4740658	5559791	1172.79	20563428	16547720	804.72	506681601	5670332	11.19	12297643	190536	15.49	6.46	4.65	12593343	717052	56.94	39.16	25.01	1609316	68.91976422734363	5.461979563195952	16.25660181425685	5.570575854476549	0.1871839675363883	0.30493138331630054	0.36633970217869166	0.7044371577544521	1.7626559044857986	1.843734965790464	1.581003872757853	32123943	35773054	62508	119856	29212114	33220403	82531	1077169
ES8_SEM19-1354_Control-protein_21	82200286	94808642	93117426	33276731	63092616	1896.0	4740658	5468649	1153.56	20563428	15637682	760.46	506681601	6693042	13.21	12297643	210749	17.14	8.06	5.82	12593343	713783	56.68	36.65	23.44	1691216	66.54732592836842	5.768091267460618	16.493941554399647	7.0595273371809295	0.2222888078072039	0.4087865745403252	0.49226314200344734	0.7528670223965448	1.7709166217147168	1.8550302619037617	1.7838205086831642	32123943	35773054	79143	176816	29212114	33220403	79747	965199
ES90_Blue-049_Control-protein_14	77254868	89484587	87877497	33276731	61119019	1836.69	4740658	5308651	1119.81	20563428	14478090	704.07	506681601	5123845	10.11	12297643	170307	13.85	6.02	4.28	12593343	581087	46.14	31.24	20.06	1607090	68.30116900466892	5.9324752764406234	16.179423167030986	5.72595255985257	0.19031992626841984	0.32319420550044	0.3834313947272283	0.6493710475525801	1.5996117856586853	1.681608029324648	1.7959405679550158	32123943	35773054	53903	118902	29212114	33220403	73374	850319
