Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
ES47_Blue-45_MG-protein_0_1 - Adapter 1	9099116	2889802	640643	110106	27712	1852	562	434	682	684	717	368	382	401	316	371	409	314	273	342	275	218	239	232	221	189	192	213	162	136	634	137	160	143	95	100	62	64	54	53	49	66	158	1472	311	157	1569	1029	801	45260
ES47_Blue-45_MG-protein_0_2 - Adapter 1	9649388	3207487	969290	159177	55580	6112	1548	579	849	1223	986	600	624	547	400	607	666	270	596	212	296	320	321	365	268	244	243	230	186	273	491	124	147	110	116	69	100	34	45	45	45	34	60	33	28	15	59	45	28	583
ES48_Blue-45_MG-protein_14_1 - Adapter 1	9311985	3001376	660653	112697	29414	1930	523	484	621	650	716	338	336	361	346	316	375	267	263	293	226	189	200	214	213	186	168	151	134	127	223	107	128	95	65	73	50	44	34	40	46	43	48	351	74	102	1179	396	198	15391
ES48_Blue-45_MG-protein_14_2 - Adapter 1	10154580	3398905	1021908	167031	56804	7091	1499	547	840	1161	1103	601	575	579	399	555	634	259	515	229	301	282	292	385	254	177	210	191	143	201	140	139	122	98	61	69	66	35	33	23	48	20	27	7	35	13	48	15	20	133
ES49_Blue-024_Control-protein_0_1 - Adapter 1	9201427	2888390	624955	97355	23695	1507	452	395	581	555	656	287	349	298	323	325	329	265	215	279	233	199	216	237	220	161	180	154	145	126	143	98	97	87	60	48	53	29	29	20	42	14	14	27	22	19	79	54	146	6376
ES49_Blue-024_Control-protein_0_2 - Adapter 1	10227161	3258990	979542	153522	55580	6368	1219	528	681	1010	960	509	558	516	354	481	538	224	509	182	257	271	275	340	233	182	228	149	167	133	150	87	146	62	62	64	48	44	33	16	36	15	9	5	21	14	34	18	14	94
ES4_164_Control-protein_0_1 - Adapter 1	9320488	2882879	629855	98377	27004	1678	504	455	570	642	643	352	382	347	310	292	388	298	229	279	250	228	239	197	235	166	178	165	179	132	211	133	135	100	80	66	61	42	35	37	60	34	39	62	37	84	320	399	566	16862
ES4_164_Control-protein_0_2 - Adapter 1	10366161	3298972	1029464	172213	57119	5785	1320	592	731	1062	930	558	607	574	337	425	621	283	513	183	285	289	310	334	248	196	226	146	195	127	222	119	134	99	91	54	61	45	31	29	46	24	41	10	14	6	54	29	34	199
ES50_Blue-024_Control-protein_14_1 - Adapter 1	8287315	2565004	562622	89496	21898	1566	492	393	588	568	689	318	321	345	334	361	388	254	277	272	235	201	266	248	202	198	198	160	180	111	162	122	139	205	74	112	101	101	85	43	273	63	107	860	411	117	1618	1388	382	14821
ES50_Blue-024_Control-protein_14_2 - Adapter 1	9305575	2906842	947496	142307	47702	6051	1194	628	652	964	960	584	552	573	411	500	607	262	581	203	283	277	330	324	242	194	245	173	156	144	130	120	114	174	80	103	89	77	64	23	251	22	15	58	26	126	52	44	74	1224
ES51_Blue-024_Control-protein_21_1 - Adapter 1	7876676	2505756	542504	86894	21108	1459	441	398	596	575	580	336	334	349	305	301	336	252	230	272	251	238	198	206	221	185	145	141	144	112	192	122	100	91	69	68	41	42	37	23	47	25	8	64	21	47	211	136	207	6282
ES51_Blue-024_Control-protein_21_2 - Adapter 1	8790501	2859385	908211	133682	46633	6043	1197	547	655	969	935	573	541	582	341	422	575	247	441	213	332	250	288	324	242	194	219	140	165	117	173	109	95	75	87	55	54	45	21	16	35	17	14	12	13	6	22	15	12	114
ES52_SEM19-1481_MG-lipid_14_1 - Adapter 1	9500524	3037775	651339	105471	27033	1774	551	481	672	684	855	395	357	460	404	384	429	346	274	338	304	250	314	287	247	215	236	169	197	152	189	146	146	109	76	58	63	53	45	53	39	34	27	81	45	57	406	304	264	12322
ES52_SEM19-1481_MG-lipid_14_2 - Adapter 1	10458612	3298114	1036654	180226	54453	5418	1502	657	877	1205	1044	677	646	620	498	557	639	329	586	251	329	320	396	397	290	271	310	157	191	158	169	107	157	121	86	65	51	57	41	23	47	16	9	16	16	9	40	24	16	190
ES53_SEM19-74_MG-protein_0_1 - Adapter 1	8532839	2715580	604699	96533	24043	1638	396	332	486	568	571	264	280	316	247	253	283	211	189	200	198	173	176	170	186	145	143	130	135	105	199	90	79	66	61	69	43	49	59	39	53	41	72	683	256	74	410	471	793	33705
ES53_SEM19-74_MG-protein_0_2 - Adapter 1	9589030	3074036	992498	150733	49083	5440	1114	438	655	886	922	446	480	473	310	394	487	200	395	151	215	238	226	303	184	173	178	137	128	96	191	97	113	75	56	62	58	60	49	41	62	19	37	9	20	16	55	22	27	443
ES54_SEM19-74_MG-protein_14_1 - Adapter 1	8953276	2836742	633159	100944	24917	1668	375	343	509	564	583	245	270	291	268	257	295	228	239	232	61	173	183	187	175	136	146	100	124	93	104	76	84	85	45	34	33	39	18	17	28	12	30	160	41	59	384	141	72	3703
ES54_SEM19-74_MG-protein_14_2 - Adapter 1	9974473	3179162	1034060	155604	52063	5485	1100	474	609	1047	885	507	428	442	311	425	519	218	391	154	201	244	288	292	180	164	177	106	139	100	108	68	106	85	39	29	41	45	14	22	32	10	28	8	32	5	52	17	15	88
ES55_SEM19-74_MG-protein_21_1 - Adapter 1	8062517	2466841	556976	92474	23518	1495	373	295	461	483	547	215	249	226	211	221	267	201	188	196	185	154	184	188	167	135	112	115	100	92	98	71	99	64	50	33	38	48	24	22	37	35	38	163	31	69	1263	378	133	11648
ES55_SEM19-74_MG-protein_21_2 - Adapter 1	8865060	2784780	880234	134455	47076	5319	996	434	589	856	882	418	373	367	258	390	421	223	381	155	234	231	252	297	184	170	178	115	109	107	113	66	115	60	55	41	71	49	22	12	39	15	22	15	26	16	51	18	11	156
ES56_Blue-050_Control-lipid_21_1 - Adapter 1	9813121	3171298	700796	104623	27369	1847	862	560	605	665	688	372	417	428	351	344	431	348	319	310	279	259	271	271	254	190	236	189	182	136	168	130	110	90	68	60	37	40	38	38	56	27	28	94	40	77	638	230	137	5883
ES56_Blue-050_Control-lipid_21_2 - Adapter 1	11284019	3526679	1260660	155150	49120	6815	1668	605	825	1110	1123	609	631	649	368	533	689	298	644	212	340	322	374	393	293	242	264	181	210	155	138	123	116	90	71	66	56	54	33	21	41	16	14	12	25	7	28	14	14	86
ES57_Blue-031_MG-lipid_0_1 - Adapter 1	10736984	3427989	751666	116116	29855	1938	586	457	668	678	744	414	372	379	353	410	410	322	252	326	215	244	244	266	267	194	166	157	156	142	255	149	131	113	77	64	61	72	47	49	53	19	19	30	17	50	92	56	121	4088
ES57_Blue-031_MG-lipid_0_2 - Adapter 1	11962509	3991502	1244268	190526	71248	7741	1393	651	881	1233	1186	690	636	622	392	583	679	316	588	233	275	320	365	422	261	199	262	166	194	210	189	162	126	104	87	70	55	55	46	27	44	17	31	12	21	12	76	32	22	129
ES58_Blue-032_MG-protein_0_1 - Adapter 1	10422746	3265486	703877	116714	30754	2158	647	545	683	822	841	491	449	530	447	477	526	415	375	386	314	280	296	322	325	260	242	213	236	160	423	189	154	128	90	97	72	69	70	57	40	35	28	67	30	37	159	129	254	8434
ES58_Blue-032_MG-protein_0_2 - Adapter 1	11478032	3640334	1171981	172997	61379	7683	1626	739	976	1360	1353	816	737	792	518	706	885	357	794	268	382	392	366	446	353	288	347	209	258	216	384	167	187	128	102	79	91	86	53	54	45	37	32	31	24	14	82	33	25	159
ES59_Blue-032_MG-protein_14_1 - Adapter 1	9906171	3122234	695189	114594	27532	1839	554	446	597	650	776	350	342	352	336	341	383	302	267	282	254	231	237	251	206	175	220	176	188	110	155	112	104	102	79	57	52	45	54	39	46	40	68	612	130	110	2012	778	410	24650
ES59_Blue-032_MG-protein_14_2 - Adapter 1	11008468	3506183	1133974	173130	59636	7337	1463	619	892	1192	1195	612	574	573	374	486	617	294	536	220	326	307	356	357	239	201	241	182	214	128	147	100	115	114	78	49	63	60	45	40	51	23	16	8	30	27	63	38	34	333
ES5_164_Control-protein_14_1 - Adapter 1	8798911	2750647	596349	99535	27346	1772	628	450	624	708	687	408	377	424	370	391	447	316	269	319	267	246	247	265	244	220	198	183	175	149	229	121	139	89	75	67	39	47	57	32	63	20	26	69	31	61	161	228	534	28026
ES5_164_Control-protein_14_2 - Adapter 1	9623186	3087107	956980	158672	55026	5902	1545	647	809	1181	1029	615	662	576	449	589	729	284	599	221	325	342	343	414	251	234	263	185	186	136	257	128	120	87	61	63	63	45	34	32	53	19	21	12	17	12	54	19	24	305
ES60_Blue-032_MG-protein_21_1 - Adapter 1	9078805	2798324	611531	103407	24651	1710	517	452	661	678	744	407	398	420	356	381	381	314	254	316	246	219	244	283	242	214	240	203	171	132	481	164	134	111	75	92	52	59	50	45	48	17	24	40	21	42	90	59	189	6621
ES60_Blue-032_MG-protein_21_2 - Adapter 1	9963516	3138252	1008982	153970	53647	6474	1328	645	846	1163	1130	683	603	651	379	540	654	267	550	229	335	297	330	397	254	240	318	207	180	250	311	169	123	106	61	76	74	73	46	44	53	22	25	16	17	18	67	25	16	111
ES61_Blue-035_MG-protein_0_1 - Adapter 1	8135948	2618517	576351	96122	24523	1619	537	404	625	628	654	353	387	409	355	362	394	310	275	291	298	246	278	236	247	199	209	175	175	125	235	130	134	99	88	67	54	58	34	64	54	47	53	200	46	96	2620	905	148	9502
ES61_Blue-035_MG-protein_0_2 - Adapter 1	8913820	2905701	900169	147541	50316	5166	1399	595	852	1209	1083	658	611	630	390	566	687	241	617	222	282	321	377	518	269	182	194	219	136	235	128	143	98	94	67	68	53	70	48	43	31	19	35	6	30	16	57	19	23	202
ES62_Blue-035_MG-protein_14_1 - Adapter 1	9320148	2951054	639788	107993	27567	1930	582	497	721	824	838	452	458	480	414	481	524	357	330	397	313	276	318	308	267	235	204	224	218	147	195	172	155	121	87	68	46	45	32	64	56	20	28	102	48	87	303	176	226	10247
ES62_Blue-035_MG-protein_14_2 - Adapter 1	10290515	3320554	1011458	161386	55018	6127	1513	688	941	1279	1229	715	788	656	494	666	748	407	688	285	404	342	402	488	274	262	296	237	245	169	189	151	167	116	90	57	66	51	39	35	60	13	22	5	26	14	55	16	18	119
ES63_Blue-035_MG-protein_21_1 - Adapter 1	8502330	2702257	590082	98465	25589	1756	558	536	683	748	811	457	439	511	428	462	461	356	330	407	361	291	315	286	279	218	247	199	162	156	155	157	139	105	71	63	59	46	38	37	66	27	35	156	46	121	1222	869	93	4605
ES63_Blue-035_MG-protein_21_2 - Adapter 1	9430190	3031868	944385	151937	49059	5848	1426	722	926	1189	1134	758	723	709	505	616	726	325	679	288	397	368	403	433	291	273	363	193	185	188	131	131	187	102	47	60	82	41	29	37	50	29	15	12	33	18	33	19	14	136
ES64_SEM19-1481_MG-lipid_21_1 - Adapter 1	9592687	3094765	652238	103848	28496	1800	578	447	650	746	763	387	397	431	368	405	430	307	292	339	317	256	312	228	245	190	223	211	201	129	228	148	115	117	80	56	48	43	67	42	46	26	55	254	46	98	2229	1451	160	8141
ES64_SEM19-1481_MG-lipid_21_2 - Adapter 1	10602294	3476236	1070914	187820	56663	5561	1550	608	847	1188	1052	633	681	623	410	611	676	354	622	262	375	343	375	381	281	231	305	181	216	152	225	125	115	104	73	63	59	53	61	27	52	20	37	15	23	8	54	19	19	193
ES65_106_NA_0_1 - Adapter 1	9239429	2987959	642451	103689	26994	1724	554	530	639	710	641	367	415	412	320	376	393	311	259	316	274	235	267	244	258	215	222	158	181	124	246	160	131	104	107	120	90	54	72	43	73	38	60	122	57	77	876	424	327	13530
ES65_106_NA_0_2 - Adapter 1	10416151	3352007	1064172	160092	53551	6683	1408	671	911	1110	1077	624	657	586	381	531	673	288	593	225	329	286	370	426	245	209	264	186	165	173	214	139	130	85	92	102	78	68	79	61	58	27	36	16	26	21	69	28	21	190
ES66_617_Control-protein_14_1 - Adapter 1	8991063	2753067	616952	97322	25096	1670	458	423	557	617	684	344	318	320	308	305	355	279	273	282	232	219	234	226	218	186	189	165	159	138	175	145	95	97	84	39	49	48	43	28	36	24	18	43	16	35	84	83	189	7059
ES66_617_Control-protein_14_2 - Adapter 1	10107144	3187592	1044136	157179	53060	5817	1133	585	714	986	1041	574	565	528	346	508	573	244	560	212	300	313	323	318	257	247	271	152	202	139	198	120	111	77	75	51	64	61	17	22	43	28	14	9	21	15	43	31	19	111
ES67_Blue-037_MG-protein_0_1 - Adapter 1	9273677	2811081	604566	105757	27172	1842	662	608	811	824	880	492	490	519	501	492	497	445	352	414	386	275	356	385	326	259	285	252	266	172	247	195	166	153	125	113	79	67	82	49	47	20	30	47	33	63	109	84	289	12044
ES67_Blue-037_MG-protein_0_2 - Adapter 1	9917977	3078433	954480	156420	52398	6339	1567	878	1073	1263	1201	825	693	814	593	743	804	395	718	345	447	390	456	468	337	313	449	261	267	196	231	173	133	139	139	96	70	66	55	29	57	33	22	8	41	11	48	35	33	171
ES68_Blue-037_MG-protein_14_1 - Adapter 1	8190669	2541825	555206	99500	25656	1796	574	477	689	735	744	387	447	487	403	367	462	317	269	334	299	289	285	311	260	206	241	206	195	143	377	166	122	126	103	65	52	56	52	57	70	39	34	90	44	96	340	276	352	11598
ES68_Blue-037_MG-protein_14_2 - Adapter 1	8928402	2809687	887280	146648	45819	5293	1526	665	857	1149	1040	680	692	684	444	492	720	296	584	204	388	322	375	429	287	247	318	188	216	214	299	135	114	131	73	59	69	66	39	50	40	15	16	8	22	16	48	36	22	167
ES69_Blue-037_MG-protein_21_1 - Adapter 1	8926716	2684340	582856	104218	28293	2041	717	599	824	864	900	532	502	550	476	484	589	418	376	458	393	355	404	348	364	293	285	301	236	166	203	191	161	167	92	70	66	58	47	56	51	14	22	38	36	70	119	53	168	7252
ES69_Blue-037_MG-protein_21_2 - Adapter 1	9592216	3008934	932371	158917	50007	6120	1679	869	1006	1398	1252	882	799	814	559	708	879	419	825	301	442	450	536	541	381	362	352	304	254	217	167	213	143	121	97	80	69	59	45	42	55	19	19	12	38	16	62	26	15	125
ES6_164_Control-protein_21_1 - Adapter 1	8814099	2718284	588992	104979	27621	1805	711	586	685	774	842	459	467	462	441	446	507	354	344	372	341	308	312	343	279	243	257	229	213	160	268	179	142	131	106	96	77	46	58	58	64	43	41	260	64	113	1912	4758	1074	3954
ES6_164_Control-protein_21_2 - Adapter 1	9428606	3052219	937663	155825	50513	5833	1824	793	1053	1296	1204	725	799	792	502	665	777	373	704	258	421	390	462	439	315	305	361	233	235	230	228	145	137	124	71	84	93	57	46	38	48	28	24	8	30	25	54	20	29	152
ES70_Blue-039_Control-lipid_0_1 - Adapter 1	11162147	3580394	783382	128802	33181	2373	729	611	721	849	822	476	448	478	430	461	503	393	345	395	330	314	331	339	295	241	269	273	215	186	317	165	158	119	91	73	51	71	36	51	65	20	35	57	43	52	126	98	326	13999
ES70_Blue-039_Control-lipid_0_2 - Adapter 1	12555393	4089714	1341536	198014	67441	9014	1726	826	1088	1488	1510	821	769	802	498	710	822	435	759	339	430	412	492	516	343	319	395	240	281	171	310	149	177	119	75	77	85	70	42	45	63	26	49	16	29	32	67	39	32	245
ES71_Blue-039_Control-lipid_14_1 - Adapter 1	8190053	2548646	560959	92805	23320	1552	483	406	508	620	675	356	359	328	314	330	362	276	266	272	249	209	271	231	245	191	178	158	175	117	197	124	130	108	56	63	40	65	37	38	52	22	23	57	23	56	188	182	169	6018
ES71_Blue-039_Control-lipid_14_2 - Adapter 1	9034182	2897484	927197	142662	50042	6355	1216	604	726	1099	1144	629	553	487	343	548	611	265	535	208	311	274	350	316	294	221	291	137	200	144	199	114	153	109	66	62	50	59	25	37	52	27	29	9	21	18	53	23	17	112
ES72_Blue-039_Control-lipid_21_1 - Adapter 1	9036198	2800836	610480	101643	24983	1680	517	463	635	694	731	378	379	461	397	397	408	291	281	331	250	241	301	272	220	200	212	224	179	141	226	147	130	101	105	90	54	60	44	46	55	17	25	51	27	68	468	369	382	16682
ES72_Blue-039_Control-lipid_21_2 - Adapter 1	10106469	3172236	1025449	154253	54813	7159	1290	635	782	1151	1217	633	596	625	447	560	683	240	605	238	320	333	365	361	246	229	288	202	208	172	186	146	118	90	98	84	57	85	31	23	44	26	19	10	14	6	56	20	17	228
ES73_Blue-042_MG-protein_0_1 - Adapter 1	10975951	3509549	762822	123660	32699	2048	596	529	753	734	813	425	448	410	362	434	464	358	320	359	295	245	308	281	284	216	224	208	179	123	254	151	115	106	83	81	48	74	45	56	67	18	32	57	30	111	150	119	220	8393
ES73_Blue-042_MG-protein_0_2 - Adapter 1	12336326	3937158	1285099	191835	67670	7873	1658	716	907	1353	1384	691	678	647	448	622	714	320	612	275	362	334	364	440	313	256	316	208	186	175	201	150	85	93	83	83	72	62	31	40	58	23	25	17	24	15	62	21	21	155
ES74_Blue-042_MG-protein_14_1 - Adapter 1	10528534	3263023	726729	123106	31721	1941	545	445	674	694	752	351	332	457	316	356	381	297	257	284	257	212	236	208	238	166	175	160	150	103	256	157	126	103	96	75	63	57	52	58	75	69	98	490	107	154	4408	6669	887	11716
ES74_Blue-042_MG-protein_14_2 - Adapter 1	11672528	3717278	1193792	187610	61851	7868	1424	624	812	1262	1155	543	502	572	379	545	629	282	550	193	297	274	346	319	232	185	246	173	149	142	235	123	139	81	64	76	70	58	63	60	100	61	78	49	40	26	66	20	61	243
ES75_Blue-042_MG-protein_21_1 - Adapter 1	9873722	3128307	685768	111250	28208	1757	469	393	641	668	682	304	305	300	341	279	353	266	239	271	221	224	201	193	190	165	139	152	144	111	157	102	106	93	56	41	61	41	32	39	63	16	41	78	31	84	1019	355	179	8642
ES75_Blue-042_MG-protein_21_2 - Adapter 1	11118600	3609498	1180132	175330	62760	7216	1301	539	731	1110	1103	564	531	514	371	470	570	234	496	181	245	254	299	322	249	194	250	161	143	147	137	97	135	89	77	43	32	53	22	51	49	20	34	9	25	13	79	27	21	167
ES76_Blue-043_MG-lipid_0_1 - Adapter 1	8694211	2750388	593019	97566	25290	1791	533	445	636	711	747	376	371	409	334	405	410	302	261	335	230	248	267	237	240	189	210	168	157	117	189	109	119	98	55	56	37	65	45	29	51	24	31	70	34	56	344	259	376	12924
ES76_Blue-043_MG-lipid_0_2 - Adapter 1	9429192	3063486	965059	153363	49051	5337	1357	635	813	1135	861	621	596	550	341	550	635	278	513	217	327	295	345	284	288	239	297	159	178	141	203	88	135	80	75	61	50	70	45	29	59	15	24	14	23	20	64	19	23	259
ES77_Blue-043_MG-lipid_14_1 - Adapter 1	9768727	3121100	686724	118189	31867	2071	656	519	742	760	814	384	403	439	386	328	471	313	273	304	303	260	257	266	248	180	224	211	167	124	215	143	124	107	86	78	39	53	54	37	74	43	38	98	42	61	307	373	606	28543
ES77_Blue-043_MG-lipid_14_2 - Adapter 1	10449010	3428570	1057290	176553	54012	6131	1565	701	916	1249	1032	667	630	616	423	544	767	300	539	214	325	367	390	388	279	227	308	184	192	167	220	134	158	99	76	83	65	65	40	38	81	68	49	36	42	13	87	38	65	212
ES78_Blue-043_MG-lipid_21_1 - Adapter 1	10744830	3377008	741364	129089	33869	2456	767	585	883	928	949	513	545	550	478	537	555	455	373	451	325	327	373	321	355	258	279	235	237	193	282	196	167	126	86	94	60	44	62	50	76	17	26	41	28	52	121	69	190	10471
ES78_Blue-043_MG-lipid_21_2 - Adapter 1	11427393	3741174	1142612	187905	58868	6966	1943	895	1175	1613	1307	855	815	803	577	843	848	481	692	384	474	469	466	489	397	323	360	219	256	237	238	153	204	106	128	82	90	44	55	29	64	32	25	8	39	19	80	31	21	173
ES79_Blue-050_Control-lipid_0_1 - Adapter 1	8273484	2613566	583593	91395	23672	1671	646	447	646	674	708	403	401	393	392	343	400	302	298	373	298	224	256	294	249	200	218	203	207	145	197	148	114	102	88	50	59	37	43	50	53	15	26	79	29	56	557	208	94	7036
ES79_Blue-050_Control-lipid_0_2 - Adapter 1	9248807	2843276	996984	131827	39959	5578	1410	631	857	1216	1026	667	648	634	402	576	648	267	628	215	301	295	336	403	249	249	269	192	202	180	156	148	116	105	90	64	71	41	37	28	34	8	28	13	24	14	33	14	19	91
ES7_SEM19-1354_Control-protein_14_1 - Adapter 1	9202168	2854468	639869	99156	25739	1612	481	383	566	598	623	355	294	287	296	287	359	249	215	269	228	210	202	193	207	141	157	163	147	124	159	111	102	105	82	55	56	27	51	44	52	22	26	101	34	52	634	265	131	7475
ES7_SEM19-1354_Control-protein_14_2 - Adapter 1	10027353	3255660	1013897	163395	56629	5062	1120	507	748	1024	955	543	527	443	351	505	573	257	445	225	278	281	286	277	239	192	253	151	154	136	164	117	138	79	87	69	69	38	49	41	40	14	33	15	26	13	45	22	12	138
ES80_Blue-050_Control-lipid_14_1 - Adapter 1	8779449	2759486	618694	93571	24282	1598	676	404	560	594	590	348	351	287	296	290	344	243	212	274	233	195	187	217	202	175	164	166	143	108	220	109	109	87	70	52	42	64	42	20	53	13	25	28	15	63	272	144	155	5412
ES80_Blue-050_Control-lipid_14_2 - Adapter 1	10150954	3155061	1109526	140441	42671	5802	1260	532	725	996	1071	613	527	487	315	438	556	226	503	190	275	247	285	317	229	202	208	177	157	180	170	98	99	73	62	46	42	76	29	22	27	9	22	14	16	16	49	26	10	98
ES81_Blue-047_Control-lipid_0_1 - Adapter 1	9257887	2961831	636647	103023	26177	1663	440	403	587	613	672	344	306	320	296	269	365	258	213	257	224	195	222	185	207	178	183	129	120	105	128	92	94	93	50	66	30	55	39	44	53	33	49	157	35	107	1362	3253	1029	3564
ES81_Blue-047_Control-lipid_0_2 - Adapter 1	10424692	3339045	1110277	160704	57124	6582	1168	526	716	1012	1073	558	485	485	315	505	557	230	461	179	280	265	294	258	245	190	240	99	164	86	143	96	111	59	51	66	36	49	22	48	40	22	22	16	21	11	39	19	29	145
ES82_Blue-047_Control-lipid_14_1 - Adapter 1	5635443	2008056	394443	56545	15820	1179	461	320	500	505	547	363	408	369	373	350	408	262	241	292	236	239	242	263	204	203	164	189	154	154	217	115	137	101	100	74	73	43	47	26	59	9	17	34	25	46	51	36	244	5473
ES82_Blue-047_Control-lipid_14_2 - Adapter 1	6712939	2229327	725785	93724	36675	4718	1074	539	576	770	825	522	580	518	353	484	567	238	521	173	256	287	292	322	233	191	237	169	167	173	187	108	141	97	85	61	73	48	45	19	50	18	22	14	11	11	49	18	26	93
ES83_SEM19-1481_MG-lipid_0_1 - Adapter 1	9667505	3112557	667140	105785	27758	1839	567	520	655	676	822	388	437	465	389	369	419	344	287	312	279	255	274	295	248	222	202	186	180	137	293	125	138	104	101	91	56	75	55	36	34	29	38	48	30	58	106	94	204	5789
ES83_SEM19-1481_MG-lipid_0_2 - Adapter 1	10857318	3483791	1149404	190315	54669	5539	1572	626	844	1079	1081	567	779	655	465	587	661	318	597	231	329	328	348	383	289	248	277	161	202	153	300	120	160	100	107	69	72	82	47	24	45	32	44	14	38	15	61	26	9	118
ES84_LD19-239_MG-lipid_0_1 - Adapter 1	9860900	3033062	658724	108452	28832	1824	607	479	637	736	723	390	427	448	431	408	431	350	258	294	313	229	282	273	273	205	195	199	176	132	275	149	128	127	102	97	71	84	45	42	64	33	39	133	32	98	1849	822	147	6474
ES84_LD19-239_MG-lipid_0_2 - Adapter 1	10785660	3411096	1107818	172957	57941	5921	1421	714	852	1321	1008	684	611	683	453	584	735	324	635	236	317	321	386	403	295	231	266	184	206	207	194	147	128	130	108	55	89	83	64	40	55	24	25	14	18	14	58	23	23	186
ES85_orange-24_Control-protein_0_1 - Adapter 1	9188712	2936679	641833	106567	28902	2105	665	667	786	866	888	516	460	515	495	471	492	414	342	430	354	341	347	325	288	277	252	246	208	159	177	140	143	129	79	83	51	73	51	55	86	62	52	214	74	132	1566	1029	768	30906
ES85_orange-24_Control-protein_0_2 - Adapter 1	10209211	3380568	1070013	164954	56245	6856	1648	853	1054	1351	1212	836	797	846	534	686	838	395	675	339	540	405	478	500	319	325	386	246	211	220	153	157	130	99	93	70	86	63	68	31	45	29	22	11	19	19	74	38	121	1278
ES86_orange-24_Control-protein_14_1 - Adapter 1	7308546	2329344	506431	82983	22215	1580	510	461	645	641	747	409	423	465	344	341	393	286	274	311	286	239	287	240	215	186	188	167	174	123	286	141	142	99	93	75	53	74	50	40	46	18	42	38	45	48	84	86	350	21394
ES86_orange-24_Control-protein_14_2 - Adapter 1	8030040	2632937	835352	126140	44925	5141	1240	644	810	955	1050	640	665	659	396	537	629	290	580	215	374	351	316	374	257	212	252	156	187	161	248	117	148	117	81	53	66	40	70	39	37	21	32	18	17	19	42	28	19	301
ES87_orange-24_Control-protein_21_1 - Adapter 1	8930761	2849645	622985	103987	27626	1915	657	541	766	768	815	462	419	462	385	450	437	349	306	351	290	285	278	281	255	221	217	226	197	161	443	151	144	108	108	137	69	76	94	107	118	496	450	2969	685	775	17883	5072	2518	159252
ES87_orange-24_Control-protein_21_2 - Adapter 1	9975306	3286240	1042355	157044	55563	6503	1524	785	899	1182	1169	743	717	679	455	632	735	366	546	333	425	364	416	373	322	263	353	199	287	220	772	205	153	127	69	90	47	74	28	37	88	30	52	37	44	45	142	150	386	8179
ES88_610_MG-protein_0_1 - Adapter 1	9896162	3204504	689437	116344	30669	2012	507	443	667	666	677	347	345	330	290	335	395	258	258	254	255	224	218	230	203	186	153	164	145	120	133	127	83	97	79	51	35	49	32	32	52	19	28	29	32	72	188	98	133	4542
ES88_610_MG-protein_0_2 - Adapter 1	10893562	3679483	1148502	177125	69482	7496	1446	588	902	1169	1083	583	612	547	342	474	594	271	515	215	312	274	327	366	255	195	224	163	178	99	168	100	116	89	54	44	54	60	45	29	34	22	20	11	26	9	50	22	16	74
ES89_Blue-049_Control-protein_0_1 - Adapter 1	26018	4643	1446	274	95	24	31	21	27	42	22	19	30	32	19	21	22	18	36	16	7	19	14	17	13	21	42	30	40	33	1819	119	262	126	128	354	138	169	130	157	100	166	302	1543	469	369	3552	2608	4444	167970
ES89_Blue-049_Control-protein_0_2 - Adapter 1	86727	4542	2000	400	126	52	15	17	15	26	22	16	10	10	9	8	6	6	13	5	5	4	7	15	3	8	25	36	41	255	1530	165	147	77	184	284	229	156	44	76	64	12	112	59	27	43	82	191	370	4508
ES8_SEM19-1354_Control-protein_21_1 - Adapter 1	9628104	3036778	672437	109055	28807	1856	585	469	690	673	765	412	361	430	343	332	409	314	253	335	282	247	286	228	242	185	216	169	166	148	199	120	119	105	103	59	60	64	39	39	63	27	28	65	22	60	120	128	277	13889
ES8_SEM19-1354_Control-protein_21_2 - Adapter 1	10491031	3375204	1055277	170599	56321	5580	1306	576	839	1192	981	664	615	583	409	530	736	271	521	249	314	280	347	357	247	211	307	174	183	170	190	113	137	88	78	81	68	55	33	42	47	28	23	18	20	6	66	18	15	108
ES90_Blue-049_Control-protein_14_1 - Adapter 1	9110692	2848883	628264	103615	27059	1690	595	448	598	638	697	415	401	392	344	399	414	307	276	288	271	247	238	248	239	237	193	200	145	155	126	127	109	86	104	53	39	61	38	36	51	31	16	52	25	69	168	126	152	6054
ES90_Blue-049_Control-protein_14_2 - Adapter 1	10249942	3252870	1086434	158978	58960	7178	1261	578	767	1096	1124	681	642	597	390	519	688	292	571	221	309	327	311	369	277	253	273	153	168	145	153	117	120	102	89	56	45	58	26	31	37	18	20	9	14	13	38	19	16	103
ES91_Blue-049_Control-protein_21_1 - Adapter 1	8775767	2747272	599369	97578	24148	1518	477	359	570	606	698	344	334	344	315	338	375	284	211	285	223	232	259	250	208	193	184	168	145	107	163	132	122	86	59	62	77	47	36	36	46	38	46	241	91	103	776	560	667	27861
ES91_Blue-049_Control-protein_21_2 - Adapter 1	9901873	3139584	1056059	150895	53705	6289	1186	550	727	1066	1009	579	552	533	407	496	626	279	533	206	261	299	353	339	246	214	269	149	166	111	199	132	108	76	59	78	62	59	20	26	44	16	13	18	30	18	43	35	32	434
