Sample	5.0	10.0	15.0	20.0	25.0	30.0	35.0	40.0	45.0	50.0	55.0	60.0	65.0	70.0	75.0	80.0	85.0	90.0	95.0	100.0
ES100_SEM19-140_Control-lipid_0	47580.0	59663.0	66573.0	71351.0	74853.0	77566.0	79876.0	81684.0	83394.0	84716.0	85990.0	87040.0	88002.0	88821.0	89609.0	90342.0	91004.0	91584.0	92088.0	92565.0
ES101_SEM19-140_Control-lipid_14	46642.0	58591.0	65534.0	70270.0	73822.0	76735.0	79091.0	81069.0	82769.0	84275.0	85586.0	86697.0	87725.0	88612.0	89483.0	90274.0	90969.0	91579.0	92229.0	92801.0
ES102_SEM19-140_Control-lipid_21	49580.0	62025.0	69021.0	73917.0	77650.0	80577.0	82989.0	84964.0	86730.0	88169.0	89477.0	90552.0	91613.0	92576.0	93447.0	94228.0	94951.0	95606.0	96172.0	96738.0
ES103_625_Control-lipid_0	51070.0	62713.0	69480.0	74222.0	77770.0	80465.0	82781.0	84651.0	86334.0	87739.0	89009.0	90134.0	91107.0	92023.0	92887.0	93617.0	94292.0	94931.0	95562.0	96133.0
ES104_625_Control-lipid_14	46152.0	57077.0	63569.0	67922.0	71287.0	73922.0	76234.0	78219.0	79903.0	81353.0	82557.0	83647.0	84688.0	85630.0	86514.0	87336.0	88045.0	88719.0	89307.0	89945.0
ES105_625_Control-lipid_21	52063.0	64026.0	70906.0	75634.0	79166.0	81956.0	84245.0	86245.0	87933.0	89411.0	90660.0	91782.0	92788.0	93759.0	94607.0	95385.0	96079.0	96746.0	97363.0	97900.0
ES10_172_Control-protein_14	48768.0	61430.0	68717.0	73814.0	77630.0	80573.0	82911.0	84895.0	86602.0	88090.0	89402.0	90584.0	91677.0	92650.0	93506.0	94238.0	94993.0	95636.0	96260.0	96877.0
ES11_172_Control-protein_21	50627.0	62989.0	70107.0	74953.0	78625.0	81558.0	83915.0	85950.0	87698.0	89140.0	90416.0	91521.0	92519.0	93434.0	94274.0	95007.0	95701.0	96317.0	96930.0	97477.0
ES12_209_MG-lipid_0	51569.0	64021.0	71019.0	75793.0	79261.0	82066.0	84236.0	86162.0	87780.0	89189.0	90421.0	91519.0	92467.0	93360.0	94089.0	94814.0	95469.0	96090.0	96658.0	97200.0
ES13_209_MG-lipid_14	50107.0	61697.0	68224.0	72679.0	75992.0	78526.0	80612.0	82455.0	84062.0	85391.0	86601.0	87671.0	88639.0	89476.0	90278.0	91028.0	91708.0	92314.0	92878.0	93439.0
ES14_209_MG-lipid_21	45673.0	57148.0	63538.0	68072.0	71477.0	74194.0	76392.0	78309.0	79994.0	81359.0	82627.0	83727.0	84686.0	85605.0	86396.0	87199.0	87889.0	88491.0	89114.0	89689.0
ES15_601_Control-protein_14	49677.0	62575.0	69756.0	74670.0	78477.0	81419.0	83794.0	85835.0	87549.0	89015.0	90332.0	91470.0	92443.0	93339.0	94171.0	94904.0	95597.0	96221.0	96783.0	97307.0
ES16_601_Control-protein_21	49421.0	61346.0	68238.0	72960.0	76569.0	79338.0	81617.0	83537.0	85260.0	86737.0	87980.0	89125.0	90103.0	90936.0	91759.0	92575.0	93276.0	93920.0	94522.0	95040.0
ES17_615_Control-protein_0	50814.0	63517.0	70648.0	75597.0	79279.0	82218.0	84585.0	86596.0	88226.0	89635.0	90887.0	91951.0	92973.0	93796.0	94620.0	95349.0	96028.0	96659.0	97251.0	97756.0
ES18_615_Control-protein_14	53603.0	66173.0	73251.0	77989.0	81492.0	84189.0	86403.0	88259.0	89915.0	91345.0	92574.0	93658.0	94643.0	95566.0	96410.0	97104.0	97746.0	98357.0	98926.0	99398.0
ES19_615_Control-protein_21	51696.0	65047.0	72825.0	78043.0	82014.0	85046.0	87546.0	89512.0	91240.0	92717.0	94116.0	95255.0	96322.0	97232.0	98157.0	98922.0	99637.0	100296.0	100887.0	101421.0
ES1_48_Control-lipid_0	52581.0	64897.0	72096.0	76931.0	80526.0	83355.0	85629.0	87585.0	89284.0	90725.0	91939.0	93088.0	94045.0	94937.0	95732.0	96497.0	97186.0	97842.0	98435.0	98973.0
ES20_618_Control-lipid_0	50951.0	63863.0	71421.0	76473.0	80341.0	83359.0	85730.0	87682.0	89327.0	90787.0	92179.0	93353.0	94384.0	95354.0	96202.0	96973.0	97591.0	98230.0	98817.0	99348.0
ES21_618_Control-lipid_14	44272.0	56667.0	63840.0	68739.0	72506.0	75514.0	77782.0	79789.0	81462.0	82867.0	84114.0	85220.0	86252.0	87132.0	87921.0	88690.0	89369.0	90012.0	90560.0	91110.0
ES22_618_Control-lipid_21	50297.0	62850.0	70024.0	74949.0	78647.0	81578.0	83941.0	85887.0	87533.0	88992.0	90315.0	91496.0	92478.0	93364.0	94217.0	95002.0	95724.0	96387.0	97016.0	97548.0
ES23_Blue-010_Control-lipid_0	51564.0	64201.0	71402.0	76213.0	79890.0	82843.0	85218.0	87202.0	88818.0	90274.0	91530.0	92679.0	93743.0	94677.0	95540.0	96289.0	96965.0	97573.0	98139.0	98668.0
ES24_Blue-010_Control-lipid_21	51405.0	63544.0	70335.0	75049.0	78489.0	81259.0	83511.0	85380.0	87023.0	88444.0	89667.0	90769.0	91805.0	92655.0	93466.0	94170.0	94847.0	95438.0	96010.0	96519.0
ES25_619_MG-lipid_0	47650.0	59840.0	66689.0	71488.0	74957.0	77797.0	80121.0	82046.0	83706.0	85157.0	86401.0	87509.0	88569.0	89513.0	90408.0	91102.0	91802.0	92419.0	93022.0	93529.0
ES26_619_MG-lipid_14	48838.0	60611.0	67607.0	72503.0	76074.0	79041.0	81330.0	83277.0	84998.0	86405.0	87685.0	88830.0	89850.0	90810.0	91677.0	92496.0	93197.0	93834.0	94462.0	95082.0
ES27_619_MG-lipid_21	49455.0	61340.0	68120.0	72862.0	76473.0	79138.0	81342.0	83274.0	84872.0	86216.0	87372.0	88395.0	89298.0	90051.0	90802.0	91483.0	92109.0	92666.0	93188.0	93668.0
ES28_Blue-098_Control-lipid_0	52213.0	63801.0	70229.0	74614.0	78090.0	80765.0	82923.0	84696.0	86307.0	87660.0	88873.0	89923.0	90916.0	91801.0	92540.0	93232.0	93920.0	94535.0	95101.0	95589.0
ES29_Blue-098_Control-lipid_14	53155.0	64737.0	71348.0	75952.0	79271.0	81944.0	84120.0	85864.0	87418.0	88761.0	89951.0	91011.0	91949.0	92772.0	93564.0	94279.0	94913.0	95502.0	96056.0	96540.0
ES2_48_Control-lipid_14	48319.0	60074.0	66860.0	71530.0	75069.0	77896.0	80179.0	82137.0	83834.0	85342.0	86596.0	87726.0	88793.0	89725.0	90599.0	91381.0	92151.0	92765.0	93361.0	93934.0
ES30_Blue-098_Control-lipid_21	45339.0	56654.0	62933.0	67468.0	70838.0	73617.0	75872.0	77729.0	79277.0	80701.0	81986.0	83145.0	84149.0	85057.0	85905.0	86682.0	87388.0	88018.0	88602.0	89140.0
