Sample	Top over-represented sequence	Sum of remaining over-represented sequences
ES45_Blue-015_MG-lipid_14_2	0.7449435599448881	10.334535073083755
ES46_Blue-015_MG-lipid_21_1	0.8716968587558329	6.705526353672292
ES46_Blue-015_MG-lipid_21_2	0.6743221352969841	7.487160573941011
ES47_Blue-45_MG-protein_0_1	0.5154985310176052	6.617863774957799
ES47_Blue-45_MG-protein_0_2	0.668698609486785	7.5188450447812505
ES48_Blue-45_MG-protein_14_1	0.5104844895716996	7.529573241208975
ES48_Blue-45_MG-protein_14_2	0.7259345409364316	7.781642777669155
ES49_Blue-024_Control-protein_0_1	1.5708826693269038	15.790040462537528
ES49_Blue-024_Control-protein_0_2	1.0554332857968147	15.895694464717158
ES4_164_Control-protein_0_1	1.2136433803905735	11.386390283674356
ES4_164_Control-protein_0_2	1.0026835315788714	11.886135698352431
ES50_Blue-024_Control-protein_14_1	1.555123160754217	13.853932451244923
ES50_Blue-024_Control-protein_14_2	0.9596666040521189	14.139621694012838
ES51_Blue-024_Control-protein_21_1	1.531941446438823	13.756032358888076
ES51_Blue-024_Control-protein_21_2	0.9309577074139215	14.11728107257029
ES52_SEM19-1481_MG-lipid_14_1	1.0708703036384706	10.48061662351945
ES52_SEM19-1481_MG-lipid_14_2	0.8202738298995303	11.033344374359153
ES53_SEM19-74_MG-protein_0_1	0.7730369170511322	13.502404484829484
ES53_SEM19-74_MG-protein_0_2	0.9867298295791675	13.64413422204009
ES54_SEM19-74_MG-protein_14_1	0.9581785520817112	13.838843189960702
ES54_SEM19-74_MG-protein_14_2	0.9981520931940201	13.898157941618765
ES55_SEM19-74_MG-protein_21_1	1.9667695050542875	10.504512494524027
ES55_SEM19-74_MG-protein_21_2	0.7541736558003136	10.572182517998762
ES56_Blue-050_Control-lipid_21_1	0.765933409263115	12.229808262813847
ES56_Blue-050_Control-lipid_21_2	1.2639150017390883	12.591662276606327
ES57_Blue-031_MG-lipid_0_1	0.7959073218895175	15.59035139592949
ES57_Blue-031_MG-lipid_0_2	1.060178889166792	15.664742518869847
ES58_Blue-032_MG-protein_0_1	1.975157122099585	11.881430050466587
ES58_Blue-032_MG-protein_0_2	0.8721428681275669	12.219074516231611
ES59_Blue-032_MG-protein_14_1	1.2671320043380527	11.53010436180999
ES59_Blue-032_MG-protein_14_2	0.875077844016631	12.157180783616093
ES5_164_Control-protein_14_1	0.6794362096058171	7.762234622912369
ES5_164_Control-protein_14_2	0.8683898457602075	8.519882134336747
ES60_Blue-032_MG-protein_21_1	1.5502509477941757	12.24202748824857
ES60_Blue-032_MG-protein_21_2	0.9852624483037274	12.723912143296307
ES61_Blue-035_MG-protein_0_1	0.524379887855861	7.804235052067071
ES61_Blue-035_MG-protein_0_2	0.7325990945028887	8.230394331110013
ES62_Blue-035_MG-protein_14_1	0.9004030026425126	8.993030136669013
ES62_Blue-035_MG-protein_14_2	0.7460994266204459	9.421584861621653
ES63_Blue-035_MG-protein_21_1	0.604263183314847	7.9810742752784645
ES63_Blue-035_MG-protein_21_2	0.7387856914192766	8.472371025242778
ES64_SEM19-1481_MG-lipid_21_1	0.921574023598434	11.752473564630257
ES64_SEM19-1481_MG-lipid_21_2	0.8557145606056379	12.265085645366396
ES65_106_NA_0_1	0.9553234486627661	12.205036752532743
ES65_106_NA_0_2	0.8129309466712203	11.286208732990076
ES66_617_Control-protein_14_1	1.2439348169434867	14.751243343656705
ES66_617_Control-protein_14_2	0.9403342777223788	13.443855022987147
ES67_Blue-037_MG-protein_0_1	1.963596781512846	7.485941066304498
ES67_Blue-037_MG-protein_0_2	1.1122036913956925	7.680608488486761
ES68_Blue-037_MG-protein_14_1	1.1817144461183169	5.081898701282266
ES68_Blue-037_MG-protein_14_2	0.6176558460511139	6.0531471680305975
ES69_Blue-037_MG-protein_21_1	1.4761480208368591	5.677346461389838
ES69_Blue-037_MG-protein_21_2	0.8889527870582327	6.481618392118659
ES6_164_Control-protein_21_1	0.7402675744272549	6.104503213593674
ES6_164_Control-protein_21_2	0.7332815796982517	7.392039128116092
ES70_Blue-039_Control-lipid_0_1	0.9898139238061696	10.709366524354019
ES70_Blue-039_Control-lipid_0_2	0.9129103004030881	11.46655592922543
ES71_Blue-039_Control-lipid_14_1	1.379741191216399	12.185962443357397
ES71_Blue-039_Control-lipid_14_2	0.8588912705198234	13.218885611087355
ES72_Blue-039_Control-lipid_21_1	1.7487160092968475	12.521776287677092
ES72_Blue-039_Control-lipid_21_2	0.8405435868224514	13.140934885158376
ES73_Blue-042_MG-protein_0_1	0.821525353270236	13.51971516582688
ES73_Blue-042_MG-protein_0_2	0.8379438382389529	12.694139290749561
ES74_Blue-042_MG-protein_14_1	1.199395429763306	11.205537796041588
ES74_Blue-042_MG-protein_14_2	0.738421045739137	10.508454533216938
ES75_Blue-042_MG-protein_21_1	1.071724838917089	13.857529051699977
ES75_Blue-042_MG-protein_21_2	0.8795356363615703	13.122737331502417
ES76_Blue-043_MG-lipid_0_1	1.2794709124005625	8.683366285797812
ES76_Blue-043_MG-lipid_0_2	0.7673022021774887	9.606852258048193
ES77_Blue-043_MG-lipid_14_1	0.651687235332508	4.470972439042425
ES77_Blue-043_MG-lipid_14_2	0.6149374973522436	5.649480691507783
ES78_Blue-043_MG-lipid_21_1	0.8085251218796249	5.2669714020967255
ES78_Blue-043_MG-lipid_21_2	0.5880334609787438	6.533441045206197
ES79_Blue-050_Control-lipid_0_1	1.303423836633122	9.384531794851
ES79_Blue-050_Control-lipid_0_2	1.0378140005124952	11.119724862758769
ES7_SEM19-1354_Control-protein_14_1	0.7825940083742463	12.216240872730586
ES7_SEM19-1354_Control-protein_14_2	0.9540512200802771	12.04854625354992
ES80_Blue-050_Control-lipid_14_1	1.0737073243401807	13.481984232081874
ES80_Blue-050_Control-lipid_14_2	1.1455382938509178	13.991740131243393
ES81_Blue-047_Control-lipid_0_1	0.8252973580293177	14.933352902855017
ES81_Blue-047_Control-lipid_0_2	0.8691123628289003	13.44701362912692
ES82_Blue-047_Control-lipid_14_1	0.9036313340086755	16.674176830936204
ES82_Blue-047_Control-lipid_14_2	1.050462753857868	17.226735515271713
ES83_SEM19-1481_MG-lipid_0_1	0.8515096143760347	12.479340336631953
ES83_SEM19-1481_MG-lipid_0_2	0.9374821062190042	12.643804769749371
ES84_LD19-239_MG-lipid_0_1	1.299693931518379	10.398730824463719
ES84_LD19-239_MG-lipid_0_2	0.8283103538762185	10.316260224057668
ES85_orange-24_Control-protein_0_1	0.6259280524810051	9.980730218079556
ES85_orange-24_Control-protein_0_2	0.818849129267798	10.48430869450129
ES86_orange-24_Control-protein_14_1	0.9328732620710505	10.588686688202126
ES86_orange-24_Control-protein_14_2	0.8172025403347707	11.120733393452928
ES87_orange-24_Control-protein_21_1	0.6199494264104513	10.780730919552704
ES87_orange-24_Control-protein_21_2	0.84806888502877	11.079210093004743
ES88_610_MG-protein_0_1	0.7189101640981693	12.074765614408923
ES88_610_MG-protein_0_2	0.8193881145337037	10.34811088929075
ES89_Blue-049_Control-protein_0_1	39.08380705428676	24.61188125394768
ES89_Blue-049_Control-protein_0_2	8.058242744589608	3.5982846314949644
ES8_SEM19-1354_Control-protein_21_1	0.5811230401981464	9.680457086336853
ES8_SEM19-1354_Control-protein_21_2	0.9065159374836771	9.237486788527335
ES90_Blue-049_Control-protein_14_1	1.2037421215454298	12.959251486844504
ES90_Blue-049_Control-protein_14_2	0.8508575454582609	12.283012657058226
ES91_Blue-049_Control-protein_21_1	1.5553807279293856	12.937156409207391
ES91_Blue-049_Control-protein_21_2	0.8876011341790514	13.31620663766371
ES92_SEM19-76_MG-lipid_0_1	0.989786919680127	15.867829906679512
ES92_SEM19-76_MG-lipid_0_2	1.1663291418351682	15.023232049491325
ES93_SEM19-76_MG-lipid_14_1	0.9076692642506379	9.191549502970918
ES93_SEM19-76_MG-lipid_14_2	0.8337392457910477	9.715618793176175
ES94_SEM19-76_MG-lipid_21_1	1.5489697235944118	12.877089262877183
ES94_SEM19-76_MG-lipid_21_2	1.0039323993034706	13.283320427796452
ES95_610_MG-protein_14_1	0.622806331317151	6.616841151343408
ES95_610_MG-protein_14_2	0.7077361869817932	7.556616734628142
ES96_610_MG-protein_21_1	0.5248960450154554	6.503856105517168
ES96_610_MG-protein_21_2	0.7567723326610418	7.219304296819713
ES97_SEM19-107_MG-protein_0_1	1.8441025164732803	7.8372802368307495
ES97_SEM19-107_MG-protein_0_2	0.7301404895992615	8.403794971827104
ES98_SEM19-107_MG-protein_14_1	0.7787881481107082	4.562155295938858
ES98_SEM19-107_MG-protein_14_2	0.613180832386255	5.250698898373417
ES99_SEM19-107_MG-protein_21_1	2.482576701614575	7.2482005543900945
ES99_SEM19-107_MG-protein_21_2	0.8385047722830907	7.839536612660817
ES9_172_Control-protein_0_1	0.83955982489355	11.289288393403327
ES9_172_Control-protein_0_2	0.7620706326313103	11.23789796112978
