Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
ES100_SEM19-140_Control-lipid_0_1	788933.0	419854.0	48117.5	33765.5	21719.5	20363.5	19103.5	19727.5	20404.0	22274.5	24443.5	29508.5	34798.0	40872.0	46969.5	55477.0	64931.5	80702.5	97401.0	119524.5	144157.5	182097.5	217454.0	260564.0	306203.5	336090.0	385887.5	457421.5	519253.0	593592.0	673349.0	760148.5	854905.5	892403.5	928232.0	1021325.5	1115795.5	1199045.5	1275336.5	1392507.5	1500687.0	1554000.5	1597065.5	1689670.0	1798496.5	1792129.5	1745677.0	1703981.0	1683350.0	1678309.0	1657644.0	1646734.5	1643136.5	1866437.0	2119435.5	2345218.0	2721536.0	2875655.0	2681820.5	2796164.5	3259879.0	3571951.0	3693563.5	3250298.0	2668577.5	2537481.0	2508154.0	2080846.5	1588974.0	1330701.0	1170582.0	1073796.0	977225.0	840716.0	657025.5	644569.5	700559.5	600309.0	491173.5	415039.0	348243.0	308138.0	263093.5	216075.0	170591.5	139196.5	109062.5	88806.5	68804.5	60547.5	53338.0	37665.5	21998.0	15438.5	8936.5	6199.0	3521.0	2551.5	1575.0	1182.5	835.0
ES100_SEM19-140_Control-lipid_0_2	148721.0	77946.5	6866.0	5943.0	5353.5	6714.5	8179.0	9782.5	11444.5	13228.5	15001.0	17086.5	19204.0	23336.0	27670.5	32105.5	36933.5	44134.5	51755.0	63572.0	75778.0	96162.0	116820.0	147408.0	180010.5	207044.5	245607.5	292144.5	344936.5	405662.5	468692.5	534940.5	604312.5	680800.5	757591.0	838420.0	924096.0	1010641.0	1089294.0	1162075.0	1222860.0	1283338.0	1343829.0	1387791.5	1426750.5	1462670.0	1490273.0	1492733.0	1493246.0	1505492.0	1513983.5	1551804.5	1598812.5	1740964.5	1902105.0	2146753.0	2418403.5	2430273.5	2393192.5	2686494.0	3277921.0	4217764.5	5043035.5	5063370.5	4225353.5	2928765.0	2213710.5	2074818.0	1903864.0	1531767.5	1219932.5	1240082.0	1332328.0	1177712.5	959792.0	814735.5	721017.0	651089.0	584460.0	539234.0	491083.5	460212.0	432907.5	403143.0	371079.0	328564.0	286632.5	246047.5	208123.0	175136.0	142140.0	120730.0	99499.5	74954.5	50865.0	40333.0	29830.5	25309.0	71718.0	156421.5	189994.0
ES101_SEM19-140_Control-lipid_14_1	1463154.0	764159.5	62069.0	42526.0	25689.5	23901.0	22147.5	22223.0	22442.5	24650.0	27101.0	32167.0	37578.5	44670.0	51801.0	61508.0	72170.0	87450.5	103520.5	125909.0	151165.5	189075.5	223958.5	267457.0	313451.0	344666.0	400147.5	479567.5	541012.0	611680.0	692592.0	771361.0	857566.0	897957.0	936408.0	1026950.0	1117075.5	1198404.0	1274297.0	1391777.0	1500856.0	1553449.0	1592321.0	1673292.0	1770575.0	1746988.0	1687920.5	1643402.5	1612294.0	1594867.0	1570749.5	1552576.5	1538425.5	1727905.0	1941701.0	2149491.0	2516050.0	2667184.0	2459216.0	2543540.0	2920311.5	3096492.5	3201951.0	2900609.5	2412344.5	2239993.5	2165333.5	1816318.0	1425266.0	1197307.5	1049922.0	978798.0	897014.5	754915.0	575540.5	563289.5	614188.5	528033.5	433769.0	364910.0	304574.5	268346.0	226959.5	178397.5	132111.5	107614.0	84027.0	69088.5	54402.0	46943.5	40261.5	28597.5	16984.5	11823.0	6748.5	4797.0	2833.5	2008.5	1186.5	868.0	593.0
ES101_SEM19-140_Control-lipid_14_2	761477.0	392046.0	21526.0	14674.0	8873.0	9287.5	9795.5	10937.5	12108.5	13893.5	15812.0	17193.0	18495.0	22436.0	26640.5	31549.5	36935.5	43988.0	51379.5	63402.5	75627.0	95791.0	116765.5	149103.5	183040.0	210365.0	249052.0	295943.0	350386.5	412350.5	475798.0	544372.5	615939.0	689661.5	763076.5	845236.0	932493.5	1017162.5	1093559.0	1164273.5	1222933.5	1280303.5	1337570.5	1377466.5	1410440.0	1438811.5	1461285.0	1459170.5	1452486.5	1454393.0	1452929.0	1479917.5	1516839.5	1643387.0	1783525.0	1979661.0	2204065.5	2201441.5	2156524.0	2420618.5	2958101.5	3897805.0	4775137.5	4805241.0	3930118.5	2667531.5	2014206.5	1908963.0	1753528.0	1380034.5	1083109.0	1094625.5	1167754.5	1033369.0	847124.0	719725.0	635983.5	571276.0	509509.0	469217.5	426537.0	399657.0	375528.0	346728.5	316400.0	279511.5	242767.5	207643.5	175078.0	146828.0	118527.5	98909.5	79491.0	59089.0	38966.5	30406.5	21865.5	17489.5	45102.0	94507.5	111842.0
ES102_SEM19-140_Control-lipid_21_1	1074091.0	563449.0	50342.0	35450.0	22713.5	21653.0	20626.5	21254.0	21973.5	24166.5	26582.0	32103.5	38010.0	45064.5	52122.0	61210.0	71316.0	87420.0	103956.0	127188.5	153750.5	193723.5	230595.5	274731.0	321370.5	352605.0	405939.5	482414.0	546696.0	622522.5	705856.0	785198.5	872925.0	926425.5	978676.0	1077380.5	1176360.0	1267333.0	1350670.5	1472939.0	1587320.5	1654412.0	1710342.0	1798441.5	1902987.0	1901390.5	1859416.5	1819584.0	1797845.0	1797556.5	1785911.0	1776412.5	1773932.0	1991880.0	2232797.5	2450232.0	2814032.0	2957186.5	2770660.5	2901579.0	3381295.0	3718904.5	3837882.0	3353186.0	2753154.0	2615906.5	2575391.0	2161926.5	1692496.5	1438467.5	1272564.0	1169569.5	1069206.5	921413.5	723716.5	690613.5	727752.0	625610.0	516090.5	443519.5	379222.0	334498.5	285798.0	236161.0	187774.0	154476.0	122332.0	98740.0	75721.5	64615.0	54498.5	39439.0	24416.0	17216.0	10114.5	7134.0	4159.5	2985.5	1816.5	1387.5	1009.0
ES102_SEM19-140_Control-lipid_21_2	450311.0	233072.5	15213.0	11564.5	8579.5	10038.5	11590.0	13687.5	15908.0	18381.5	20842.0	22843.5	24961.5	29382.5	33769.5	38533.5	43888.0	50887.0	58314.5	70275.5	82524.0	103010.5	123992.5	156650.5	191021.5	217676.5	256984.0	307017.0	364108.5	428718.0	495506.5	567933.0	643429.5	724678.5	806138.0	894193.0	989520.5	1082092.0	1162732.5	1242679.5	1315674.0	1384416.5	1447482.5	1494365.0	1538518.0	1578862.5	1610153.0	1616400.5	1619308.0	1631486.5	1640938.0	1684441.5	1735590.5	1878040.5	2040271.5	2279935.0	2544896.0	2540615.0	2487714.5	2771380.5	3348836.5	4240151.5	4971378.0	4947369.5	4183112.5	2994847.0	2323190.0	2206847.0	2050722.5	1644081.5	1303650.5	1308574.5	1381639.5	1222448.5	1002165.5	863469.0	777826.0	704596.0	634107.5	585745.5	534938.0	501299.5	470839.0	436105.5	399170.0	354108.0	309686.5	265799.0	224923.5	189690.5	154368.0	129828.0	105573.0	80476.0	55931.5	45738.5	35559.0	31022.5	123827.5	287231.0	353035.0
ES103_625_Control-lipid_0_1	1195237.0	627951.0	57391.5	40874.5	27262.0	26172.0	25057.0	26077.5	27284.5	30341.0	33700.0	39642.5	45777.0	54103.0	62750.0	74255.5	86704.0	106587.0	127455.5	155381.5	186240.5	229627.0	269252.5	319730.5	372929.0	401392.5	453809.5	536270.5	603687.0	675574.0	758767.0	844761.0	938161.0	1004153.0	1067750.0	1168643.5	1269027.0	1370794.5	1470746.0	1599226.5	1715435.0	1783881.0	1840422.0	1924922.5	2024568.5	2035766.5	2008324.0	1978174.5	1966142.5	1971941.5	1968458.5	1973242.0	1983670.0	2193890.5	2423754.5	2608714.5	2913165.0	3064493.0	2940034.5	3073089.5	3530600.5	3872086.5	3980219.0	3471685.5	2852763.5	2675735.5	2606401.0	2218959.0	1770842.5	1496729.5	1309494.0	1198417.0	1090305.0	941794.0	752591.5	708322.5	729123.5	631632.5	525972.5	454209.0	390448.5	345239.0	296560.0	249373.5	203417.0	165724.5	129141.0	104808.0	81140.0	68882.5	57598.5	41992.5	26396.0	18793.0	11338.0	8064.0	4779.0	3218.5	1676.0	1296.5	972.0
ES103_625_Control-lipid_0_2	476784.0	246255.5	15061.5	11016.0	7617.0	8488.0	9454.0	11126.5	12827.5	14906.0	17082.0	19374.0	21720.5	26479.5	31394.5	37722.5	44717.0	54108.0	63921.0	79737.0	95916.5	120057.5	145038.0	181547.5	219786.5	251278.0	295986.0	349188.5	408327.0	474740.0	544800.0	621663.0	701764.0	789043.0	878690.0	978838.0	1084883.0	1184841.0	1273321.0	1359772.0	1436042.5	1513512.0	1588739.5	1643843.0	1692689.5	1738439.0	1779359.5	1792902.5	1798073.5	1816791.5	1836427.0	1890916.5	1950447.5	2096536.0	2265674.5	2513415.0	2752481.5	2722653.5	2728859.0	3030712.0	3540362.0	4379051.5	5044914.5	4967813.0	4246102.5	3106660.5	2426181.5	2285008.0	2119877.0	1719586.5	1373997.0	1357830.5	1411151.0	1265388.0	1061826.0	930256.5	848697.0	758486.0	672185.0	629486.0	583079.5	534430.5	490006.5	456665.5	421180.5	369402.0	318103.0	276873.0	238984.0	198403.5	157590.0	132327.5	107402.0	79924.5	52575.5	39618.0	26803.0	20892.0	42696.0	85874.5	101347.0
ES104_625_Control-lipid_14_1	946135.0	492731.0	37566.0	26108.0	16175.5	15620.5	15111.5	15452.5	15895.5	18290.0	20840.0	24601.5	28549.5	34192.0	40019.5	47708.0	55860.5	70651.0	86280.5	106868.0	129035.0	162527.0	194900.0	230989.5	268768.5	293792.0	334539.5	392350.0	446792.0	512210.5	580742.0	647471.0	721153.0	778681.0	834614.0	918147.5	1001118.0	1081846.5	1158052.5	1251441.0	1337101.0	1389392.0	1432843.0	1498744.5	1577517.5	1599390.5	1588227.5	1562901.5	1552703.5	1561926.0	1565457.0	1570557.0	1576035.0	1748673.0	1941230.0	2108484.0	2371508.0	2466331.5	2335807.0	2454177.0	2845181.5	3138943.5	3233030.5	2823283.0	2332440.0	2184432.5	2117149.0	1801475.0	1437710.0	1224988.0	1080760.0	985142.5	899437.5	789720.5	633493.0	589545.5	606004.0	530697.0	448100.0	384799.5	328539.5	290708.5	249385.5	208332.5	169014.5	138484.0	108476.0	88259.5	68777.0	58319.5	48545.5	35209.5	21958.0	15850.5	9811.5	6919.0	4041.5	2799.0	1566.5	1243.0	953.0
