Sample	Top over-represented sequence	Sum of remaining over-represented sequences
ES45_Blue-015_MG-lipid_14_2	0.7465784710175116	10.31265987155177
ES46_Blue-015_MG-lipid_21_1	0.8114607489429309	6.570825530895953
ES46_Blue-015_MG-lipid_21_2	0.673392979277875	7.3175155478185125
ES47_Blue-45_MG-protein_0_1	0.47712844586882164	6.584973139133885
ES47_Blue-45_MG-protein_0_2	0.6713389164876586	7.3618313165821325
ES48_Blue-45_MG-protein_14_1	0.5081616092968079	7.365500926720004
ES48_Blue-45_MG-protein_14_2	0.7288203770137396	7.649766029177327
ES49_Blue-024_Control-protein_0_1	1.4532186105525513	15.611360407273398
ES49_Blue-024_Control-protein_0_2	1.063328480276744	15.85267953543423
ES4_164_Control-protein_0_1	1.1228920990991538	11.335239213090754
ES4_164_Control-protein_0_2	1.0110020887940308	11.829172643379177
ES50_Blue-024_Control-protein_14_1	1.4374170984839476	13.684715782173484
ES50_Blue-024_Control-protein_14_2	0.967845086078934	14.202591810195461
ES51_Blue-024_Control-protein_21_1	1.421702521112066	13.686709264124856
ES51_Blue-024_Control-protein_21_2	0.9366746659679666	14.155102811760111
ES52_SEM19-1481_MG-lipid_14_1	0.9918195472404044	10.432379617053169
ES52_SEM19-1481_MG-lipid_14_2	0.8269791660394687	11.13467536018674
ES53_SEM19-74_MG-protein_0_1	0.769838701725029	13.404265788834921
ES53_SEM19-74_MG-protein_0_2	0.9947922482898318	13.628122321391592
ES54_SEM19-74_MG-protein_14_1	0.8766061642134261	13.746394799363664
ES54_SEM19-74_MG-protein_14_2	1.0047780385244507	13.956522705357246
ES55_SEM19-74_MG-protein_21_1	1.8229903515815247	10.550960234826444
ES55_SEM19-74_MG-protein_21_2	0.7603322320359085	10.455492227297263
ES56_Blue-050_Control-lipid_21_1	0.7615283191998138	12.019390305560046
ES56_Blue-050_Control-lipid_21_2	1.274152152096925	12.551373788319653
ES57_Blue-031_MG-lipid_0_1	0.7923004491696152	15.485872934065968
ES57_Blue-031_MG-lipid_0_2	1.0642907399426367	15.46276333131881
ES58_Blue-032_MG-protein_0_1	1.837585654189118	11.932077199753575
ES58_Blue-032_MG-protein_0_2	0.8661639880932172	12.150871114498116
ES59_Blue-032_MG-protein_14_1	1.175982889892364	11.373401273999836
ES59_Blue-032_MG-protein_14_2	0.8824789053946581	12.080986785856048
ES5_164_Control-protein_14_1	0.6318795167486522	7.7316198181300475
ES5_164_Control-protein_14_2	0.8746109494969536	8.469643612460239
ES60_Blue-032_MG-protein_21_1	1.4305973962617764	11.978059501314673
ES60_Blue-032_MG-protein_21_2	0.9468344712805881	12.686309034721496
ES61_Blue-035_MG-protein_0_1	0.5224130878882195	7.741544305135205
ES61_Blue-035_MG-protein_0_2	0.7368369659565882	8.28470991837323
ES62_Blue-035_MG-protein_14_1	0.8341643939015674	8.954019746628866
ES62_Blue-035_MG-protein_14_2	0.7519400034996759	9.35896328624065
ES63_Blue-035_MG-protein_21_1	0.60156133055432	7.911002604335295
ES63_Blue-035_MG-protein_21_2	0.7432332413875408	8.43466991854678
ES64_SEM19-1481_MG-lipid_21_1	0.8555978497617505	11.692598836530546
ES64_SEM19-1481_MG-lipid_21_2	0.8608496996183842	12.293208681940799
ES65_106_NA_0_1	0.8880527150479267	12.145528730227147
ES65_106_NA_0_2	0.8202385567872318	11.443733298059087
ES66_617_Control-protein_14_1	1.1550234257993177	14.473509272137662
ES66_617_Control-protein_14_2	0.94933183161288	13.493670246890758
ES67_Blue-037_MG-protein_0_1	1.820376701512668	7.548032249592733
ES67_Blue-037_MG-protein_0_2	1.0658509851496571	7.681827019094772
ES68_Blue-037_MG-protein_14_1	1.0985031486269257	5.057740778515848
ES68_Blue-037_MG-protein_14_2	0.6230361394042973	6.046784251747007
ES69_Blue-037_MG-protein_21_1	1.3710164051324891	5.64661961929542
ES69_Blue-037_MG-protein_21_2	0.8626541483887836	6.423650515095974
ES6_164_Control-protein_21_1	0.6890359247127583	6.0749745541048465
ES6_164_Control-protein_21_2	0.7370745139659339	7.285534872327987
ES70_Blue-039_Control-lipid_0_1	0.9192952855056378	10.563458742476904
ES70_Blue-039_Control-lipid_0_2	0.9182523201450608	11.42934322293825
ES71_Blue-039_Control-lipid_14_1	1.2791796539193985	12.122576885847092
ES71_Blue-039_Control-lipid_14_2	0.8643337170249071	13.14843757756731
ES72_Blue-039_Control-lipid_21_1	1.6186795080446892	12.45910830900685
ES72_Blue-039_Control-lipid_21_2	0.8479883918998341	13.169104978460311
ES73_Blue-042_MG-protein_0_1	0.7651255882412938	13.451734044808378
ES73_Blue-042_MG-protein_0_2	0.8449139689518737	12.755474317563879
ES74_Blue-042_MG-protein_14_1	1.1135597797628995	11.049232216521839
ES74_Blue-042_MG-protein_14_2	0.74583289697793	10.414388262182062
ES75_Blue-042_MG-protein_21_1	0.9972470921629218	13.787988158909284
ES75_Blue-042_MG-protein_21_2	0.8865436239910993	13.299992319437791
ES76_Blue-043_MG-lipid_0_1	1.1913508955450791	8.641397720127236
ES76_Blue-043_MG-lipid_0_2	0.7740067752019723	9.510120411079072
ES77_Blue-043_MG-lipid_14_1	0.6042151259108068	4.451293499357114
ES77_Blue-043_MG-lipid_14_2	0.6189871795722468	5.631207246247055
ES78_Blue-043_MG-lipid_21_1	0.7531741913355554	5.241429909044598
ES78_Blue-043_MG-lipid_21_2	0.591380733049325	6.453302281699674
ES79_Blue-050_Control-lipid_0_1	1.2044379447606806	9.135245374005981
ES79_Blue-050_Control-lipid_0_2	1.0455088996935469	11.0426913062691
ES7_SEM19-1354_Control-protein_14_1	0.7214728709178061	12.143892300417274
ES7_SEM19-1354_Control-protein_14_2	0.9588887854890158	12.074254488198818
ES80_Blue-050_Control-lipid_14_1	0.994069512187377	13.315718143438636
ES80_Blue-050_Control-lipid_14_2	1.1521185384758952	14.026922173887863
ES81_Blue-047_Control-lipid_0_1	0.8206855790969895	14.800153384391072
ES81_Blue-047_Control-lipid_0_2	0.8782842544666312	13.382706382661365
ES82_Blue-047_Control-lipid_14_1	0.8994427212896313	16.568013836069518
ES82_Blue-047_Control-lipid_14_2	1.0591662457409454	17.12220616606691
ES83_SEM19-1481_MG-lipid_0_1	0.7921297801251889	12.31694652447953
ES83_SEM19-1481_MG-lipid_0_2	0.9445538134296164	12.613946447447107
ES84_LD19-239_MG-lipid_0_1	1.2061859659489675	10.249848203007094
ES84_LD19-239_MG-lipid_0_2	0.8358045369973439	10.4423741103586
ES85_orange-24_Control-protein_0_1	0.6236580944610235	9.908011126679227
ES85_orange-24_Control-protein_0_2	0.8230995790600019	10.548964923447597
ES86_orange-24_Control-protein_14_1	0.8678254790872919	10.542334483543627
ES86_orange-24_Control-protein_14_2	0.8216975620271244	11.04928215225882
ES87_orange-24_Control-protein_21_1	0.6200512416053909	10.495507083590816
ES87_orange-24_Control-protein_21_2	0.8563165748672923	11.064116332105373
ES88_610_MG-protein_0_1	0.7144448142786838	11.99292383367238
ES88_610_MG-protein_0_2	0.8238206118169389	10.200078821988615
ES89_Blue-049_Control-protein_0_1	5.822353291307053	15.060018217400327
ES89_Blue-049_Control-protein_0_2	16.33794179450412	9.581270348024503
ES8_SEM19-1354_Control-protein_21_1	0.548230388137888	9.622482526323914
ES8_SEM19-1354_Control-protein_21_2	0.9129505964364545	9.265313099595618
ES90_Blue-049_Control-protein_14_1	1.1207378204508933	12.882846751816492
ES90_Blue-049_Control-protein_14_2	0.8608285783492545	12.183372689381333
ES91_Blue-049_Control-protein_21_1	1.442877374440389	12.877452254170944
ES91_Blue-049_Control-protein_21_2	0.8946839982324482	13.37891255947449
ES92_SEM19-76_MG-lipid_0_1	0.9213524782540174	15.776268097098939
ES92_SEM19-76_MG-lipid_0_2	1.1804380902534466	15.182446003240539
ES93_SEM19-76_MG-lipid_14_1	0.842198072569309	9.051281991752148
ES93_SEM19-76_MG-lipid_14_2	0.8395835834092215	9.688698632164114
ES94_SEM19-76_MG-lipid_21_1	1.4365495899667904	12.80610981030398
ES94_SEM19-76_MG-lipid_21_2	1.014087873157001	13.382643628280107
ES95_610_MG-protein_14_1	0.5780147196110483	6.586649572073302
ES95_610_MG-protein_14_2	0.7124766243235217	7.513303883884571
ES96_610_MG-protein_21_1	0.4860194037951964	6.474665918469862
ES96_610_MG-protein_21_2	0.7633163864958086	7.068141768214703
ES97_SEM19-107_MG-protein_0_1	1.7207427252447633	7.899510226169028
ES97_SEM19-107_MG-protein_0_2	0.7340029999554837	8.269113245109711
ES98_SEM19-107_MG-protein_14_1	0.7286940328796049	4.538468356929623
ES98_SEM19-107_MG-protein_14_2	0.6159614802119099	5.097016448691346
ES99_SEM19-107_MG-protein_21_1	2.3216296834225836	7.343429138056283
ES99_SEM19-107_MG-protein_21_2	0.7960134460379032	7.745930638247196
ES9_172_Control-protein_0_1	0.7804146238180303	11.029084342236732
ES9_172_Control-protein_0_2	0.7666071776709376	11.152498336719855
