file_name	organism	url	database	path	refseq_category	assembly_accession	bioproject	biosample	taxid	infraspecific_name	version_status	release_type	genome_rep	seq_rel_date	submitter
_db_downloads/collections/refseq/Serinus_canaria/Serinus_canaria_assembly_stats_refseq.txt	Serinus canaria	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/539/315/GCF_022539315.1_serCan2020/GCF_022539315.1_serCan2020_assembly_stats.txt	refseq	_db_downloads/collections/refseq/Serinus_canaria	representative genome	GCF_022539315.1	PRJNA870458	SAMN25990113	9135	na	latest	Major	Full	2022-08-25	Max Planck Institute for Biological Intelligence, in foundation, Seewiesen
