Sample	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
ES100_SEM19-140_Control-lipid_0_1	327.0	416.0	631.0	737.0	990.0	1169.0	1426.0	1331.0	1422.0	1654.0	2160.0	2358.0	2305.0	2649.0	2838.0	2838.0	3571.0	4279.0	4916.0	6417.0	7542.0	8643.0	10316.0	15131.0	18115.0	50708.0	144440.0	746407.0	3112657.0	9484907.0	31492558.0
ES100_SEM19-140_Control-lipid_0_2	14857.0	13924.0	13841.0	13930.0	12032.0	11185.0	10351.0	10493.0	9144.0	9230.0	8160.0	8363.0	8464.0	8150.0	7546.0	8789.0	8188.0	9352.0	8431.0	9211.0	10865.0	12052.0	16668.0	18996.0	29540.0	87238.0	229402.0	1189289.0	3595775.0	10408300.0	29334092.0
ES101_SEM19-140_Control-lipid_14_1	286.0	425.0	641.0	744.0	1062.0	1119.0	1347.0	1236.0	1491.0	1817.0	2072.0	2259.0	2334.0	2585.0	2761.0	2973.0	3655.0	4453.0	5059.0	6347.0	7483.0	8322.0	10185.0	14473.0	18161.0	48929.0	140457.0	700494.0	2890677.0	9365959.0	29555766.0
ES101_SEM19-140_Control-lipid_14_2	9776.0	9520.0	9943.0	10043.0	8498.0	8384.0	7821.0	7773.0	6678.0	6642.0	5960.0	6109.0	6279.0	6306.0	5772.0	6705.0	6195.0	7203.0	6740.0	7651.0	8927.0	10176.0	12960.0	15675.0	25365.0	76885.0	214008.0	1164018.0	3436915.0	10124947.0	27565698.0
ES102_SEM19-140_Control-lipid_21_1	360.0	502.0	720.0	845.0	1076.0	1336.0	1483.0	1463.0	1519.0	1824.0	2140.0	2310.0	2531.0	2665.0	2857.0	3077.0	3840.0	4481.0	5175.0	6481.0	7676.0	8793.0	10247.0	15177.0	18929.0	52991.0	154991.0	784179.0	3269465.0	10182733.0	33222156.0
ES102_SEM19-140_Control-lipid_21_2	23620.0	22874.0	23760.0	25017.0	21178.0	20759.0	19140.0	19067.0	16118.0	16474.0	14270.0	14809.0	14468.0	14179.0	12635.0	15090.0	13086.0	14607.0	12911.0	13911.0	15769.0	17297.0	23561.0	27208.0	39366.0	99305.0	260729.0	1298611.0	3793288.0	11023895.0	30827020.0
ES103_625_Control-lipid_0_1	373.0	522.0	714.0	1016.0	1170.0	1455.0	1725.0	1652.0	1764.0	2120.0	2479.0	2608.0	2860.0	3160.0	3209.0	3649.0	4223.0	5254.0	5903.0	7600.0	8982.0	10289.0	11538.0	17117.0	20979.0	58046.0	164741.0	815156.0	3448683.0	10911849.0	35281782.0
ES103_625_Control-lipid_0_2	9706.0	9328.0	9803.0	10279.0	8714.0	8600.0	7737.0	7634.0	7050.0	7364.0	6722.0	6949.0	7161.0	7265.0	6837.0	7872.0	7212.0	8394.0	7710.0	8802.0	10222.0	11462.0	13911.0	17508.0	27749.0	94968.0	248457.0	1334997.0	3995641.0	11558548.0	33328016.0
ES104_625_Control-lipid_14_1	305.0	439.0	562.0	683.0	893.0	1024.0	1284.0	1240.0	1302.0	1548.0	1675.0	1912.0	1843.0	1942.0	2184.0	2280.0	2642.0	3161.0	3631.0	4559.0	5316.0	6053.0	7077.0	11083.0	13847.0	42523.0	127834.0	645767.0	2778061.0	8727166.0	28134167.0
ES104_625_Control-lipid_14_2	27178.0	26539.0	27023.0	28602.0	23385.0	22533.0	20817.0	20508.0	17068.0	16745.0	14833.0	14798.0	14492.0	13799.0	12107.0	14608.0	12387.0	14533.0	12569.0	13546.0	15416.0	17450.0	24981.0	26165.0	37712.0	95019.0	238272.0	1086114.0	3196783.0	9294964.0	26133057.0
ES105_625_Control-lipid_21_1	331.0	473.0	641.0	686.0	972.0	1128.0	1446.0	1329.0	1453.0	1711.0	1952.0	1951.0	1947.0	2100.0	2237.0	2325.0	2502.0	2937.0	3224.0	4239.0	4739.0	5373.0	6497.0	11314.0	13880.0	51449.0	163379.0	847353.0	3690465.0	11246237.0	37147659.0
ES105_625_Control-lipid_21_2	9566.0	9287.0	9490.0	10000.0	8757.0	8720.0	7887.0	8079.0	7348.0	7493.0	7114.0	7352.0	7288.0	7568.0	7167.0	8303.0	7760.0	8800.0	8232.0	9414.0	10688.0	11578.0	14976.0	18333.0	28570.0	98417.0	263783.0	1408082.0	4247132.0	12016782.0	34939963.0
ES10_172_Control-protein_14_1	297.0	419.0	579.0	660.0	928.0	1088.0	1313.0	1255.0	1362.0	1702.0	1880.0	2194.0	2267.0	2506.0	2799.0	3135.0	3902.0	4732.0	5532.0	6887.0	8158.0	9133.0	10350.0	14470.0	17855.0	47663.0	135982.0	687303.0	2946513.0	9125581.0	29472573.0
ES10_172_Control-protein_14_2	20461.0	18970.0	19298.0	19580.0	16055.0	15350.0	13787.0	13951.0	12005.0	11894.0	10145.0	10280.0	10365.0	9679.0	8997.0	10540.0	9856.0	11628.0	9801.0	10902.0	12110.0	14075.0	23922.0	21630.0	32899.0	91154.0	237266.0	1087524.0	3411876.0	9815915.0	27509103.0
ES11_172_Control-protein_21_1	332.0	516.0	662.0	820.0	989.0	1252.0	1569.0	1461.0	1569.0	1958.0	2345.0	2497.0	2659.0	3004.0	3225.0	3526.0	4273.0	5232.0	6073.0	7434.0	9014.0	10107.0	11490.0	15931.0	20234.0	53056.0	153701.0	772990.0	3326895.0	10295487.0	33033845.0
ES11_172_Control-protein_21_2	32388.0	32537.0	32990.0	34679.0	27805.0	27617.0	24981.0	25367.0	21083.0	20389.0	17808.0	18072.0	17209.0	16744.0	14352.0	16889.0	15175.0	17597.0	14052.0	15694.0	17654.0	19877.0	33253.0	30294.0	43428.0	110723.0	287916.0	1252664.0	3836880.0	11052853.0	30625176.0
ES12_209_MG-lipid_0_1	280.0	365.0	517.0	627.0	811.0	896.0	1123.0	1107.0	1176.0	1428.0	1578.0	1811.0	1941.0	2115.0	2269.0	2603.0	3204.0	3757.0	4397.0	5539.0	6750.0	7578.0	8794.0	12828.0	15760.0	46705.0	138513.0	747531.0	3276321.0	10161469.0	33552660.0
ES12_209_MG-lipid_0_2	19452.0	18645.0	18605.0	18818.0	15156.0	14541.0	13330.0	13528.0	11258.0	11110.0	9729.0	9929.0	10249.0	9801.0	8859.0	10494.0	10108.0	12473.0	10096.0	11667.0	13448.0	15217.0	27228.0	24061.0	35726.0	101182.0	272820.0	1255312.0	3933034.0	11168011.0	30908566.0
ES13_209_MG-lipid_14_1	304.0	385.0	540.0	616.0	914.0	1039.0	1321.0	1237.0	1344.0	1632.0	1932.0	2062.0	2080.0	2217.0	2496.0	2764.0	3351.0	3918.0	4527.0	5703.0	6697.0	7615.0	8920.0	13602.0	16296.0	52329.0	152244.0	751572.0	3261567.0	10068607.0	33071803.0
ES13_209_MG-lipid_14_2	22275.0	22112.0	21914.0	22723.0	18492.0	18339.0	17179.0	17056.0	14416.0	14297.0	12461.0	12746.0	13023.0	12578.0	11180.0	13266.0	12324.0	14509.0	12514.0	13596.0	15200.0	17436.0	27101.0	27126.0	40111.0	104197.0	277403.0	1239615.0	3830134.0	10873763.0	30682548.0
