Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
ES100_SEM19-140_Control-lipid_0_1	0.016304110137886376	0.023081426745006156	6.868153475668947e-05	0.00021933780454555665	2.4370867171728517e-05	6.425046799819337e-05	0.0	0.0	4.431066758496094e-06	0.0006314270130856935	0.00013957860289262697	0.0003877183413684082	0.0	0.0	0.0	8.862133516992188e-06	0.0010745336889353028	0.0038350882794783697	0.0	0.0	0.0	2.437126835724247e-05	0.0	0.0	0.0	0.0	0.0049346155681869695	6.64763507833828e-06	3.102327456912051e-05	0.00025041132275792393	0.0002459910386129474	0.0003767627204014819	0.000808973049273418	0.0041182470639259	0.0038658098489264122	0.002941658488434882	0.002161525310596777	0.0005077294942302529	0.00047452382476580196	0.00014636929629900354	0.00012199481845862341	0.0003926767864725021	0.0	0.00022197660757235018	2.220659026311634e-05	0.0	0.0	0.0	0.0	0.0
ES100_SEM19-140_Control-lipid_0_2	0.06819854848001339	0.01956759080551875	8.862133516992188e-06	0.0004896328768138184	8.862133516992188e-06	8.197473503217774e-05	2.215533379248047e-06	4.431066758496094e-06	4.8741734343457035e-05	0.00013293200275488282	0.00014844073640961917	0.00012406986923789063	0.0004984950103308106	0.0002880193393022461	0.0007532813489443361	0.0005339435443987794	0.0005760386786044922	0.0002414931383380371	0.0010124987543163576	0.00029909700619848634	0.0006604463407183719	0.0006096604308898136	0.0006187180711537313	0.0005301767511682634	0.0009030943384771841	0.001511449429177042	0.0001642774728210691	5.329159417251977e-05	0.0003820006533543733	9.107696534483705e-05	0.0020284962170989524	0.00411107931876438	0.00014669312358646727	9.781313396526842e-05	0.0001912122921577969	0.0004380951631202863	0.0011232403522383877	0.0003959967927819307	0.00020693601458324825	0.00035164078371650344	0.0002070284972722994	0.00010020196262244124	0.00044327986828662666	0.00016713599940954195	0.0005396474041978681	0.00015863490685606214	0.0003570830545540262	0.0004107234161518645	0.000299428378644144	0.0
ES101_SEM19-140_Control-lipid_14_1	0.01641608713930981	0.023482924138941538	6.073975602989256e-05	0.00023828673519419387	1.4016866776129052e-05	8.410120065677432e-05	9.3445778507527e-06	0.0	9.3445778507527e-06	0.0006377674383138719	0.00017287469023892496	0.0003901361252689253	0.0	0.0	0.0	1.1680722313440876e-05	0.0010839710306873133	0.004004151609047533	0.0	0.0	0.0	2.3361832666621673e-05	0.0	0.0	0.0	0.0	0.00490654801730133	4.673037824128913e-06	6.0751608147641175e-05	0.00020329285827048159	0.0002477021420066098	0.00036689895577051785	0.000820309287450607	0.004120491876881479	0.0038239136386401147	0.002996698022132555	0.0023213536601002904	0.0005166893947654735	0.0005424711285524932	0.00020345686782221125	0.00014267863417626232	0.00036495410316143595	4.68001387904916e-06	0.00020130877388139444	3.0443337899365656e-05	2.3444815698310987e-06	0.0	0.0	0.0	0.0
ES101_SEM19-140_Control-lipid_14_2	0.06816869542124096	0.01944606650741637	9.3445778507527e-06	0.0005443216598063448	4.67228892537635e-06	9.110963404483883e-05	4.67228892537635e-06	4.67228892537635e-06	7.942891173139797e-05	0.00011680722313440877	0.00013783252329860234	0.00015885782346279593	0.0004975987705525814	0.00031537950246290366	0.000719532494507958	0.0006471120161646246	0.0005653469599705384	0.0002873457689106456	0.001090979464075378	0.00026865661320914013	0.0007080134693604016	0.0006123458839932692	0.0007036601290718399	0.0005682045367975571	0.0009144532065640808	0.0013941713532033004	0.0001731334870649515	4.9141412933561235e-05	0.0003931927475784944	0.0001100174543861782	0.0019197212826903367	0.003973454886243171	0.00015455897696570097	8.900164512514568e-05	0.0001756848923267117	0.0004123386435131646	0.0010427121124813156	0.00043590380259276044	0.00023439390716477714	0.0004290177879214566	0.00019696741926745142	0.00011257967386653552	0.00044341724922660646	0.0001877588901722209	0.0005401283546931788	0.00016703686898940766	0.0003286706398139128	0.00042793688708982495	0.00031042185667026924	0.0
ES102_SEM19-140_Control-lipid_21_1	0.015931252344631983	0.023563015062872453	6.488882179524262e-05	0.00019048008978603476	1.8838690198618824e-05	4.1863755996930715e-05	4.1863755996930715e-06	0.0	6.279563399539607e-06	0.0006195835887545747	0.00015908227278833674	0.0003935193063711487	0.0	0.0	0.0	8.372751199386143e-06	0.0010549666511226541	0.0038012290445213087	0.0	0.0	0.0	3.1398383527486984e-05	0.0	0.0	0.0	0.0	0.005047343707149391	6.280586850498606e-06	3.768471950363027e-05	0.00022192960083197637	0.00021147069830597734	0.00036014573674133935	0.000768491223275325	0.004100244657703702	0.0038345235748959627	0.002888120575745894	0.0021887808164106366	0.0004775970033553075	0.000439939667093045	0.00018019023353429503	0.00011525647678008442	0.0003751765740250209	4.192817531662743e-06	0.00021599882765063486	2.0979087730663758e-05	0.0	0.0	0.0	0.0	0.0
ES102_SEM19-140_Control-lipid_21_2	0.06860423013997022	0.019774345145150224	1.465231459892575e-05	0.0004667808793657775	8.372751199386143e-06	9.000707539340104e-05	2.0931877998465358e-06	4.1863755996930715e-06	7.954113639416837e-05	0.00012140489239109908	0.00013815039478987136	0.00012140489239109908	0.0004709672549654706	0.00028258035297928235	0.0008372751199386143	0.0004981786963634755	0.0006174904009547281	0.00020722559218480703	0.00090635031733355	0.00023025065798311893	0.0006701514261597211	0.0005321876297469251	0.0006414587627543384	0.000530634705594532	0.0008686971953019933	0.0013791854341896166	0.00015960460395440568	5.462344727861469e-05	0.0003824936522341234	9.040067787894361e-05	0.0018569244935175355	0.004045275446444424	0.00013256887247522584	9.26154170696402e-05	0.0001431709941292734	0.00040226986351720676	0.0010744198375148561	0.0004003972699565428	0.00016863420626830208	0.0002994135142904272	0.00016030278665302123	9.284074817573732e-05	0.0004686567634285257	0.000152084142072443	0.0005750182314603975	0.00013134607289965502	0.0002961049586844112	0.0003768276992370751	0.0002962898182751799	0.0
ES103_625_Control-lipid_0_1	0.016449939646811115	0.02310117167583765	6.49572823195844e-05	0.0002381767018384761	1.7715622450795746e-05	7.47992947922487e-05	5.905207483598581e-06	0.0	1.9684024945328604e-06	0.0007125617030208955	0.00014763018708996453	0.0003739964739612435	0.0	0.0	0.0	1.1810414967197162e-05	0.0011141158119055991	0.003897436939175064	0.0	0.0	0.0	2.1652808901776814e-05	0.0	0.0	0.0	0.0	0.0050811444595750075	9.843684068849797e-06	3.740729856164802e-05	0.00022839093447863773	0.00022643309902167512	0.00033080621017772565	0.0007916165834615936	0.004129659898777054	0.003879801695260641	0.0030055852282143227	0.002150964667273441	0.0005437066789145133	0.0005181575609570997	0.00016749045038418566	0.00012219113136768535	0.00042775569929767834	3.943345715504602e-06	0.00025048699010020187	2.762416930916511e-05	0.0	0.0	0.0	0.0	0.0
ES103_625_Control-lipid_0_2	0.06787051801149303	0.019388764571148676	5.905207483598581e-06	0.0005334370760184052	0.0	7.873609978131441e-05	1.9684024945328604e-06	1.9684024945328604e-06	6.49572823195844e-05	0.0001397565771118331	0.00015156699207903026	0.00013385136962823453	0.0004940690261277479	0.00028148155671819903	0.0007263405204826254	0.0005373738810074709	0.0005865839433707924	0.0002480187143111404	0.0010176640896734888	0.0002598291292783376	0.0006871037439239553	0.0006202791831313048	0.0007109968824263845	0.0005732465029697912	0.0009417830688210145	0.0014405022895512861	0.00016161313241509876	6.70204069451513e-05	0.0004278073432519316	9.070043867267164e-05	0.0019641219987165765	0.004126010409064348	0.00012427121099000936	0.0001262618640283619	0.00016968726774671823	0.0004479650418343107	0.0010500058372035028	0.0004046745556885586	0.00020335523903608748	0.000343591860735347	0.00020540671151024356	8.29714936617187e-05	0.0004643728780629541	0.00017988322060387944	0.000545879306441354	0.00014663436773905994	0.0003305640166889426	0.00041937551712325577	0.0002985303129907649	0.0
ES104_625_Control-lipid_14_1	0.016433116660103865	0.02338283736743198	4.4407161069189247e-05	0.00017762864427675699	2.4670645038438467e-05	3.947303206150155e-05	0.0	0.0	7.40119351153154e-06	0.0006957121900839648	0.00014555680572678697	0.0003922632561111716	0.0	0.0	0.0	9.868258015375388e-06	0.0010657718656605418	0.004063255237830816	0.0	0.0	0.0	2.4671097875450876e-05	0.0	0.0	0.0	0.0	0.005090205824680827	9.869823687690354e-06	4.441563350351183e-05	0.0002591010924368317	0.00021962809905118688	0.00042693768506391327	0.0008761258494811349	0.004267307603599258	0.003899774126563516	0.0029200584989166533	0.002226597247190186	0.0005974263662128826	0.0005801974463757448	0.0001432137875172591	0.00012594589690246685	0.000400123247839921	2.4703283916225434e-06	0.00020756441322961208	2.471850687958068e-05	0.0	0.0	0.0	0.0	0.0
ES104_625_Control-lipid_14_2	0.06842403401410908	0.01979819264334687	9.868258015375388e-06	0.0005180835458072078	4.934129007687694e-06	0.0001011496446575977	0.0	9.868258015375388e-06	9.128138664222233e-05	0.00013322148320756773	0.0001529579992383185	0.00016776038626138158	0.0005106823522956763	0.0003157842564920124	0.0007845265122223432	0.000515616481303364	0.0006217002549686494	0.0002837124179420424	0.0009769575435221633	0.0003330537080189193	0.0007406159332408798	0.0006175845694370835	0.000677324842745071	0.0005936970009470209	0.0009603657072613252	0.0015701330771985646	0.00019822624185395456	4.214449224290955e-05	0.0004340240102082447	0.0001042090403575561	0.0019062382938849563	0.0040025848951484155	0.00015648487479297423	0.00010187428052842337	0.0001590711201012806	0.00037295835139280554	0.0011117582964838518	0.00042296924008450624	0.00023643910365288707	0.0003211676920339433	0.0001793252126740983	9.219330284426058e-05	0.00046374688635104656	0.00017713721854798327	0.0005843541571766345	0.0001501907798380893	0.0003878026692810275	0.0004220086139466235	0.00030484344581369646	0.0
