Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
ES23_Blue-010_Control-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	269.6726649479863	95.83349261112679	False	False	4096	mapping	False	41223	685	73160	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45612832	37870217	615013	71703	965221	5956696	83.02535786420803	quant	Tue Feb 07 15:20:21 2023	Tue Feb 07 15:22:09 2023
ES24_Blue-010_Control-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	267.0585078140373	95.72742640438955	False	False	4096	mapping	False	41223	685	74038	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	49452218	41104807	672017	74175	1056506	6218168	83.12024953056707	quant	Tue Feb 07 12:54:43 2023	Tue Feb 07 12:56:40 2023
ES25_619_MG-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	253.91190373364793	91.56623488865966	False	False	4096	mapping	False	41223	685	67083	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	43800670	37476550	549875	63498	938222	6160305	85.56159072452544	quant	Tue Feb 07 15:22:11 2023	Tue Feb 07 15:23:53 2023
ES26_619_MG-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	276.46476414398734	92.56324764376117	False	False	4096	mapping	False	41223	685	73564	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	43877655	36846623	574368	66096	1061604	6371826	83.97582550845073	quant	Tue Feb 07 13:00:41 2023	Tue Feb 07 13:02:41 2023
ES27_619_MG-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	274.7408100112897	89.15231890637301	False	False	4096	mapping	False	41223	685	67654	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	44667025	37096996	573291	75121	941549	6088045	83.05230984154419	quant	Tue Feb 07 14:10:54 2023	Tue Feb 07 14:12:41 2023
ES28_Blue-098_Control-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	277.6497855230677	92.85015837053166	False	False	4096	mapping	False	41223	685	80644	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	54115989	43215449	806416	107267	1318008	6616878	79.85708068644925	quant	Tue Feb 07 13:06:57 2023	Tue Feb 07 13:09:17 2023
ES29_Blue-098_Control-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	275.28825927559234	100.31769739986969	False	False	4096	mapping	False	41223	685	80860	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	51918854	41986923	728281	93084	1057252	6594483	80.87028076544216	quant	Tue Feb 07 13:15:19 2023	Tue Feb 07 13:17:42 2023
ES2_48_Control-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	267.0992664056452	89.03933580771469	False	False	4096	mapping	False	41223	685	72204	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45214710	37846584	650689	71376	1236110	6060604	83.7041396483578	quant	Tue Feb 07 13:24:30 2023	Tue Feb 07 13:26:33 2023
ES30_Blue-098_Control-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	293.64087092819375	92.39373609523795	False	False	4096	mapping	False	41223	685	72443	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	35286265	28402734	530826	59262	910834	4637059	80.49232187084692	quant	Tue Feb 07 13:28:45 2023	Tue Feb 07 13:30:24 2023
ES31_Blue-055_NA_0	1.9.0	none	vb	[]	1	['ISR']	1001	264.56258222656425	76.13894393424151	False	False	4096	mapping	False	41223	685	69518	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	46499967	39023333	611822	91883	1047710	5292660	83.92120579354389	quant	Tue Feb 07 13:13:21 2023	Tue Feb 07 13:15:16 2023
ES32_Blue-055_NA_14	1.9.0	none	vb	[]	1	['ISR']	1001	280.3910835920378	84.61626720235326	False	False	4096	mapping	False	41223	685	77215	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	47733858	39423441	640313	84038	1111856	5694795	82.59009988256135	quant	Tue Feb 07 12:50:57 2023	Tue Feb 07 12:52:45 2023
ES33_101-LS_MG-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	248.80364980850462	90.45685031213362	False	False	4096	mapping	False	41223	685	66525	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	47897750	40060169	739436	76898	1207046	6213767	83.63684933008335	quant	Tue Feb 07 14:07:09 2023	Tue Feb 07 14:09:02 2023
ES34_101-LS_MG-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	266.1457507427413	86.88888444754873	False	False	4096	mapping	False	41223	685	73018	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	44878622	37173340	626489	76329	995496	5632889	82.83084092911766	quant	Tue Feb 07 13:02:43 2023	Tue Feb 07 13:04:44 2023
ES35_101-LS_MG-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	274.2826619100661	93.11787535293858	False	False	4096	mapping	False	41223	685	70675	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45083952	37447300	653968	83765	1136770	5707264	83.06126312972741	quant	Tue Feb 07 13:09:19 2023	Tue Feb 07 13:11:32 2023
ES36_AR17-21_MG-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	294.22663656593926	89.4086947035939	False	False	4096	mapping	False	41223	685	74613	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42127956	35350000	529061	63194	954236	5187440	83.911025733126	quant	Tue Feb 07 16:52:49 2023	Tue Feb 07 16:54:31 2023
ES37_AR17-21_MG-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	269.73290034534557	94.48745600929364	False	False	4096	mapping	False	41223	685	76343	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	47280062	39307253	563689	74239	960143	6463895	83.13705891502427	quant	Tue Feb 07 17:57:25 2023	Tue Feb 07 17:59:17 2023
ES38_AR17-21_MG-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	291.3406258196691	94.12523412817482	False	False	4096	mapping	False	41223	685	79190	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	43560856	35594432	575872	71356	996305	6452837	81.7119663580532	quant	Tue Feb 07 16:33:56 2023	Tue Feb 07 16:35:42 2023
ES39_LD19-239_MG-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	265.9816614404693	94.29098650893846	False	False	4096	mapping	False	41223	685	75538	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45276074	37131195	602571	85802	943830	5938767	82.01063325411121	quant	Tue Feb 07 17:53:22 2023	Tue Feb 07 17:55:20 2023
ES3_48_Control-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	292.78916353232256	93.85760430665229	False	False	4096	mapping	False	41223	685	74939	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42099280	35101955	607604	68957	1053414	5785728	83.37899127966084	quant	Tue Feb 07 18:06:40 2023	Tue Feb 07 18:08:21 2023
ES40_LD19-239_MG-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	262.4495756947587	92.7681536777626	False	False	4096	mapping	False	41223	685	75521	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	52621325	43359625	732678	105672	1146342	6686820	82.39934095160089	quant	Tue Feb 07 17:51:07 2023	Tue Feb 07 17:53:20 2023
ES41_Blue-013_Control-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	259.6081367854066	91.21176399370447	False	False	4096	mapping	False	41223	685	70983	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	49099243	40415255	771741	93870	1294816	8573126	82.3133973776337	quant	Tue Feb 07 15:42:33 2023	Tue Feb 07 15:44:54 2023
ES42_Blue-013_Control-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	276.03426724158237	93.8390466234408	False	False	4096	mapping	False	41223	685	74939	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	43470624	35016579	675785	87443	1078506	6581029	80.5522805469735	quant	Tue Feb 07 18:03:03 2023	Tue Feb 07 18:04:54 2023
ES43_Blue-013_Control-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	264.54934981027765	89.83015026626681	False	False	4096	mapping	False	41223	685	75586	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	46599502	38770056	604417	78557	923884	6312455	83.19843418069146	quant	Tue Feb 07 13:20:01 2023	Tue Feb 07 13:22:10 2023
ES44_Blue-015_MG-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	279.250094641345	85.44591543089754	False	False	4096	mapping	False	41223	685	79335	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	49235170	40180643	715139	91540	1246143	6191368	81.60963595738575	quant	Tue Feb 07 18:08:24 2023	Tue Feb 07 18:10:19 2023
ES45_Blue-015_MG-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	263.94686885239275	94.34757572835058	False	False	4096	mapping	False	41223	685	79097	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	53775593	44899714	674760	91520	1018690	6200002	83.49459577321629	quant	Tue Feb 07 16:50:41 2023	Tue Feb 07 16:52:45 2023
ES46_Blue-015_MG-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	283.3634317134985	97.72604069841593	False	False	4096	mapping	False	41223	685	81590	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45904993	36751984	686191	98853	1086753	6792114	80.06097288806906	quant	Tue Feb 07 15:34:37 2023	Tue Feb 07 15:36:29 2023
