Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
ES70_Blue-039_Control-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	281.2396975989926	92.18390617615866	False	False	4096	mapping	False	41223	685	78876	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	54651863	44843194	723537	89877	1379070	7213621	82.05245263093775	quant	Tue Feb 07 19:01:57 2023	Tue Feb 07 19:04:06 2023
ES71_Blue-039_Control-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	290.8273420526148	94.2663420292428	False	False	4096	mapping	False	41223	685	73533	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	38776805	31850156	521115	59575	916079	5978922	82.13713326819989	quant	Tue Feb 07 18:50:53 2023	Tue Feb 07 18:52:30 2023
ES72_Blue-039_Control-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	281.94791852709943	94.81674419821634	False	False	4096	mapping	False	41223	685	73308	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	43083019	35358383	592710	65770	1126557	7387289	82.07034655579731	quant	Tue Feb 07 18:59:52 2023	Tue Feb 07 19:01:54 2023
ES73_Blue-042_MG-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	268.3824407632089	72.40902443923328	False	False	4096	mapping	False	41223	685	73594	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	53531604	43952463	860890	89833	1636702	7577977	82.10563427167249	quant	Tue Feb 07 19:17:25 2023	Tue Feb 07 19:19:25 2023
ES74_Blue-042_MG-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	271.69697174028295	79.24422961283715	False	False	4096	mapping	False	41223	685	78141	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	50322130	40513919	846876	87719	1698019	7829022	80.50914975180899	quant	Tue Feb 07 19:08:08 2023	Tue Feb 07 19:10:08 2023
ES75_Blue-042_MG-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	267.71126073600794	73.10922473658009	False	False	4096	mapping	False	41223	685	74197	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	48368855	40094281	727507	79373	1582408	7161424	82.89276436252212	quant	Tue Feb 07 19:15:25 2023	Tue Feb 07 19:17:22 2023
ES76_Blue-043_MG-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	278.56015076401496	92.11297722468322	False	False	4096	mapping	False	41223	685	71679	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	41340465	33429907	641244	76161	1085263	6048119	80.86485480993018	quant	Tue Feb 07 18:57:59 2023	Tue Feb 07 18:59:49 2023
ES77_Blue-043_MG-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	262.9097071621668	91.49419304240958	False	False	4096	mapping	False	41223	685	75673	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	46418732	37325198	678587	91282	1129941	5914982	80.40977508821223	quant	Thu Feb 09 18:05:35 2023	Thu Feb 09 18:07:28 2023
ES78_Blue-043_MG-lipid_21	1.9.0	none	vb	[]	1	['ISR']	1001	276.25875447474846	93.42683356122296	False	False	4096	mapping	False	41223	685	79827	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	50520584	40362153	770905	101445	1284093	6755305	79.8924909498275	quant	Tue Feb 07 19:52:23 2023	Tue Feb 07 19:54:21 2023
ES79_Blue-050_Control-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	286.3320227668759	93.39975510827902	False	False	4096	mapping	False	41223	685	68615	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	39342085	31281459	542311	47777	1071565	6281235	79.51144175505695	quant	Tue Feb 07 19:38:22 2023	Tue Feb 07 19:40:22 2023
ES7_SEM19-1354_Control-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	260.8914242096161	94.08152916612075	False	False	4096	mapping	False	41223	685	68792	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	43283956	35866414	660881	74212	1049108	6009180	82.86306824634975	quant	Tue Feb 07 19:13:38 2023	Tue Feb 07 19:15:22 2023
ES80_Blue-050_Control-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	292.54027464872473	86.54643835163628	False	False	4096	mapping	False	41223	685	66058	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42199564	34117544	587777	51246	1312203	6179245	80.84809596610998	quant	Tue Feb 07 20:03:49 2023	Tue Feb 07 20:05:39 2023
ES81_Blue-047_Control-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	273.3484702309895	71.8612607165498	False	False	4096	mapping	False	41223	685	71871	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45266666	37290727	751643	74719	1492483	6405250	82.38010504241686	quant	Tue Feb 07 19:06:08 2023	Tue Feb 07 19:08:05 2023
ES82_Blue-047_Control-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	296.21989272913277	93.12328566421205	False	False	4096	mapping	False	41223	685	64398	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	29937982	25002758	402319	44111	750168	3419231	83.5151748036992	quant	Tue Feb 07 20:00:34 2023	Tue Feb 07 20:01:52 2023
ES83_SEM19-1481_MG-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	286.0112016405583	86.23568847968399	False	False	4096	mapping	False	41223	685	74237	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	46928295	39105493	693280	72814	1265325	6068901	83.33030850577461	quant	Tue Feb 07 19:48:20 2023	Tue Feb 07 19:50:07 2023
ES84_LD19-239_MG-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	280.59405539023714	90.7627402487525	False	False	4096	mapping	False	41223	685	75522	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	46385965	38188718	688348	83997	1254429	7110831	82.32817405006018	quant	Tue Feb 07 19:54:24 2023	Tue Feb 07 19:56:20 2023
ES85_orange-24_Control-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	268.3054142700479	84.90564663330227	False	False	4096	mapping	False	41223	685	74621	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	44924455	36511320	621941	82667	1121953	5506598	81.27270547856395	quant	Tue Feb 07 19:40:25 2023	Tue Feb 07 19:42:17 2023
ES86_orange-24_Control-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	275.25722373513366	92.28635858622526	False	False	4096	mapping	False	41223	685	67300	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	35479599	28772741	475161	59527	823538	4883239	81.09657891003785	quant	Tue Feb 07 19:23:29 2023	Tue Feb 07 19:25:01 2023
ES87_orange-24_Control-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	264.00363302717426	90.56515500892527	False	False	4096	mapping	False	41223	685	69878	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	43715258	35549926	609100	75455	1084547	5543524	81.32155139059228	quant	Tue Feb 07 19:44:35 2023	Tue Feb 07 19:46:19 2023
ES88_610_MG-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	264.38217295286466	62.80315753484626	False	False	4096	mapping	False	41223	685	76358	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	48841701	40251603	686950	89569	1288176	5806026	82.41236929893167	quant	Tue Feb 07 19:32:25 2023	Tue Feb 07 19:34:13 2023
ES89_Blue-049_Control-protein_0	1.9.0	none	vb	[]	1	['ISR']	1001	243.03269640646	93.4531676042622	False	False	4096	mapping	False	41223	685	439	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	110883	1859	1286	137	1755	39809	1.67654194060406	quant	Tue Feb 07 19:44:14 2023	Tue Feb 07 19:44:32 2023
ES8_SEM19-1354_Control-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	254.9182514718658	91.21455618743259	False	False	4096	mapping	False	41223	685	68762	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	45823071	37404992	736991	84686	1172935	5898243	81.62916885251973	quant	Tue Feb 07 19:36:22 2023	Tue Feb 07 19:38:20 2023
ES90_Blue-049_Control-protein_14	1.9.0	none	vb	[]	1	['ISR']	1001	268.3331802401922	71.69219866286481	False	False	4096	mapping	False	41223	685	71445	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	44500149	36126808	713355	67282	1555209	6843099	81.18356637412607	quant	Tue Feb 07 19:42:19 2023	Tue Feb 07 19:44:12 2023
ES91_Blue-049_Control-protein_21	1.9.0	none	vb	[]	1	['ISR']	1001	272.23492131467003	90.74112474234435	False	False	4096	mapping	False	41223	685	70122	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	42408940	34935538	607659	61309	1219696	6694136	82.37776751788655	quant	Tue Feb 07 19:28:51 2023	Tue Feb 07 19:30:39 2023
ES92_SEM19-76_MG-lipid_0	1.9.0	none	vb	[]	1	['ISR']	1001	269.5366543045374	74.40318908183146	False	False	4096	mapping	False	41223	685	71823	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	49416484	41862089	707678	72771	1433717	6675140	84.71280352523664	quant	Tue Feb 07 20:07:46 2023	Tue Feb 07 20:09:41 2023
ES93_SEM19-76_MG-lipid_14	1.9.0	none	vb	[]	1	['ISR']	1001	279.2228673153876	87.21194727625968	False	False	4096	mapping	False	41223	685	74258	False	['range_factorized', 'gzipped']	[1487, 2500, 3730, 5529, 27516]	d300f3a597b0a437c7838c6b5526b996a2eccd7849a6c412d45957df875d527a	46df2b70153b8caa85a61ec0202088393bf59445d85b0adb3bf7a2a774248c23	8290e58c4a5a9308d5427004628f52516ac9a65b1cb3ad462754a72b91e9c56357c003b0af6886845fc38440d55b8b5f943074b53612ef313b52a399f3ef9f5a	a9ca8e6b92c5fb93f923da29b92c033513fcd1619aacc5001c9a2b12f9da568de2ed1aec39cf42f8d091e1868070976b80fa256ed8059b13af19d96053928cb9	3053fec90259fba2f931a9f3f4141de6ea20979cc0e9ab711a66eac01664911a	4e79523d7bfa09163b99e3a2dab61f1e7e634d5751d1ceef921b5ab256f2cfdc	0	47810487	39235787	640348	78144	1273586	6573958	82.06523183919879	quant	Tue Feb 07 19:46:21 2023	Tue Feb 07 19:48:16 2023
