Sample	Samtools_mqc-generalstats-samtools-flagstat_total	Samtools_mqc-generalstats-samtools-mapped_passed	Biotype Counts_mqc-generalstats-biotype_counts-percent_rRNA	DupRadar_mqc-generalstats-dupradar-dupRadar_intercept	QualiMap_mqc-generalstats-qualimap-5_3_bias	QualiMap_mqc-generalstats-qualimap-reads_aligned	Rsem_mqc-generalstats-rsem-alignable_percent	RSeQC_mqc-generalstats-rseqc-proper_pairs_percent	Salmon_mqc-generalstats-salmon-percent_mapped	Salmon_mqc-generalstats-salmon-num_mapped	Samtools_mqc-generalstats-samtools-error_rate	Samtools_mqc-generalstats-samtools-non_primary_alignments	Samtools_mqc-generalstats-samtools-reads_mapped	Samtools_mqc-generalstats-samtools-reads_mapped_percent	Samtools_mqc-generalstats-samtools-reads_properly_paired_percent	Samtools_mqc-generalstats-samtools-reads_MQ0_percent	Samtools_mqc-generalstats-samtools-raw_total_sequences	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_duplicates	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_gc	FastQC (raw)_mqc-generalstats-fastqc_raw-avg_sequence_length	FastQC (raw)_mqc-generalstats-fastqc_raw-percent_fails	FastQC (raw)_mqc-generalstats-fastqc_raw-total_sequences	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_duplicates	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_gc	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-avg_sequence_length	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-percent_fails	FastQC (trimmed)_mqc-generalstats-fastqc_trimmed-total_sequences
ES35_101-LS_MG-lipid_21_1																		82.10835060163771	52.0	50.0	36.36363636363637	45405269.0	0.8989307386329988	81.72781941704399	52.0	49.555538321041595	36.36363636363637	45083952.0
ES35_101-LS_MG-lipid_21_2																		78.59311506043434	56.0	50.0	18.181818181818183	45405269.0	1.8069197651928899	79.04560993787057	56.0	49.36216685263084	27.27272727272727	45083952.0
ES36_AR17-21_MG-lipid_0	91664382	82390501	0.4649044293844773	2.90070146547683e-12	1.39	37450279.0	87.10610094212458	77.94259061278568	83.911025733126	35350000	0.002091377	7408470.0	74982031.0	88.99319848321147	88.89650141108199	0.39194994411786793	84255912.0											
ES36_AR17-21_MG-lipid_0_1																		81.84303855103384	53.0	50.0	27.27272727272727	42487772.0	0.8963094134472385	81.44524350629453	54.0	49.57083370007318	27.27272727272727	42127956.0
ES36_AR17-21_MG-lipid_0_2																		77.66414926210982	57.0	50.0	18.181818181818183	42487772.0	1.9819039228510262	78.16672521050141	57.0	49.32272951956178	36.36363636363637	42127956.0
ES37_AR17-21_MG-lipid_14	102448650	91223789	0.45705942154108836	2.90070146547688e-12	1.39	41622747.0	86.15713785034646	77.6698785196291	83.13705891502427	39307253	0.001992668	7888526.0	83335263.0	88.12939268142246	88.0344594302774	0.41075771008929723	94560124.0											
ES37_AR17-21_MG-lipid_14_1																		81.32629269324518	53.0	50.0	27.27272727272727	47722441.0	0.8982675047992621	80.93059499355418	53.0	49.56080305055438	27.27272727272727	47280062.0
ES37_AR17-21_MG-lipid_14_2																		76.88969189708287	56.0	50.0	18.181818181818183	47722441.0	2.037720367237711	77.69306826341867	56.0	49.32560892157883	27.27272727272727	47280062.0
ES38_AR17-21_MG-lipid_21	94980927	84384965	0.4934401036183311	2.90070146547647e-12	1.38	38230585.0	85.60359656712298	76.83975962879369	81.7119663580532	35594432	0.002089851	7859215.0	76525750.0	87.83774818382815	87.76362200044922	0.4686007547693737	87121712.0											
ES38_AR17-21_MG-lipid_21_1																		80.16145116475538	53.0	50.0	36.36363636363637	43890238.0	0.8947668499769813	79.70613512399433	53.0	49.55991259675889	36.36363636363637	43560856.0
ES38_AR17-21_MG-lipid_21_2																		76.17003982737477	56.0	50.0	18.181818181818183	43890238.0	1.8514512498200624	76.77464580311678	56.0	49.35489447222984	27.27272727272727	43560856.0
ES39_LD19-239_MG-lipid_14	97930615	87306973	0.5079595317583848	2.9007014654768e-12	1.45	39921473.0	86.05011256192813	77.90437137559077	82.01063325411121	37131195	0.002618463	7378467.0	79928506.0	88.26792932620438	88.17344233512826	0.3811571648195468	90552148.0											
ES39_LD19-239_MG-lipid_14_1																		77.27503551262359	52.0	50.0	27.27272727272727	45700249.0	0.9099363988148073	76.79396323780617	52.0	49.55659660331857	27.27272727272727	45276074.0
ES39_LD19-239_MG-lipid_14_2																		73.03230123117756	55.0	50.0	27.27272727272727	45700249.0	2.0512321935051165	73.72528973100933	55.0	49.319907485794815	27.27272727272727	45276074.0
ES3_48_Control-lipid_21	91886681	82463761	0.24614692597474808	2.90070146547696e-12	1.42	37353160.0	86.79057264680878	77.52458487427573	83.37899127966084	35101955	0.00173163	7688121.0	74775640.0	88.80869221516377	88.72636301618459	0.4473983878109079	84198560.0											
ES3_48_Control-lipid_21_1																		81.108177503778	53.0	50.0	36.36363636363637	42465153.0	0.907824257691948	80.70569998410461	53.0	49.56120413460753	27.27272727272727	42099280.0
ES3_48_Control-lipid_21_2																		77.06251597227359	56.0	50.0	18.181818181818183	42465153.0	1.9539136477384176	77.71880394585494	57.0	49.34388374337993	27.27272727272727	42099280.0
ES40_LD19-239_MG-lipid_21	114054883	102364016	0.5073382412706186	2.90070146547662e-12	1.41	46729240.0	86.81286268833595	78.10589398438995	82.39934095160089	43359625	0.002539378	8812233.0	93551783.0	88.89151213885245	88.80285701661826	0.35869393254540816	105242650.0											
ES40_LD19-239_MG-lipid_21_1																		79.96858657390925	53.0	50.0	27.27272727272727	53032480.0	0.8924151765106969	79.53611214675507	53.0	49.560593865699886	27.27272727272727	52621325.0
ES40_LD19-239_MG-lipid_21_2																		76.76767703575014	56.0	50.0	18.181818181818183	53032480.0	1.9024673558543745	77.27239917793128	56.0	49.33786334722662	27.27272727272727	52621325.0
ES41_Blue-013_Control-protein_0	108741847	97312790	0.20890121393047154	2.90070146547682e-12	1.32	43336203.0	86.09952012085972	75.80674071132891	82.3133973776337	40415255	0.002394204	10543361.0	86769429.0	88.3612696432	88.26246669424211	0.664890088020298	98198486.0											
ES41_Blue-013_Control-protein_0_1																		80.24535567656609	52.0	50.0	36.36363636363637	49547668.0	0.9145461295978652	79.89438246963783	52.0	49.555427789385675	36.36363636363637	49099243.0
ES41_Blue-013_Control-protein_0_2																		76.11930065860369	56.0	50.0	18.181818181818183	49547668.0	2.0499012789058004	76.76195298393898	56.0	49.3112315193943	27.27272727272727	49099243.0
ES42_Blue-013_Control-protein_14	95138173	85799075	0.2516900949188937	2.9007014654767e-12	1.38	38767209.0	86.90610825779139	77.42882975059864	80.5522805469735	35016579	0.002566025	8196925.0	77602150.0	89.25815051562176	89.18024503167933	0.3987393877759841	86941248.0											
ES42_Blue-013_Control-protein_14_1																		76.46930321015185	52.0	50.0	27.27272727272727	43814409.0	1.0247029008196824	75.99036648914883	52.0	49.55244663614675	27.27272727272727	43470624.0
ES42_Blue-013_Control-protein_14_2																		73.33883804090148	55.0	50.0	27.27272727272727	43814409.0	1.8584555140296426	73.65979779234031	55.0	49.34653445508397	27.27272727272727	43470624.0
ES43_Blue-013_Control-protein_21	101257171	91529491	0.22757414904376827	2.90070146547707e-12	1.41	41691794.0	87.64571382083305	78.69431390691332	83.19843418069146	38770056	0.002419631	8058167.0	83471324.0	89.56246356452479	89.4683252194412	0.44352941797532514	93199004.0											
ES43_Blue-013_Control-protein_21_1																		78.40269494232447	52.0	50.0	36.36363636363637	46998471.0	0.9066321327772556	77.96589821019822	52.0	49.55513430164984	27.27272727272727	46599502.0
ES43_Blue-013_Control-protein_21_2																		74.75501033818911	55.0	50.0	18.181818181818183	46998471.0	1.969047290921443	75.33721802266933	55.0	49.33183648614957	27.27272727272727	46599502.0
ES44_Blue-015_MG-lipid_0	106561389	96422043	0.5987239663041585	2.90070146547657e-12	1.35	44133628.0	87.63809894734734	79.02592936358965	81.60963595738575	40180643	0.002063784	8091049.0	88330994.0	89.70314716086082	89.63841904069794	0.29960798348010176	98470340.0											
ES44_Blue-015_MG-lipid_0_1																		79.56469839971967	53.0	50.0	27.27272727272727	49548155.0	0.9119493147625779	79.12026062835626	53.0	49.56436795079615	27.27272727272727	49235170.0
ES44_Blue-015_MG-lipid_0_2																		76.24766861799714	56.0	50.0	18.181818181818183	49548155.0	1.7008463382743515	76.64515694469382	56.0	49.38067873026538	27.27272727272727	49235170.0
ES45_Blue-015_MG-lipid_14	116293063	107750481	0.6290217985934697	2.90070146547679e-12	1.4	49494023.0	90.6305873980678	80.95571444360357	83.49459577321629	44899714	0.002064342	8741877.0	99008604.0	92.05719405084012	92.03807943131376	0.1906450385400678	107551186.0											
ES45_Blue-015_MG-lipid_14_1																		80.79829740982856	53.0	50.0	27.27272727272727	53891868.0	0.8878397757524381	80.35427291117009	53.0	49.56392585015288	27.27272727272727	53775593.0
ES45_Blue-015_MG-lipid_14_2																		79.48623868915826	55.0	50.0	27.27272727272727	53891868.0	1.251127275825733	79.41271049181645	56.0	49.45355077720854	27.27272727272727	53775593.0
ES46_Blue-015_MG-lipid_21	99428617	89408340	0.5519471224316936	2.90070146547673e-12	1.39	40870966.0	86.67908963168728	78.50914189020652	80.06097288806906	36751984	0.002386762	7618631.0	81789709.0	89.08585281779696	89.0338138162879	0.35549509832187537	91809986.0											
ES46_Blue-015_MG-lipid_21_1																		77.92998614259815	51.0	50.0	27.27272727272727	46181192.0	0.9139727705599284	77.46540047720593	52.0	49.551280903147074	27.27272727272727	45904993.0
ES46_Blue-015_MG-lipid_21_2																		74.5938652742612	54.0	50.0	27.27272727272727	46181192.0	1.6806012716172418	75.01962923109888	55.0	49.38354318015036	27.27272727272727	45904993.0
ES47_Blue-45_MG-protein_0	92221030	83781425	0.4885445576680958	2.90070146547677e-12	1.4	38717240.0	88.16321604701504	80.37527015258884	81.00850704666792	34799662	0.002056778	6304962.0	77476463.0	90.17691894373006	90.1280538117736	0.2853552376256325	85916068.0											
ES47_Blue-45_MG-protein_0_1																		77.44144993243918	53.0	50.0	27.27272727272727	43201675.0	0.997933158841642	76.94739088886814	53.0	49.56073753282099	27.27272727272727	42958034.0
ES47_Blue-45_MG-protein_0_2																		75.12851184033562	56.0	50.0	27.27272727272727	43201675.0	1.5822035603943598	75.33036549862734	56.0	49.4067634938787	27.27272727272727	42958034.0
ES48_Blue-45_MG-protein_14	97098512	87348356	0.48453072484816345	2.9007014654767e-12	1.36	40376600.0	87.21882855353826	79.5047652223548	81.89469754845506	37080698	0.001953978	6541494.0	80806862.0	89.23313044605776	89.17387275274457	0.23814498838731638	90557018.0											
ES48_Blue-45_MG-protein_14_1																		79.77976558779227	53.0	50.0	27.27272727272727	45560444.0	0.9012134297901048	79.25711629396415	54.0	49.56960771389358	27.27272727272727	45278509.0
ES48_Blue-45_MG-protein_14_2																		76.3509218749337	57.0	50.0	18.181818181818183	45560444.0	1.6759349843034892	76.70072592145706	57.0	49.391140839023656	27.27272727272727	45278509.0
ES49_Blue-024_Control-protein_0	97746419	87338463	0.426234330290707	2.90070146547682e-12	1.37	38892659.0	86.03160850205687	75.69043117579581	83.19833610265157	36721931	0.001597562	9470781.0	77867682.0	88.2097074166714	88.11640421109162	0.659136555886461	88275638.0											
ES49_Blue-024_Control-protein_0_1																		83.02959098018914	52.0	50.0	36.36363636363637	44545402.0	0.9031399020711497	82.73230153491495	53.0	49.55666427468924	36.36363636363637	44137819.0
ES49_Blue-024_Control-protein_0_2																		78.8626540505386	56.0	50.0	27.27272727272727	44545402.0	2.0336190478200193	79.66285483775654	56.0	49.3248112463373	36.36363636363637	44137819.0
ES4_164_Control-protein_0	99027646	88365081	0.5541447793586416	2.90070146547684e-12	1.38	39313000.0	85.93479208450732	75.35359166267568	83.56267432676407	37343677	0.002415433	9648800.0	78716281.0	88.07037070046754	87.96936134082554	0.6035186446690082	89378846.0											
ES4_164_Control-protein_0_1																		80.42824222302839	53.0	50.0	36.36363636363637	45134181.0	0.924581261372617	80.0793940924735	53.0	49.558932300379	36.36363636363637	44689423.0
ES4_164_Control-protein_0_2																		76.22964390128931	57.0	50.0	27.27272727272727	45134181.0	2.094679152370129	76.99088238483957	57.0	49.31715773103627	36.36363636363637	44689423.0
ES50_Blue-024_Control-protein_14	86589785	76478129	0.3220295868071919	2.900701465477e-12	1.41	34290279.0	84.74193988803638	75.64307036909723	82.20572036045364	32374108	0.001678364	7826147.0	68651982.0	87.16202519746486	87.07134375890561	0.6329951392037021	78763638.0											
ES50_Blue-024_Control-protein_14_1																		81.54514300228855	52.0	50.0	36.36363636363637	39783087.0	0.9354160475279356	81.18871142517045	52.0	49.55837555395804	36.36363636363637	39381819.0
ES50_Blue-024_Control-protein_14_2																		77.29516062018605	56.0	50.0	18.181818181818183	39783087.0	2.120218775380603	78.19701001766755	56.0	49.311339047086676	27.27272727272727	39381819.0
ES51_Blue-024_Control-protein_21	84354926	75000053	0.25344301238943684	2.90070146547658e-12	1.4	33534994.0	85.47142111478287	75.90671586861448	82.53523736976406	31566639	0.001708566	7862412.0	67137641.0	87.77021108235506	87.68176713344785	0.6715428388194954	76492514.0											
ES51_Blue-024_Control-protein_21_1																		81.9600983372756	53.0	50.0	36.36363636363637	38574255.0	0.9022499073540111	81.59350692824194	53.0	49.558839130323264	36.36363636363637	38246257.0
ES51_Blue-024_Control-protein_21_2																		77.50804723036103	57.0	50.0	18.181818181818183	38574255.0	1.9819713433221198	78.14936456669855	57.0	49.32695408599069	27.27272727272727	38246257.0
ES52_SEM19-1481_MG-lipid_14	98532650	88046429	0.59916258445005	2.9007014654769e-12	1.44	39714484.0	86.23567548274728	76.75299710299073	82.93978262585671	37329860	0.002519794	8515872.0	79530557.0	88.35081500028805	88.23795937241833	0.4911595480566967	90016778.0											
ES52_SEM19-1481_MG-lipid_14_1																		79.29981530244929	53.0	50.0	36.36363636363637	45481885.0	0.9144736195520481	78.85681364648674	53.0	49.55846864458979	27.27272727272727	45008389.0
ES52_SEM19-1481_MG-lipid_14_2																		74.29859007172143	56.0	50.0	18.181818181818183	45481885.0	2.1881804151257143	75.08346433155444	56.0	49.29256190440409	27.27272727272727	45008389.0
ES53_SEM19-74_MG-protein_0	88745659	80727336	0.24917072419845085	2.90070146547658e-12	1.36	37063544.0	88.4680893779509	79.83465872961742	84.21836134371713	34623515	0.001744547	6522461.0	74204875.0	90.2481012718576	90.15349658377433	0.3277481374538606	82223198.0											
ES53_SEM19-74_MG-protein_0_1																		80.90616441058337	53.0	50.0	27.27272727272727	41518457.0	0.9501557343520739	80.4867179006062	53.0	49.569401253402965	27.27272727272727	41111599.0
ES53_SEM19-74_MG-protein_0_2																		76.079448224823	57.0	50.0	18.181818181818183	41518457.0	2.0455493324330427	76.847769541544	57.0	49.33593560785607	27.27272727272727	41111599.0
ES54_SEM19-74_MG-protein_14	92854001	84255638	0.26517040538123154	2.90070146547693e-12	1.39	38274649.0	88.09773155213895	78.70429837482178	84.02702427631807	35806514	0.001717588	7627815.0	76627823.0	89.91112543743304	89.81898826259807	0.4510784983385271	85226186.0											
ES54_SEM19-74_MG-protein_14_1																		80.89154931680713	53.0	50.0	27.27272727272727	42985934.0	0.8931212707859274	80.43254076644945	53.0	49.559367492990944	27.27272727272727	42613093.0
ES54_SEM19-74_MG-protein_14_2																		76.85747137148908	56.0	50.0	18.181818181818183	42985934.0	1.9773835320177062	77.53507376245228	56.0	49.33594414280137	36.36363636363637	42613093.0
ES55_SEM19-74_MG-protein_21	85585273	76442970	0.3045399017144844	2.90070146547693e-12	1.37	33372415.0	85.69704973612343	73.60613548548241	82.65475247133774	31396821	0.001776611	9614273.0	66828697.0	87.96606204999277	87.85566861039081	0.7455344802622053	75971000.0											
ES55_SEM19-74_MG-protein_21_1																		79.59137198015404	51.0	50.0	36.36363636363637	38374451.0	0.9503484492846554	79.2520753581713	51.0	49.543354674810125	36.36363636363637	37985500.0
ES55_SEM19-74_MG-protein_21_2																		74.92208169341026	56.0	50.0	18.181818181818183	38374451.0	2.153596203890969	75.71600153078455	56.0	49.298705900935886	27.27272727272727	37985500.0
ES56_Blue-050_Control-lipid_21	105140135	92082877	0.6264258917344178	2.90070146547698e-12	1.32	41967163.0	83.40821016424039	76.07070506424593	80.58359383293893	39114552	0.006515345	8061933.0	84020944.0	86.54975295071905	86.46052797722808	0.35474183998587033	97078202.0											
ES56_Blue-050_Control-lipid_21_1																		82.01143054608664	54.0	50.0	27.27272727272727	49008438.0	0.8714922111984063	81.64937378875989	54.0	49.5723120417908	27.27272727272727	48539101.0
ES56_Blue-050_Control-lipid_21_2																		77.2825090117744	57.0	50.0	27.27272727272727	49008438.0	2.0985864515820727	78.12999229850836	58.0	49.307477058547086	36.36363636363637	48539101.0
ES57_Blue-031_MG-lipid_0	113946682	104290824	0.2722127229863909	2.90070146547694e-12	1.35	47745013.0	89.119668029519	79.97658589128555	83.61997212627547	43985368	0.001561608	8743662.0	95547162.0	90.82169124042257	90.76738101244622	0.34582182146482104	105203020.0											
ES57_Blue-031_MG-lipid_0_1																		84.2833770518485	54.0	50.0	27.27272727272727	52900129.0	0.8632281785172962	83.93203491616107	54.0	49.57349454416803	27.27272727272727	52601510.0
ES57_Blue-031_MG-lipid_0_2																		81.040593385039	57.0	50.0	27.27272727272727	52900129.0	1.6277764842501614	81.42273585185589	57.0	49.397634326467056	36.36363636363637	52601510.0
ES58_Blue-032_MG-protein_0	111964990	98738327	0.35813661873490743	2.90070146547691e-12	1.38	43262804.0	84.23132640546058	73.17791570382849	81.42823626297566	40652354	0.001699301	12116692.0	86621635.0	86.75324140227207	86.65706850606507	0.7519617410003323	99848298.0											
ES58_Blue-032_MG-protein_0_1																		81.78225670122387	52.0	50.0	36.36363636363637	50394725.0	0.9189137950450171	81.37511967631045	52.0	49.55076371957787	36.36363636363637	49924149.0
ES58_Blue-032_MG-protein_0_2																		77.48919118383013	56.0	50.0	18.181818181818183	50394725.0	2.0715289546673783	78.2773542375322	56.0	49.31128923199071	27.27272727272727	49924149.0
ES59_Blue-032_MG-protein_14	103017713	92039574	0.3183512596667582	2.90070146547673e-12	1.41	41638575.0	86.22064162136074	77.26372842309168	82.74069651886394	39036728	0.001668577	8658517.0	83381057.0	88.36558654018205	88.25546796731926	0.528923540213293	94359196.0											
ES59_Blue-032_MG-protein_14_1																		81.10223650678215	52.0	50.0	36.36363636363637	47661017.0	0.9470828958601534	80.69940009853624	53.0	49.557201928681124	36.36363636363637	47179598.0
ES59_Blue-032_MG-protein_14_2																		76.77068188832865	56.0	50.0	18.181818181818183	47661017.0	2.1402807246014075	77.53305109994243	56.0	49.299801855030644	27.27272727272727	47179598.0
ES5_164_Control-protein_14	91344581	81444006	0.5426201423063934	2.90070146547675e-12	1.36	37033506.0	86.0233782072831	77.15637121374502	82.04339563060097	34471678	0.002513777	7311789.0	74132217.0	88.21820058055432	88.14060587205053	0.36225263109191946	84032792.0											
ES5_164_Control-protein_14_1																		79.00527726703707	53.0	50.0	27.27272727272727	42390293.0	0.9363321456636311	78.54191927236027	53.0	49.56693820193431	27.27272727272727	42016396.0
ES5_164_Control-protein_14_2																		74.8641410632062	56.0	50.0	18.181818181818183	42390293.0	1.9505101792997752	75.52216680429724	56.0	49.350035852670466	27.27272727272727	42016396.0
ES60_Blue-032_MG-protein_21	92550961	82009512	0.26258463264270904	2.90070146547683e-12	1.39	37110599.0	85.21355926317311	76.76572477729323	81.81248557107521	34707692	0.001709764	7704029.0	74305483.0	87.57592201448132	87.47658430360217	0.5495767366108182	84846932.0											
ES60_Blue-032_MG-protein_21_1																		80.38392888397148	52.0	50.0	36.36363636363637	42841580.0	0.905151957514172	79.93744891842988	52.0	49.55678791072847	36.36363636363637	42423466.0
ES60_Blue-032_MG-protein_21_2																		75.56424674128371	56.0	50.0	18.181818181818183	42841580.0	2.141230365453375	76.33925832378235	56.0	49.29248520146845	27.27272727272727	42423466.0
ES61_Blue-035_MG-protein_0	83693212	75558463	0.5048535821940998	2.90070146547682e-12	1.43	34738109.0	87.48049789742738	79.34865016293078	81.96576191252637	31830443	0.002228965	6025556.0	69532907.0	89.52620766616157	89.45321846715703	0.30729780231812326	77667656.0											
ES61_Blue-035_MG-protein_0_1																		77.14927361798067	53.0	50.0	27.27272727272727	39132317.0	0.912981973441542	76.70015971536452	53.0	49.56182753860887	27.27272727272727	38833828.0
ES61_Blue-035_MG-protein_0_2																		73.32071564245626	56.0	50.0	18.181818181818183	39132317.0	1.8478234243068203	73.77928916394384	56.0	49.35944295782533	27.27272727272727	38833828.0
ES62_Blue-035_MG-protein_14	96461551	85520472	0.4493872684898934	2.90070146547705e-12	1.33	38948952.0	85.2750807700907	77.193581513115	81.52358929998836	36246415	0.002215555	7539031.0	77981441.0	87.69594136558433	87.60199778413838	0.42159736363746775	88922520.0											
ES62_Blue-035_MG-protein_14_1																		78.72688954923447	53.0	50.0	27.27272727272727	44900450.0	0.9017213858658433	78.2245696884883	53.0	49.56256433128526	27.27272727272727	44461260.0
ES62_Blue-035_MG-protein_14_2																		73.76860290570824	56.0	50.0	18.181818181818183	44900450.0	2.1015267775712716	74.58401374172857	56.0	49.31387794677884	27.27272727272727	44461260.0
ES63_Blue-035_MG-protein_21	88204269	78249643	0.4516248088992915	2.90070146547686e-12	1.3	35919117.0	85.31051929186737	77.89990981048774	80.66249156563552	33010994	0.00231531	6354593.0	71895050.0	87.83791642620552	87.76850136828887	0.34259023823136453	81849676.0											
ES63_Blue-035_MG-protein_21_1																		77.82074204250156	53.0	50.0	27.27272727272727	41264470.0	0.8867812430403201	77.3730219865547	53.0	49.56623302943802	27.27272727272727	40924838.0
ES63_Blue-035_MG-protein_21_2																		72.93270074497211	57.0	50.0	18.181818181818183	41264470.0	1.9219955569525067	73.53975899277137	57.0	49.348357176148134	27.27272727272727	40924838.0
ES64_SEM19-1481_MG-lipid_21	101902023	91876984	0.817029941595422	2.90070146547656e-12	1.4	41236372.0	87.16634148270056	76.71472233676853	83.23117826450537	38526424	0.002484132	9325119.0	82551865.0	89.17112306974533	89.08565790880196	0.45557691149403745	92576904.0											
ES64_SEM19-1481_MG-lipid_21_1																		80.77681301814366	53.0	50.0	27.27272727272727	46678182.0	0.9006936902555459	80.36285989011502	53.0	49.56384320218788	27.27272727272727	46288452.0
ES64_SEM19-1481_MG-lipid_21_2																		76.45438236087938	57.0	50.0	18.181818181818183	46678182.0	1.9545017413060344	77.00188088739725	57.0	49.33451326045641	27.27272727272727	46288452.0
ES65_106_NA_0	99215360	87781786	0.43229103780226263	2.900701465477e-12	1.38	39670056.0	85.07110859316107	76.27410110692537	82.05057768370332	37279241	0.00183568	8346430.0	79435356.0	87.41751003340747	87.31269532941567	0.4926689463604336	90868930.0											
ES65_106_NA_0_1																		81.92129978906303	53.0	50.0	27.27272727272727	45915339.0	0.9021731495873307	81.49440769350375	54.0	49.56682745136319	27.27272727272727	45434465.0
ES65_106_NA_0_2																		76.99321878680595	57.0	50.0	18.181818181818183	45915339.0	2.1508170940434526	77.89768034179727	57.0	49.31281275128914	27.27272727272727	45434465.0
ES66_617_Control-protein_14	94701436	84633736	0.3183243186310044	2.90070146547691e-12	1.36	37809628.0	86.0760618213357	75.89849851907209	83.43223459644912	35788091	0.0021738	8911834.0	75721902.0	88.2646617243894	88.14501319169193	0.5677914206898873	85789602.0											
ES66_617_Control-protein_14_1																		82.43080658232488	52.0	50.0	36.36363636363637	43389251.0	0.8956500770202279	82.04745808170853	53.0	49.561620043417385	36.36363636363637	42894801.0
ES66_617_Control-protein_14_2																		77.15505986927973	57.0	50.0	18.181818181818183	43389251.0	2.2896026022666307	78.0693791280363	57.0	49.281482877144015	27.27272727272727	42894801.0
ES67_Blue-037_MG-protein_0	94061442	81697340	0.6499618460962222	2.90070146547701e-12	1.43	36438499.0	82.56330984748632	73.77572842227956	79.5814190650515	33953687	0.002588948	8730752.0	72966588.0	85.51036912979374	85.40537759626694	0.6304167937702132	85330690.0											
ES67_Blue-037_MG-protein_0_1																		77.40994946756041	51.0	50.0	36.36363636363637	43114045.0	0.9357875374486435	76.9299192721707	51.0	49.54793767635068	36.36363636363637	42665345.0
ES67_Blue-037_MG-protein_0_2																		73.04174529791045	55.0	50.0	27.27272727272727	43114045.0	2.22576740363842	73.87086247488551	55.0	49.271660290101956	36.36363636363637	42665345.0
ES68_Blue-037_MG-protein_14	83937887	73619093	0.5726986135868696	2.90070146547663e-12	1.39	33250088.0	83.87248646454228	75.64549248183958	80.69997859025239	31028961	0.002614382	7038335.0	66580758.0	86.58146408967376	86.47667544279062	0.5086739647065824	76899552.0											
ES68_Blue-037_MG-protein_14_1																		76.76453446051306	51.0	50.0	36.36363636363637	38873266.0	0.9237819122272876	76.3011133751547	52.0	49.55581208067376	36.36363636363637	38449776.0
ES68_Blue-037_MG-protein_14_2																		71.66113608732465	56.0	50.0	18.181818181818183	38873266.0	2.2220675772393292	72.54083616105868	56.0	49.29394943679256	27.27272727272727	38449776.0
ES69_Blue-037_MG-protein_21	90353668	78707627	0.6005689331778121	2.90070146547685e-12	1.37	35318035.0	82.85432906442517	74.45139692613255	79.59118017836518	32770391	0.002785484	8006878.0	70700749.0	85.85732242871885	85.77877777628005	0.5586520130292875	82346790.0											
ES69_Blue-037_MG-protein_21_1																		76.28841941517126	51.0	50.0	36.36363636363637	41538314.0	0.9196256256332407	75.80138867250703	51.0	49.55066399066679	36.36363636363637	41173395.0
ES69_Blue-037_MG-protein_21_2																		71.92367034984817	55.0	50.0	18.181818181818183	41538314.0	2.002096955596224	72.65411567178525	55.0	49.325451496044955	27.27272727272727	41173395.0
ES6_164_Control-protein_21	89157979	78865426	0.5297886638358096	2.90070146547682e-12	1.4	36037342.0	84.99029086426513	77.25498578203528	80.62044458307163	33229219	0.002707383	6724251.0	72141175.0	87.51414833501161	87.43348838960674	0.37602448357060836	82433728.0											
ES6_164_Control-protein_21_1																		77.00986039150692	52.0	50.0	27.27272727272727	41554569.0	0.9128359386906407	76.51420068618555	52.0	49.55942109035758	27.27272727272727	41216864.0
ES6_164_Control-protein_21_2																		72.7628796805615	56.0	50.0	18.181818181818183	41554569.0	1.9306212994291916	73.21361707435247	56.0	49.33721837740979	27.27272727272727	41216864.0
ES70_Blue-039_Control-lipid_0	119724291	106944259	0.2887026692664882	2.90070146547727e-12	1.39	48220455.0	86.07203922314453	76.67893059395942	82.05245263093775	44843194	0.001759094	10420565.0	96523694.0	88.307780102574	88.23204251975821	0.48148221406468794	109303726.0											
ES70_Blue-039_Control-lipid_0_1																		82.52084922829633	53.0	50.0	27.27272727272727	55078029.0	0.9026279426230013	82.15915554772539	53.0	49.56289978623418	27.27272727272727	54651863.0
ES70_Blue-039_Control-lipid_0_2																		78.69678355403369	57.0	50.0	18.181818181818183	55078029.0	1.8706300474187267	79.28731216886382	57.0	49.351669768329764	27.27272727272727	54651863.0
ES71_Blue-039_Control-lipid_14	84905205	75720697	0.2647496804427148	2.90070146547658e-12	1.43	34153130.0	85.92443536818641	76.73225922957255	82.13713326819989	31850156	0.001707615	7351595.0	68369102.0	88.15721408713276	88.07618368764523	0.5220079374770562	77553610.0											
ES71_Blue-039_Control-lipid_14_1																		80.13088759155372	52.0	50.0	36.36363636363637	39092259.0	0.9038461041609287	79.73505726834945	52.0	49.557604526726735	36.36363636363637	38776805.0
ES71_Blue-039_Control-lipid_14_2																		76.1999973292602	56.0	50.0	18.181818181818183	39092259.0	1.9365922035869045	76.8168063599312	56.0	49.33184464269297	27.27272727272727	38776805.0
ES72_Blue-039_Control-lipid_21	95321421	83761783	0.23568127561883978	2.90070146547698e-12	1.43	37257927.0	84.06656684629388	74.37045236663016	82.07034655579731	35358383	0.001751291	9155383.0	74606400.0	86.58446150210597	86.47937833697308	0.6609947645498102	86166038.0											
