Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
ES100_SEM19-140_Control-lipid_0_1	747057.0	403319.0	59581.0	45019.0	30457.0	27676.5	24896.0	24795.5	24695.0	25866.5	27038.0	31111.5	35185.0	41251.5	47318.0	55803.5	64289.0	80048.5	95808.0	118280.0	140752.0	178863.5	216975.0	259761.5	302548.0	355658.5	408769.0	467374.5	525980.0	605706.0	685432.0	780916.0	876400.0	912448.0	948496.0	1042017.0	1135538.0	1218659.0	1301780.0	1410672.0	1519564.0	1563327.5	1607091.0	1718591.5	1830092.0	1779310.5	1728529.0	1709669.5	1690810.0	1670627.0	1650444.0	1647178.0	1643912.0	1899281.5	2154651.0	2531734.0	2908817.0	2710962.5	2513108.0	2991406.0	3469704.0	3586030.5	3702357.0	3164562.0	2626767.0	2481176.5	2335586.0	1904599.5	1473613.0	1313262.5	1152912.0	1053992.0	955072.0	765824.0	576576.0	629512.0	682448.0	590688.0	498928.0	419487.5	340047.0	290295.0	240543.0	200397.0	160251.0	128949.5	97648.0	80851.0	64054.0	57843.0	51632.0	37310.5	22989.0	15436.0	7883.0	5489.0	3095.0	2217.0	1339.0	1044.0	749.0
ES100_SEM19-140_Control-lipid_0_2	146897.0	76797.0	6697.0	5992.5	5288.0	6639.5	7991.0	9559.0	11127.0	12844.0	14561.0	16404.5	18248.0	22655.0	27062.0	31495.5	35929.0	42991.5	50054.0	61955.0	73856.0	94116.0	114376.0	145134.5	175893.0	214900.5	253908.0	305368.5	356829.0	419461.5	482094.0	549985.5	617877.0	695588.5	773300.0	856810.5	940321.0	1027166.0	1114011.0	1174654.0	1235297.0	1295897.0	1356497.0	1394952.5	1433408.0	1462514.5	1491621.0	1491808.0	1491995.0	1500333.0	1508671.0	1555609.0	1602547.0	1764279.5	1926012.0	2196174.0	2466336.0	2451547.0	2436758.0	3040740.0	3644722.0	4401670.5	5158619.0	4355249.0	3551879.0	2941409.0	2330939.0	1922419.5	1513900.0	1335224.5	1156549.0	1249145.5	1341742.0	1124631.0	907520.0	808734.0	709948.0	645420.5	580893.0	526521.5	472150.0	455519.0	438888.0	406796.0	374704.0	330407.5	286111.0	251089.5	216068.0	183227.0	150386.0	132788.5	115191.0	92331.0	69471.0	60642.5	51814.0	49450.5	47087.0	81625.0	116163.0
ES101_SEM19-140_Control-lipid_14_1	1421692.0	748051.5	74411.0	54482.0	34553.0	31224.0	27895.0	27537.0	27179.0	28275.5	29372.0	33598.5	37825.0	44965.5	52106.0	61738.0	71370.0	86604.5	101839.0	124701.5	147564.0	185521.0	223478.0	266486.5	309495.0	367730.0	425965.0	484776.0	543587.0	623881.0	704175.0	791501.5	878828.0	917018.5	955209.0	1044250.0	1133291.0	1216092.0	1298893.0	1408070.0	1517247.0	1557129.0	1597011.0	1696332.0	1795653.0	1734961.0	1674269.0	1642643.0	1611017.0	1586326.0	1561635.0	1547747.0	1533859.0	1748320.0	1962781.0	2330702.0	2698623.0	2486995.5	2275368.0	2664077.0	3052786.0	3153105.5	3253425.0	2803958.0	2354491.0	2181536.5	2008582.0	1669676.0	1330770.0	1183526.5	1036283.0	952726.0	869169.0	685156.5	501144.0	548952.0	596760.0	518368.0	439976.0	368938.0	297900.0	252137.5	206375.0	164496.0	122617.0	99131.0	75645.0	63118.5	50592.0	44593.0	38594.0	28095.5	17597.0	11735.0	5873.0	4149.0	2425.0	1693.5	962.0	739.5	517.0
ES101_SEM19-140_Control-lipid_14_2	755462.0	388745.0	22028.0	15723.5	9419.0	9729.5	10040.0	11100.0	12160.0	13814.5	15469.0	16674.5	17880.0	22006.5	26133.0	30995.0	35857.0	42860.5	49864.0	61974.0	74084.0	94126.5	114169.0	146530.5	178892.0	218083.5	257275.0	309840.5	362406.0	425510.0	488614.0	559640.5	630667.0	704096.5	777526.0	862701.5	947877.0	1032657.0	1117437.0	1175941.0	1234445.0	1291967.0	1349489.0	1381591.0	1413693.0	1437771.5	1461850.0	1454654.0	1447458.0	1445796.5	1444135.0	1481250.5	1518366.0	1658488.0	1798610.0	2022507.0	2246404.0	2219965.5	2193527.0	2752241.0	3310955.0	4115143.0	4919331.0	4072776.0	3226221.0	2694541.0	2162861.0	1751045.0	1339229.0	1182583.5	1025938.0	1099909.0	1173880.0	987904.0	801928.0	714009.5	626091.0	565432.0	504773.0	456596.0	408419.0	393513.0	378607.0	347548.5	316490.0	277964.5	239439.0	208535.0	177631.0	148940.0	120249.0	103313.0	86377.0	66826.0	47275.0	39310.5	31346.0	27713.0	24080.0	40198.5	56317.0
ES102_SEM19-140_Control-lipid_21_1	1040490.0	551155.5	61821.0	46226.0	30631.0	28134.5	25638.0	25745.0	25852.0	27200.5	28549.0	33422.5	38296.0	45451.5	52607.0	61520.0	70433.0	86577.0	102721.0	126564.0	150407.0	190491.5	230576.0	274335.5	318095.0	374833.5	431572.0	492521.0	553470.0	636992.5	720515.0	809020.0	897525.0	949793.5	1002062.0	1100512.0	1198962.0	1290097.5	1381233.0	1496357.0	1611481.0	1668485.0	1725489.0	1832912.5	1940336.0	1899173.0	1858010.0	1835058.5	1812107.0	1798299.5	1784492.0	1781761.0	1779030.0	2021816.5	2264603.0	2631448.5	2998294.0	2808017.0	2617740.0	3112986.5	3608233.0	3722017.0	3835801.0	3275175.0	2714549.0	2564062.0	2413575.0	2000631.0	1587687.0	1421165.0	1254643.0	1151964.5	1049286.0	846002.5	642719.0	675573.5	708428.0	614801.0	521174.0	446188.5	371203.0	317589.0	263975.0	220403.5	176832.0	143629.5	110427.0	90494.0	70561.0	61327.5	52094.0	38477.5	24861.0	16914.0	8967.0	6321.0	3675.0	2596.0	1517.0	1196.5	876.0
ES102_SEM19-140_Control-lipid_21_2	446389.0	230925.5	15462.0	12098.5	8735.0	10163.0	11591.0	13653.0	15715.0	18045.5	20376.0	22123.5	23871.0	28554.0	33237.0	37909.5	42582.0	49562.0	56542.0	68410.5	80279.0	100870.0	121461.0	154091.0	186721.0	225864.0	265007.0	320883.5	376760.0	443221.5	509683.0	584040.0	658397.0	740425.0	822453.0	914994.0	1007535.0	1097359.5	1187184.0	1260364.5	1333545.0	1396422.5	1459300.0	1502872.5	1546445.0	1579518.5	1612592.0	1615356.0	1618120.0	1627428.0	1636736.0	1687879.5	1739023.0	1901734.5	2064446.0	2328153.5	2591861.0	2557741.5	2523622.0	3120229.5	3716837.0	4374236.0	5031635.0	4303296.5	3574958.0	3031082.0	2487206.0	2051367.0	1615528.0	1427941.0	1240354.0	1314355.5	1388357.0	1169532.0	950707.0	860010.0	769313.0	700690.0	632067.0	575509.0	518951.0	499702.0	480453.0	443528.5	406604.0	361507.0	316410.0	278687.5	240965.0	207302.0	173639.0	154153.5	134668.0	113061.0	91454.0	85510.0	79566.0	81020.5	82475.0	154389.0	226303.0
ES103_625_Control-lipid_0_1	1145813.0	608074.0	70335.0	53618.0	36901.0	34228.0	31555.0	31854.0	32153.0	34028.0	35903.0	41098.0	46293.0	54677.5	63062.0	74365.0	85668.0	105528.0	125388.0	153753.5	182119.0	225492.5	268866.0	318867.5	368869.0	423611.0	478353.0	542895.5	607438.0	689738.0	772038.0	867456.0	962874.0	1023462.5	1084051.0	1184946.5	1285842.0	1393600.5	1501359.0	1617883.0	1734407.0	1791562.5	1848718.0	1957067.0	2065416.0	2031203.0	1996990.0	1983309.5	1969629.0	1965343.0	1961057.0	1972001.5	1982946.0	2213920.5	2444895.0	2749592.0	3054289.0	2926881.0	2799473.0	3269972.5	3740472.0	3841061.5	3941651.0	3360436.5	2779222.0	2613453.0	2447684.0	2052202.5	1656721.0	1468972.0	1281223.0	1171714.5	1062206.0	868346.5	674487.0	689138.5	703790.0	615941.0	528092.0	453797.5	379503.0	326774.0	274045.0	232307.0	190569.0	153060.5	115552.0	95656.0	75760.0	65501.5	55243.0	41228.0	27213.0	18659.5	10106.0	7109.5	4113.0	2758.5	1404.0	1131.5	859.0
ES103_625_Control-lipid_0_2	472560.0	243909.0	15258.0	11525.5	7793.0	8625.5	9458.0	11049.0	12640.0	14695.0	16750.0	18714.5	20679.0	25685.0	30691.0	37030.0	43369.0	52663.5	61958.0	77917.0	93876.0	117837.5	141799.0	178331.5	214864.0	259880.0	304896.0	362973.5	421051.0	490083.0	559115.0	638871.0	718627.0	806463.5	894300.0	999229.0	1104158.0	1202154.5	1300151.0	1376503.5	1452856.0	1527955.5	1603055.0	1651277.0	1699499.0	1742081.0	1784663.0	1789630.5	1794598.0	1813443.5	1832289.0	1891994.0	1951699.0	2121570.5	2291442.0	2529621.0	2767800.0	2787047.0	2806294.0	3352586.0	3898878.0	4466616.5	5034355.0	4361214.0	3688073.0	3129746.5	2571420.0	2135028.0	1698636.0	1500275.5	1301915.0	1357353.0	1412791.0	1209470.5	1006150.0	914750.0	823350.0	746836.0	670322.0	611238.5	552155.0	520771.5	489388.0	452861.0	416334.0	364097.5	311861.0	274721.0	237581.0	197097.5	156614.0	134990.0	113366.0	87286.0	61206.0	49433.0	37660.0	32255.0	26850.0	41186.0	55522.0
ES104_625_Control-lipid_14_1	936125.0	490229.0	44333.0	32617.5	20902.0	19454.5	18007.0	18172.0	18337.0	20144.0	21951.0	25258.0	28565.0	34301.0	40037.0	47764.0	55491.0	70460.0	85429.0	106250.0	127071.0	160791.5	194512.0	230678.5	266845.0	309855.0	352865.0	404933.5	457002.0	525581.5	594161.0	670000.5	745840.0	799671.5	853503.0	937936.5	1022370.0	1105196.0	1188022.0	1274327.5	1360633.0	1404927.5	1449222.0	1530648.0	1612074.0	1632867.0	1653660.0	1623556.5	1593453.0	1585212.5	1576972.0	1580357.0	1583742.0	1778819.0	1973896.0	2239942.0	2505988.0	2372580.5	2239173.0	2644532.0	3049891.0	3138997.0	3228103.0	2762435.0	2296767.0	2150007.0	2003247.0	1679337.5	1355428.0	1210080.0	1064732.0	977200.5	889669.0	728469.0	567269.0	579144.0	591019.0	521543.5	452068.0	386863.0	321658.0	276651.0	231644.0	195858.0	160072.0	128970.0	97868.0	81108.0	64348.0	55344.5	46341.0	34419.0	22497.0	15672.5	8848.0	6165.5	3483.0	2411.0	1339.0	1074.0	809.0
