Sample	x	y
ES8_SEM19.1354_Control.protein_21	5.51581677386569	-8.8629684408696
ES90_Blue.049_Control.protein_14	-6.29394760478444	14.5485688905471
ES91_Blue.049_Control.protein_21	-4.46303784029768	13.2325873624909
ES92_SEM19.76_MG.lipid_0	1.21764142318182	-2.29766860272785
ES93_SEM19.76_MG.lipid_14	-0.595491409024176	-4.63445060625958
ES94_SEM19.76_MG.lipid_21	-5.05368629744594	-3.09089999896912
ES95_610_MG.protein_14	-2.02643566588421	7.31135050727523
ES96_610_MG.protein_21	10.0158774681885	-14.2512080427106
ES97_SEM19.107_MG.protein_0	9.03215144368262	-15.5985556101589
ES98_SEM19.107_MG.protein_14	10.14680144642	-18.3354555931961
ES99_SEM19.107_MG.protein_21	11.275427957651	-17.669873209248
ES9_172_Control.protein_0	4.96935184383641	0.331184325618533
