Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
ES53_SEM19-74_MG-protein_0	31083.490122516887	34482.74926662865	36562.50572861826	37458.631214668334	36984.92545215665	38808.56069749207	40690.525967626556	43118.18250592096	47285.058544406915	56541.360654248	67281.18995208431	71771.86547471868	76993.28958693141	78509.42613056189	76902.63319548598	71580.14369401826	60157.465466219466	45534.53431105572	36214.20578353735	28636.394691228154	23969.440595157612	21638.620253142773	21765.365343442692	21901.803656955894	37715.747795152085	39368.9799965119	38763.02663256648	44466.75025339899	54274.433788959876	57237.408667892654	59104.7625436027	58042.91285302116	56059.8488214686	55587.62159739759	51971.30863218081	48030.72550674151	47538.24638765005	48482.559052634315	48491.87236148061	47527.524964824406	46960.40870915554	46755.98527664326	48557.78652929814	49451.87696478887	49581.74237288517	52304.68174102597	54553.78702707628	54429.60495118469	54224.137517726354	52577.92159777281	49324.6546069139	47124.72419211351	44426.05282132395	36684.33165601639	34579.15412208201	34934.1476892721	24774.21542168515	29175.766336417844	30295.601395248894	31015.06124922673	32444.14826921504	34208.15660182113	33887.56209762592	33390.19784426884	33716.87002767726	33416.69141842157	33051.95122960142	31716.71069005459	30506.88944132253	30299.180620923948	28695.82109039837	28861.215811190294	29499.723233441757	29056.075128258486	28890.017852641333	28951.674106678514	29179.743089626678	28380.959871677172	30078.404303173367	32015.81913804945	36350.44343369136	41126.79520525789	42075.3975660616	41431.97221027626	40945.850502565394	35763.272485255744	19612.430941480026	20344.004419786455	20987.876422457335	21008.528614185525	19933.940294154178	18463.75371544183	14402.880686522512	13351.234757764281	12562.362139274746	11482.32504229684	10398.904848132872	8606.99933413282	6357.209767777417	2245.760291601759
ES54_SEM19-74_MG-protein_14	30127.638986271537	33622.878743680136	35904.4951506259	36945.91562126634	36694.36877721501	38900.14085210822	41437.267578430765	44107.61939565749	48505.574852524835	58169.7358867666	69451.77144389505	74464.20273307271	80431.99625350397	82159.18768628164	80411.10184618858	74787.23992199649	62924.00860438631	47594.039890960325	37951.837078338125	29540.382102070147	24470.219180203756	22132.89899710932	22224.042221801403	22348.217243120303	38390.78244035665	40407.15628543934	40255.665823971736	45981.135790946806	55928.75743274065	58967.099914662496	60869.80216236877	59455.646923360924	57367.890561746055	56875.55129467204	53264.5692877053	49534.307436149335	49042.608296859216	50024.28425446907	49831.2887073489	48821.23396100788	48301.00587275895	48248.99799180368	50054.42914836279	51109.71218381516	51029.76431448228	53575.62197311341	55705.40588806544	55373.657411991524	55127.719942835916	53166.77432270771	49519.50128865495	47243.50602741008	44301.22617841908	36887.77870964525	34448.518023420795	34468.113157697466	24745.69787187827	28177.417523387	29408.580512388893	30243.316776740296	32202.207243705067	34532.6882403152	34717.67329208793	35410.33955779393	35937.85723923514	35544.38412477881	35146.276389746316	33513.99363787525	32004.494798242617	31732.613999483874	30505.665376959158	30818.243790287364	31447.337549261894	31093.08806925076	31035.52742052972	31084.224724864165	31399.224241339078	29986.058079293478	31327.33033543168	33319.12292509695	37474.017398581025	41802.41031208134	42712.225433465275	41719.94163841542	41334.72842941589	36348.12174405934	20369.386322244383	21073.153451533457	21664.574606488954	21663.82397955021	20554.825123500075	18989.977232725876	14762.487546611026	13726.655388555446	12891.4559087543	11822.172125357953	10710.769190267272	8853.592121367454	6436.478510062259	2256.5627280130025
ES55_SEM19-74_MG-protein_21	25421.64509091027	28163.293409570397	29670.928403302998	30356.763542406752	30099.290519677248	31783.428013833334	33540.27009955245	35617.108875064645	39083.66757242241	45983.6258905178	53892.83197017306	57463.71962010997	61583.91870505725	62315.27421825449	60618.005654659195	56354.36748517332	47682.05323200197	36945.89114473849	30193.034550496293	24444.87456361194	21363.54447810214	19950.632821123185	20119.485091102164	20270.90851558885	32296.26511620806	33817.21326331607	33863.23466833639	38063.54928977731	45725.66088316524	48097.123413185174	49351.46524646151	48518.212297334154	47147.01476275797	47202.44495608558	44739.25779775471	42102.15325086244	41855.92709408417	42907.91094540394	42708.670616250245	41793.95348004651	41465.800967986885	41275.55294257147	42220.65638910518	43069.86074848914	42820.22972630276	44747.369906683816	46356.32522741497	45922.74970393689	45891.59202362345	44774.9755251918	42260.91105083874	40707.05637157625	38588.562747007876	32339.14611357689	30139.49419843126	30212.119662675643	22509.773877425963	24952.462389614328	26359.326502147847	27183.321799811103	28811.257531876006	30819.27759581393	30850.43801211482	31717.13593135025	32305.953645886006	31970.391929348272	31576.1202375627	30126.59736032061	28646.94225530783	27708.430752413653	26148.028072032408	26227.83755299247	26662.140612965897	26371.466996893512	26396.507339600055	26500.223639976783	26881.690889518566	25835.39299190848	26882.422075603597	28389.874575203903	31545.1223515757	34631.19223124085	35368.12474388083	34564.77523868154	34237.75648299981	30482.757715262374	18563.26436305439	18990.22730317268	19282.43928950034	19204.334356395248	18376.322166398742	17110.26500757648	13705.901060361164	12817.893647285471	12030.785556700825	10937.73884715216	9883.317494607387	8113.393399514116	5894.831455541074	2044.6893296714554
ES56_Blue-050_Control-lipid_21	34731.35246083751	38313.18051325606	40938.44349451993	41874.93512583836	41351.451871885925	43817.379286925614	47259.49193924054	51098.18992897803	54933.00715801163	66413.08604877176	78468.41347073988	82490.62803578968	87538.58356642586	89908.41721545772	89583.0227895015	81364.65870446962	65516.988718297216	49840.141705627815	40636.43670774106	28561.240915785478	25840.09262993403	22690.92169470138	22890.479588253194	23086.019782699055	42812.02095840394	45146.630369287755	44954.06267862195	51826.85581146413	62077.33310779391	66397.19096609419	68796.66174990026	66815.58610033887	64688.11948636	63816.72109663903	59617.85523378625	54621.454079170886	55629.16029783485	58125.611784386594	58201.633419800986	57185.55425018748	56648.47886145889	56744.288425158826	59409.80529229065	58382.55785481253	57416.54622068197	60227.661919359365	62615.18052067887	62367.93097586054	61131.4570138163	58310.81511636089	54585.52060087269	52153.346057985174	48816.20766046322	40002.155331419075	37312.897700551635	37886.477396727074	26140.01886033045	32518.368826426686	34124.59665220882	35315.33693142999	36769.43800373008	38490.88914972199	38766.572741603886	36672.81055687569	36945.29804326977	36607.25601643715	36048.84924437179	33597.0126752296	31982.677986763712	31799.751004205827	29601.65277876626	29453.60978476869	30098.51104523569	29831.08662946378	29824.380743876547	29994.054532873794	30487.51761338824	30227.687040065597	33528.66032289542	35295.43728083735	40204.05909913772	45335.21277689131	46238.176307278045	45598.61975255735	44974.45546412085	38691.393740551845	19510.332247392984	19804.496212880666	19683.229019149476	19628.191021487582	18915.99513364153	17629.678140753513	14457.2664762997	13681.809308880012	12701.32570282678	11522.769239241274	10451.277902336707	8824.081147327885	6588.777639600263	2442.967414097625
ES57_Blue-031_MG-lipid_0	44260.22776934378	47815.32606678139	49858.19761936801	50540.373492079845	49351.37458452368	51451.891022358664	54413.011453016705	57966.94032517416	63574.845455851086	76637.09425209797	90162.27681041778	95607.34600292137	103023.64172574591	104379.6560280181	101238.4140900611	93599.32053614248	77757.42901373081	58680.893516767785	45876.798533211215	35256.50797679066	29443.058726672392	26748.974770322497	27116.20947986019	27443.286634851607	49430.498933720075	51226.0658666151	49875.00188467535	57940.16763810278	71929.86025749228	76688.09651314135	79945.069077269	78794.57465897407	76318.69334045397	75864.58412975202	70920.73319412302	65620.42553950824	64963.09017458374	66286.17997442717	66093.81644168572	64697.514745212786	63835.282837031744	63484.91298745107	66177.10381921913	67463.19136530715	67785.71400378426	71957.68790263767	75190.86482033157	74951.69966642323	75004.9981098914	73012.87252100468	68465.61565790277	65698.0554721457	61597.34233020942	49462.10946676618	45992.28478198347	46519.44390888998	31607.00562202682	37245.86668127429	38857.60488792314	39883.48067643259	41840.035501823775	44200.68613357496	43218.175116272716	42891.135234679256	43586.68836056792	43294.04234243073	42895.434003155686	40878.20172443772	39136.89074836066	38760.78944388528	36264.11580917677	36419.206765389186	37279.65446654898	36815.39933997843	36793.724628622746	37086.77858952119	37624.15080097769	36813.06923557667	39316.338345218195	42225.69720056736	48374.984298147516	54887.16590173588	56245.10970183949	55364.75097830202	54670.09117499551	47504.61684754321	25233.508695914188	26065.830926958643	26694.970313640617	26618.814004907534	25218.76360537874	23299.864372193144	17681.05557470172	16382.039380283884	15230.76590174243	13781.2520955602	12481.055063118269	10338.738914728894	7524.924841522449	2662.111059605374
ES58_Blue-032_MG-protein_0	31287.528328795033	35871.48982298	38642.653684749115	39978.099705847984	39983.35636664965	42636.05812352087	45520.089451815256	48263.23698536606	52663.032772453895	62717.90966465917	74859.62370437385	80444.90910208152	86340.79762408606	87918.7249788462	86159.09262803372	80262.9550778725	67788.90522667926	51885.257085303056	41803.11205654387	33365.41898415064	28305.32378068751	25950.88018741253	26140.746960530174	26429.333174664418	43624.769126607476	45777.221350459135	45534.24630227662	51639.56986053696	62143.47716346639	65625.70814007972	67642.02234369896	66077.529686019	63650.83251966053	63058.36057044457	58942.57624209797	54422.93329380354	53595.754318062754	54406.74056121684	54235.28896916767	53079.09049990721	52395.34703012635	51982.472712772025	53038.903698725095	53395.32045241151	52850.878845168416	54742.99719425316	56697.336705023976	56233.49561291418	55751.09771661029	54234.95915182035	50642.83749344566	48448.733549523226	46047.52968068575	39597.137561365256	37661.08618705316	38067.98434996253	28919.30689542771	32837.370998134546	34337.88778494752	35554.7264070471	37473.693704566205	39988.65573623736	40665.81447835037	41063.99860374167	41578.075694335246	41190.995320840375	40761.851686358634	38958.58359324134	37184.6343983455	36737.618056292624	35202.96173028425	35681.38896196154	36382.355109512915	35804.88908043511	35575.66237400928	35391.26888335374	35436.96324438609	33822.233269526536	35032.042920913875	37033.878457498904	41356.21620262632	46093.21668349516	47150.085272356875	46214.63715730191	45773.24285572008	40429.36053399038	23395.877106331336	24169.06946360566	24685.49740110677	24618.337653207625	23396.919668664385	21572.586726042206	17067.268856780105	15891.690548696428	14790.80955544895	13433.14381111717	12115.415152101214	9921.444295547682	7123.824303339465	2470.5535971596796
ES59_Blue-032_MG-protein_14	32127.55376537585	35850.32507893875	38053.52748033109	39145.32976494823	38997.48952225738	41348.251875017624	43865.42911045013	46549.47540717045	51381.88673423164	61597.34039002905	73635.97620685329	78972.61809852031	85289.99742688818	87300.72008282016	85753.4662475407	80052.44994550786	67871.11347805525	52210.997943186674	42270.160148733616	33603.609502195795	28375.31476724361	25950.895327976457	26248.57898709079	26479.58523348968	41932.51793731979	43720.384575930584	43637.87581923999	49312.60786197666	59060.74755397043	62095.18218674811	63898.44887553547	62523.02504978751	60273.77239302569	59726.14186712167	56040.782494704734	52173.16748602884	51704.448403621245	52658.91673538494	52480.690754788884	51540.586371900186	51102.791886798055	50855.58960538979	52317.10051373057	53332.30547186808	53225.90246113839	55812.87407837448	57975.25363616677	57684.610004600196	57431.85102797717	55683.4619422579	52054.23417027765	49812.030967811625	47091.925344657626	39861.38998246515	37455.65261115318	37600.88109730426	28156.4265282995	31430.15146229707	32724.500902162985	33722.731885603935	35655.519270947116	37938.37819470199	38037.48979843222	38584.91042385575	39158.55746082336	38791.52604359401	38391.031332898645	36752.073958152934	35230.40836960914	34914.4815893827	33676.850808022195	34128.92704250875	34746.810108465186	34216.93448920126	34093.73871900314	33934.8728770424	33967.875926637214	32561.066081576784	33803.77400890879	35590.688074634105	39524.42665254955	43749.37239531755	44693.46794288501	43849.30441922197	43383.04083474899	38378.76802052473	22895.143596832997	23476.702950213064	23929.99970402576	23829.556511524424	22670.95227319648	21000.573067913854	16628.383011812974	15487.82290426966	14399.223448263105	13078.317165422499	11813.189449376301	9677.333588784955	6938.963634621096	2403.9565731943335
ES5_164_Control-protein_14	27513.87652253773	30815.95561449252	32840.41310925446	33570.086240370656	33046.969130060184	34665.218820224654	36763.08847408384	39253.52968071236	43755.45572346644	52645.78461020273	61835.88820113828	65441.684513298176	69352.81722605445	70360.44355398192	68589.51985148032	64000.756798665134	53893.053561522975	41868.886622548176	34385.27109905606	28456.7790328408	24924.546291183575	23091.437329712582	23147.565723520467	23241.19922628466	34803.05961126957	36070.214681965546	35764.21561512373	39851.13059810087	47703.40866432923	49905.93613428521	51387.794664393885	50448.05190402506	48919.180773925626	48742.209224525555	46422.6779174539	43923.36125924617	43762.07549680162	44589.5892723311	44517.661716553725	43805.82052128895	43634.40925762084	43577.217175682024	44969.609888062856	45814.99441040028	45719.02415165874	48065.53881952539	49671.51273597634	49222.90183524796	49095.84151990046	48077.529035895175	45609.615872769304	44102.52751675279	41787.003718965636	34708.99093921533	32419.602594079282	32563.07582139988	25370.422793926584	27923.73762519072	28837.940076254108	29522.20936704929	30856.829875527827	32266.63052099264	31493.700805772623	32221.827414229712	32595.613916636612	32392.945794353956	32103.102284262597	30931.491828167855	29800.026831901694	29295.493379331572	28147.4200952035	28099.5030219134	28492.773186719984	28001.42125859903	27690.854891958385	27762.853140359024	28257.48331479392	27396.68174119715	28138.74158293903	29515.896555329164	32769.9326642346	36079.07641480623	36892.34991055218	36071.426461206	35695.11628033967	32115.245526074494	20465.115423100397	21122.239427948203	21589.799774025472	21520.889050347854	20516.02808060307	19100.9326732091	15219.139528491029	14185.375161976439	13355.235022372743	12274.473724846373	11118.640093581638	9230.016626650955	6977.8745859871615	2463.5072628674525
ES60_Blue-032_MG-protein_21	25702.5983522184	29803.34909044528	32306.18446950664	33704.88067362226	33979.49921406116	36692.10886774666	39402.644029787756	41890.7320049865	46159.10800237368	55175.51152730481	65781.39909726668	70779.20912972093	76278.86335200706	77613.25269929251	75910.42045236896	70663.16042738628	59626.4554337654	45605.56509806073	36767.34822464167	29012.25593325185	24537.26272027568	22544.069247477713	22751.87604825331	22980.268666164702	37102.35108886847	38776.76616654785	38734.6263866247	44224.663825045274	53717.441886402754	56505.64348449647	57967.29866508639	56737.18498496209	54585.18574750368	53955.88359554617	50313.46651412761	46402.0763013002	45631.047646365936	46379.89977104175	46085.50863377922	44963.37708222249	44333.61757560505	43697.28201775921	43921.27631001057	44081.46126074374	43313.61986518404	44531.34747439144	45990.50842887454	45409.85093039247	44887.07251117502	43906.05822857928	41010.123070178954	39375.53438296404	37611.76568118888	32752.475888380264	31413.607599391282	31797.26097238499	24754.386327265533	27665.83810189408	28753.143626747195	29735.286488119247	31680.6354124855	34049.82097607036	34796.86279154927	36173.63092759658	36810.70412365975	36585.46395832068	36239.41543127145	34694.14672728503	33060.669295229745	32408.80584377059	30778.000181136464	31004.923590773073	31477.767457554866	30874.474312956012	30640.039657655252	30329.196875998598	30263.152751478126	28975.140922476934	30148.85535356473	31946.47891892676	35606.08453329941	39629.65544208134	40547.87043750161	39960.44588408207	39603.248359991885	35092.34065279946	20924.27981427569	21549.95220082594	22051.180433922902	22029.562428108373	20935.053774515418	19240.870547909344	15057.110430680083	14037.202694695878	13124.08301808673	12003.747025922163	10840.839822751874	8926.27261045424	6458.768736489124	2251.7210116379456
ES61_Blue-035_MG-protein_0	24918.58288995095	28106.445260365632	29864.416449386154	30642.796063100872	30372.38624361433	32001.08784523029	33799.84317244289	35760.94744343299	39318.01491165121	46491.32032482947	54916.12856500558	58567.25094495211	62723.445200693764	63922.45320340515	62636.25411648894	58695.96754419019	50065.13288730668	39061.26185783998	32139.01258539055	26194.12736900384	22685.455858907553	20941.695754624576	21014.57495384479	21219.152760257308	31673.75060926761	33282.41471570358	33547.791232083495	37416.20837424486	44384.36891857303	46471.47473843015	47684.86464738742	46743.06884646192	45197.91657838453	44933.48664208281	42646.41207123359	40167.16316729496	39999.208486650634	40918.0826445366	40917.746133040404	40219.12825158286	40114.63923253662	40126.2297763001	41334.80612929911	42275.96084453249	42187.75954675101	44111.362084898225	45535.93656630454	45225.48874026565	45257.86181388392	44045.18227082617	41504.65443966056	39920.22689034887	37829.3328393793	32131.448696270898	29994.245873958156	29847.24778344727	22580.292954791774	24256.38082847921	25188.667105214023	25823.262676657145	27354.28692366829	28994.94645290658	28656.739520125637	29301.647618398085	29347.002150821325	28961.972896748543	28661.498217052795	27557.843417356336	26689.034765484106	26507.92209233951	26245.10177208428	26649.015984867347	27131.400017061842	26264.36020292728	26166.095786865673	26247.428552152942	26561.097510957017	25542.56549883659	26164.61951148078	27313.02382148359	29961.713624621632	32594.135911291363	33265.501472104814	32593.772446760828	32284.818546685496	29124.299828817162	18765.52686951157	19298.600180134967	19650.437889541532	19573.078078233022	18680.32370198085	17386.17581813421	14038.52880336179	13120.315133629349	12355.53304101472	11351.2571731088	10258.253470533136	8444.453451826937	6206.824300063979	2188.3571279922876
ES62_Blue-035_MG-protein_14	25275.687414813827	29489.21405689852	32152.97084899675	33576.31864456075	33759.670656489754	36219.36767560074	38813.24338431962	41349.6434595432	45621.26074861188	54240.80730692302	64654.61555339709	69738.83452173728	75422.74700349884	77210.5592899493	75919.95162672525	71086.7990183903	60765.32749222092	47511.94841984627	38549.25761289014	30747.403865519067	26198.99033905499	23887.615162891612	23874.494503813003	24025.39501970352	36676.362179227726	38254.98903913581	38017.87556441515	42926.96407268671	51328.647912579065	53695.5671327787	55065.56969357763	54097.17018813349	52294.75634173514	51743.501159664105	48503.030331587324	44936.36586525606	44485.065006069824	45234.65797275306	45169.61567287004	44381.88091307091	44022.70635178428	43568.316628209075	44334.00342182613	44815.272067508864	44470.729403369245	46189.86336192022	47584.406407082395	47174.09515271698	46952.42839556018	45713.45835761746	42817.953579180794	41079.87782472823	39064.122301248106	33860.1248755699	32397.90153401943	32612.08461403123	25797.127847710457	29023.78118014396	29947.441832435823	30667.516240376928	31927.89568864475	33451.24879013238	33394.33688125044	33059.899161166526	33113.43448353591	32759.77145993448	32439.97681964575	31459.003826764732	31076.81930641331	31420.541993643168	30837.680629341827	31389.584088590043	32023.883951591175	30595.877739435888	30245.443166587425	30034.168878329365	29989.9303401725	28954.60835609635	30105.470010761575	31504.99026516731	34776.355946014824	38550.05642648446	39307.84981943043	38834.46398347421	38338.78539399916	33953.935807489484	20948.96967301403	21734.280657300886	22265.285967965705	22202.480677436353	21133.83055285416	19665.84076687609	15841.677402662861	14784.410752504622	13955.709998379529	12875.875309103658	11756.419696045352	9816.720286540165	7346.373592174576	2632.597493761761
ES63_Blue-035_MG-protein_21	25505.689604679603	29059.515329666632	31268.573620477648	32268.536713158028	32137.121124673125	33830.519303745605	35883.1228238739	38140.042978402074	41818.017994935515	49430.95847777321	58468.509888805405	62468.973994126805	67132.07861426707	68610.23416523001	67485.03757046041	63261.73972532136	54325.73056901927	42593.23013850244	34882.674163275035	28331.270358434864	24408.493688930354	22361.55160413982	22364.249285120273	22518.735851780322	34081.632783627385	35299.84365596815	34911.16119911233	39292.09759140921	46755.90039170011	48935.265411025684	50344.86115422216	49578.426180171504	48026.06769484841	47550.564853576805	44493.218082303894	41157.43096356919	40802.30293078083	41367.13454376822	41369.193347961314	40737.43838148684	40494.752886431204	40225.01437399866	41342.32754917319	41968.621370315115	42124.67053765026	44272.47466479025	45794.89681293548	45676.144915827506	45721.52420803049	44619.150368130264	42134.62115262251	40593.63673166689	38495.735054386765	32751.546494241822	31118.00208971687	31340.867787340605	24062.721807618167	27182.96198742696	27977.787591384633	28546.662206147157	29448.41703072973	30523.8999748274	30100.911695240655	29131.425809782475	28936.85259361052	28588.841416243078	28354.166789482115	27520.78442299319	27256.371531434266	27586.595440061024	27142.40064074335	27604.35834128252	28180.196681306817	26892.50088888798	26614.77863344392	26640.302748869784	26787.54477863498	26197.53526067556	27368.93882957113	28680.60891201467	31757.608568316322	35223.92240005415	35951.895484659355	35504.022382268144	35107.18318015355	31126.448054659402	19163.459390702592	19823.580935481787	20283.10283528148	20169.46026398761	19217.71986378396	17964.21227561243	14524.179592919854	13595.859033375873	12813.907189100413	11789.119179904568	10747.390600156921	8940.879153892462	6743.984792677576	2410.6737153962285
ES64_SEM19-1481_MG-lipid_21	30846.204325026934	35193.037308624065	37578.2357117963	38603.561134944786	38263.469195607075	40667.33234680616	43461.948940017275	46874.47705940201	52855.31875937315	63651.61113534409	76111.04275688474	81630.79230336065	87697.30478558503	89288.450324268	86980.81187846803	80304.16687501589	66157.26664655574	50416.74044453423	40116.02426663782	31521.878189993895	26551.70661040217	24189.54884036121	24039.451235898	24044.049641720416	39120.71717322776	41179.025679026265	40837.91662541263	46270.63268036597	57200.05863035278	60135.30212651206	61710.16591274297	60551.48657208796	58606.746358930104	58117.993637193955	54613.15138663156	50766.28086006519	50330.97531865819	51735.23374240587	51634.426948869295	50573.557109846246	50238.186571297796	50423.58186157098	52021.661347397334	53650.26498016893	53482.922237159066	55741.82862772593	57545.70872951255	57034.285065652206	56912.73815072904	55432.59112729212	51620.24529617546	49089.07168264842	45912.02884903907	38682.16681622222	36253.43040379758	36101.96703040847	27022.79137447055	30686.330422090126	31979.62220904558	32827.44224379188	34618.452511969124	36625.10156129583	36129.25995001813	36980.7128841349	37536.53411425799	37414.24614326016	37133.88899175918	35779.679828781955	34429.23218784807	33950.4885993199	32393.561124478932	32689.810922814162	33282.366299332025	32662.387686035465	32259.32804870206	32228.76074459639	32695.017628068952	31278.866643880614	32265.06970286849	33922.08423308926	37900.18882877349	42156.13072227317	43365.10535694048	42449.060886593084	42074.00883713447	37302.4068090214	22398.02996092294	23324.23259778368	23981.99686065935	23979.50279082699	22681.9940844023	20946.620429603863	15823.162738268938	14409.780494439929	13430.235187400322	12328.131542961839	11183.264043274397	9309.282769281319	6955.318822579537	2389.946054788966
ES65_106_NA_0	31647.067378859134	35519.31695408281	37736.62349233682	38851.28773793273	38501.210026107685	40400.23025229035	42698.10034585251	45276.88557884707	49649.950482743385	58915.6494081489	69687.51058823935	74230.39792602583	79716.72543116272	81136.83159049657	79387.0099353688	73978.36027198241	62789.45824419499	48179.78689537838	38689.32319496648	30855.871115413625	26318.174763665313	24006.899119103804	24121.20899217399	24336.91698093938	40194.423525929495	41667.692026035336	41038.953222929544	47093.34981355259	57685.33207045552	61006.186262409174	63195.49786452906	62219.82503651687	60211.318966388055	59798.02149315059	56084.64131518059	51917.92370996059	51317.55945500138	52356.2417275223	52355.10070348442	51413.6910150932	50758.37261982128	50211.50021356274	51501.483686020176	52063.30556706061	52003.79643935208	54450.18186082298	56464.686885416886	56070.07960581395	55725.4334759817	54180.20028694137	50765.280915609415	48506.47795420345	45751.803689371576	38346.919565566444	36396.085541518514	36992.234457676124	27184.75032831045	31995.717716637046	33250.321523743696	34133.2181626343	35283.386443139876	36831.228348509336	36197.466681767255	35255.267831418925	35660.674166047625	35392.07776514801	35035.379831697916	33755.53906127869	32727.361160008466	32618.821143027108	30600.309707383705	30659.623393257523	31217.754357329617	30588.442172810057	30350.812394754554	30292.950378980815	30403.208618390254	29675.3379543259	31515.455870644866	33502.919300611655	37889.7371948061	42817.10247926699	43850.68062627461	43378.72560606109	42894.7870631534	37595.69794830255	21456.4958903464	22261.78571475411	22832.577038828065	22816.94645084686	21646.109601829874	20050.86834813579	15582.393061259976	14448.011895561172	13550.761472199842	12386.336275919613	11213.282423716932	9240.780109379626	6855.943870009877	2420.5345465037344
ES66_617_Control-protein_14	29521.664977190107	32997.46285458599	35286.26351075602	36556.44213056919	36517.639815289185	39091.43175452946	41902.75035614899	44794.00360689625	49821.53263392275	59601.93143295247	71330.43602178684	76769.67001289836	83403.29519994339	85300.34929984136	83568.468937947	77253.54278835116	65420.427548823165	49624.396311527555	39101.7843090907	29788.07805317521	24330.154219348588	21681.74904011001	21834.10113045972	21987.20466420038	38487.98542212351	40242.25978602093	39898.402255087545	46424.18577936877	57088.16821995545	60220.172595404176	61618.61273098373	59990.94636993357	57656.74158414161	56987.82624757652	52679.27183027587	48103.1265014075	47492.28858810336	48511.483236795546	48699.72102571924	48093.72540059984	47606.53776268209	47199.710173973945	48674.644043014	49537.93425702072	49455.184209235194	52114.51464311524	54197.63397832959	53834.074494864195	53446.23904002993	51771.285348837846	48236.12266865916	46001.42797602313	43097.86520353107	35929.29246477625	33985.68790422161	34477.343782334276	25152.10157942698	29742.370667624506	31102.611176966042	31959.757008967514	33393.69018771875	35258.520184503206	35296.136138215654	35138.46570032963	35749.315158768215	35489.39469709812	35108.18415425055	33610.61942115781	32436.46844353018	32560.183241062572	30782.392432986595	31044.070457728085	31644.644599063835	31254.749248612705	31091.598504655514	31021.601417649137	31137.315437312405	30120.17702713305	32062.460021130624	34148.9595405509	38538.92458634569	43297.9076172337	44258.944991838835	43567.513409921725	42896.80703107433	37115.668558448306	20359.15454199104	21148.146783550066	21692.288785302993	21602.91592960285	20484.559041083932	18918.752801905648	14621.806230294362	13514.274716880827	12611.724895561269	11486.83547655584	10408.771153100532	8603.628210150411	6384.83803020535	2242.380610777698
ES67_Blue-037_MG-protein_0	21737.21108639093	25766.113783294953	28382.080889879395	29762.170536352256	30036.264802147765	32210.254660979124	34406.446327477315	36269.683745715134	39506.19541852472	45917.82161284129	54015.78646391558	57665.90952039375	61364.792246412355	62528.47968441303	61466.33023469769	57642.47107158217	49547.3484131326	39353.28982846522	33076.754253602114	27996.850827992213	24810.566697908194	23101.349464372975	23069.558115535445	23182.98279833056	33534.99799786718	35123.33573053894	35642.162637667294	39823.69020116421	47263.188459842604	49132.62134354594	49959.7991669507	48737.58296455013	46890.004630464544	46430.39361471339	43853.44389343678	40864.25585364284	40018.33690218987	40429.17709400026	40315.99149793894	39536.66016007583	39072.79879867489	38610.73149425653	38485.60315885893	38342.13513254053	37835.05447652342	38476.29073805122	39397.90150312065	38822.66206779723	38403.061025475254	38079.80053701474	36388.486842310216	35216.98369897252	33984.57892782343	30372.679867292165	29315.800258640673	29595.111587105486	24335.348594409792	26207.637328568704	27313.82557894378	28213.55374016928	29897.673331707472	31798.00566398306	32233.315344006827	33569.04367902912	34002.50462109947	33660.86895498858	33282.47917031479	31986.841684801846	30601.841303667323	29974.148931921853	29162.328535319455	29447.7125994158	29839.10942286686	29232.347924566584	28898.433533528572	28599.099327504795	28683.729916964967	27361.931808163503	27594.848529286675	28798.235724318016	31442.937479379638	34244.39074324797	35085.09136106056	34478.10999159851	34308.386852953496	31280.319452035976	21004.322976582087	21418.961416998045	21648.587951745758	21590.45457290286	20587.059912027577	19114.333024914085	15542.596370677746	14566.958055727531	13678.866075948965	12521.879097336752	11320.313395503434	9225.02340915888	6817.787268229826	2388.4031434538297
