Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
ES2_48_Control-lipid_14	34147.56806441264	37620.34023793806	39560.954527679976	40397.568126463506	39963.393081881644	41850.514374192724	44022.912888626	46982.388816838014	52130.69436660375	63326.837976386145	75310.62508736367	80325.53499114417	87127.43334174716	89391.82372898265	87646.21887063628	81617.68329760467	68091.14630665827	51939.38609058362	41630.8650968092	32139.201241150116	26414.24110380963	23775.720316957795	23905.938797065373	24091.043411595845	40451.2737006385	42055.051389907996	41459.02240695772	47421.266427291994	57764.17761974633	60786.622014056586	62624.769176104324	61482.20379703131	59402.717878881595	58802.16981904226	54613.68673717567	50281.940618056804	49763.28560297243	50873.168921884295	50781.99641476019	49741.590687815056	49183.43179371076	48987.993689466224	50660.322276341976	51785.804572018154	51945.295052083326	55060.820097784774	57415.41260197344	57429.451333336154	57656.56768166781	56172.948333126296	52943.88625183348	50927.88459710807	48076.319303723256	39603.20057463742	37065.186849787075	37558.282057907476	27029.760590605903	31921.363092816795	33342.67349784236	34171.17814115564	35454.023336308055	37106.811553600004	36602.51636331108	35794.73321991321	36261.18563144272	36195.62664980187	35895.02524311712	34599.443656286734	33538.611385983866	33451.286519935435	31666.1441620747	31907.179148916286	32687.97238686309	32163.650389853778	32012.64982160475	32051.57701522995	32275.09787653198	31287.622993994708	33212.19537457926	35171.74042872404	39554.27879246421	44232.330618662905	45130.972281803944	44394.57175748455	43864.658635934065	38028.9328880946	21246.611231291987	21991.161475364628	22478.563098971637	22498.723089870386	21454.536512223225	19931.68118032831	15552.800706810793	14495.098912803958	13552.677890115563	12414.791253746615	11269.635047401007	9389.21919139421	6929.7231774408965	2418.8291891016092
ES30_Blue-098_Control-lipid_21	20059.95617181626	23183.50738739884	25006.87303242281	25963.533677177333	26217.357143159825	28025.473869501133	30115.84009900103	32056.088924094773	35343.2831057933	42055.90032015814	49620.738855296535	52848.163664183056	56599.153807062394	57746.86042584334	56609.53454834518	53010.074299514075	45283.19263451536	35439.096418416404	29133.09240639671	23983.792571064947	20843.309931445954	19385.99823246503	19515.219369460257	19700.123165437282	29668.977721169365	30635.72939642009	30340.782784397714	33966.77621998754	40537.546057847176	42542.680932242554	43783.752242386916	42976.99443910089	41543.62280574466	41230.0375070781	38868.66515035121	36294.872615334294	35819.95374503737	36276.37001209517	36072.86506708361	35309.78753200214	34888.91406181634	34556.38896683386	35100.692549323976	35377.0331377065	35032.490361528515	36268.17251789894	37420.986083326476	37041.07828599867	36716.57928859666	35821.68221683699	33508.36531583385	32140.12823636704	30702.223803820463	26715.70853669785	25616.292960441657	25869.17968717988	20941.02243193471	23097.908163435062	23875.159234576255	24586.88515629664	25835.278427899808	27332.83339030587	27521.58008010268	27899.291783538538	28213.059116596873	28120.245607403678	27893.9396210637	26849.275114139113	25824.505183559068	25460.312233009314	24267.603409414758	24377.846365846563	24727.3598875467	24170.90964209743	23928.866446144242	23659.066376089926	23632.189062329155	22654.259663687277	23516.370712863823	24752.34539487505	27452.69218239699	30370.116608166372	31006.632520034458	30560.95266189697	30333.54641570322	27110.316709393635	17207.25825132998	17893.546957592494	18300.48716281336	18237.39493543693	17391.506570568705	16081.719475073338	12868.034248015902	12025.70329877479	11275.39369872231	10319.369618438977	9302.029882759047	7716.335514051838	5611.030878882217	1967.0068391493326
ES31_Blue-055_NA_0	35126.12508012748	39275.648459757445	42488.59259792052	44247.376646679244	43778.90972553413	45241.96516557295	47397.00081836175	50564.74857699165	54917.64033107452	66046.81989720587	77358.69504234596	82460.27510479395	90875.1698626478	93637.4969550042	91386.19807083493	85284.37264914629	71634.83345840682	56516.96742546761	44088.58713191885	33048.41350617842	27317.220189328964	24846.507837423233	25007.22450983961	25303.63061745417	43862.79163505586	46019.03558703989	45334.489841017916	52922.849300993155	64949.37478265779	68199.373643952	70650.17132971987	69449.4641690755	66937.48086765438	66433.94985569833	61883.32433646693	57546.06054012627	57133.38550280735	57947.05659166507	57883.07322200299	56539.371372486785	55910.00335747936	55324.286705473525	57375.76620727088	58262.77087885681	58888.7632954742	61757.687425094395	63735.01542673727	63387.54197179922	63296.44472283782	61274.70253804453	56838.31259925361	53957.93308495508	50298.38833985708	42213.50015506656	40151.20204043633	40534.01985511968	29042.152673491997	33890.42911859369	35030.142992691304	35981.3292249315	37936.023161355304	39865.156901989954	39369.040571524325	38492.9795622512	38375.016764247135	37473.494076912175	36965.300706081114	35371.3875270401	34860.08253435607	35431.43018693829	34120.091168046194	34427.431792437594	35051.87513037927	33594.9971356273	33326.015859833555	33108.507250369046	33142.31106379987	32375.030392815905	34792.94922453489	36526.33903166503	41391.199741303106	47009.512231663524	48335.78500992715	48100.731486952616	47689.84073738211	41532.94236556216	22979.142438204195	23886.0834041725	24653.156533633708	24589.310673196094	23241.508742079655	21411.45133765864	16064.080594974517	14683.856397543106	13661.062260209968	12485.614997403409	11259.003395537466	9213.059986165828	6800.413238440847	2365.1858536972486
ES32_Blue-055_NA_14	30336.11372838953	34866.955318007786	37630.006380801424	39152.344146903946	39120.31570781444	41738.100192587575	44886.53717099945	48039.51493389327	53249.34141833082	64000.31986432764	75636.89143180022	80768.06973206441	87374.0739211982	89236.53076207067	87505.68378907915	81717.75472616515	69251.43693589	53972.63648781635	43787.095778375035	35042.04696424802	29954.44863151451	27500.382150700658	27516.92953740677	27677.082779271714	43215.38536451423	44609.481345179986	44155.30655979197	50444.628609813415	60963.269915753626	63827.188072432415	65595.50576695765	64381.010112200056	62185.07296875739	61677.36312231955	57794.65699583851	53620.41836182693	53032.463528155364	54002.88486344376	53817.60440394568	52801.00404796869	52244.44167790196	51474.08300056211	52403.26140440415	53064.44968853408	52687.12115140481	55034.953761809265	56718.45791140396	56387.99380578628	56164.7140385767	54725.33775161278	51274.2118843676	49157.179391482394	46706.65904532298	40206.72692560705	38369.716862461726	38633.089382536535	30209.404042645965	33641.56875369528	34442.54831987934	35448.90385213315	37230.8866557209	39228.81605121755	38918.526797424915	38529.9379816054	38476.84421067382	38018.717201830055	37544.72585779171	36286.72606143287	35824.04692048465	36247.88153557204	34971.96823148784	35308.4513982878	35879.43492623009	34166.98591573732	33810.27040400322	33580.93709366755	33551.60665695794	32786.86342109935	34788.69924872788	36745.702546245484	41029.008936114216	45675.14111222395	46710.35280955	46147.68191929371	45438.243763056445	39902.7191872793	24125.281266195154	25350.617889425717	26176.760719474954	26117.59680314726	24696.448688859276	22655.514611331397	17557.311564124822	16037.681270639976	14814.83440699074	13573.369386176662	12146.526961280399	9901.781545771386	7268.756030073601	2469.506821445648
ES33_101-LS_MG-lipid_0	41546.11899045568	44876.420261262385	46207.80422735715	46372.05046421653	44997.76808188818	46714.39155193896	48842.50890815451	51888.750930945076	57317.315860191266	69788.22204081104	81226.82800398783	85917.64520857406	91819.70928214634	92290.32697131594	88959.90753809482	82013.50712048032	66730.00815002146	50737.51913656968	40160.64732867907	31170.1327618869	26599.196448755254	24568.432910734122	24802.989664750607	25025.707783776583	43662.97892069191	45934.97302075251	45824.95771897075	52025.91903563407	63775.88570733811	67660.74410981615	69991.90490904813	68869.70239757141	66601.97282080518	66123.19670191071	62058.78883205932	57944.06788131764	57407.22603203631	59234.21697403556	58955.72788272421	57539.38953974985	57088.98368208167	57405.819959682995	59765.8356165262	62058.27570775882	61979.38990164871	65418.17512778302	68406.46645386759	68105.91282447241	68462.94342334341	66973.25562745926	62957.85970067174	60408.676406339604	57054.058037191455	45638.431668154066	41822.38008899085	42006.275290211706	29332.331713256357	34256.693321419414	36117.77326688428	37186.94341163042	39215.23556052938	41828.073280794255	40768.30028271927	41096.75770341048	41717.79189259276	41577.07902288281	41258.12272674494	39349.44093278574	37458.83072312507	36709.149012849084	34625.6887314731	34810.72434077639	35702.574108315115	35356.12498173199	35471.43912803102	35836.02843650445	36639.739234510365	35332.5875621564	36866.93213303116	38903.28665352449	43690.07125006293	48287.88867035818	49348.790474318324	47957.56552171256	47199.83594669316	41416.79159748486	23173.024761874112	23759.329991882703	24145.650859084737	24042.69471545997	22832.23374661207	21074.288354098848	16057.146852849632	14782.972567133582	13768.726129030196	12599.478804778491	11372.910930409062	9380.180127128053	6794.105251716799	2379.8374036577416
ES34_101-LS_MG-lipid_14	32500.142560690296	36063.59277371947	38034.56351195185	39051.765003002394	38861.94173807228	41104.95756684764	43539.903585210806	46161.05173562546	50552.25145633911	60909.386895359305	71310.81310857163	76159.56010194136	82492.26973839718	84348.98017384918	82742.2760992458	77081.97783950609	64664.74833080724	50639.05909894516	41107.25841651193	32435.992229013747	27720.902480187633	25317.833840776726	25502.221455659495	25729.272020860903	41058.895248151384	42702.352500273526	43061.64832544916	49145.86805715419	58320.11139413284	61377.41374873376	63319.819202998275	62163.25284691608	59748.383816096815	58771.710327659806	54960.31829644403	51426.29886239631	51084.00347766222	52035.23518480109	51723.78459506606	50983.907149183215	50794.24755250651	50337.804812153474	51688.03028131886	52794.38488370201	52603.80833389034	55317.651253588694	57415.25263008197	56949.80290322678	56571.46389145381	55146.8237139831	51616.68350852385	49479.8512288919	46762.81090955426	39206.07762790093	36750.688337341955	36823.64710350191	27130.116924953352	29983.678622996	30982.074541742804	31837.277357240844	33793.32399402986	36085.56399689407	35985.29333103847	36683.55800341265	37169.523066963535	36896.189508434065	36498.57078801973	34901.10438075093	33265.41512174932	32953.59298179935	31560.153660146556	31661.694293475353	32153.033026580786	31751.461653389735	31541.884096809867	31463.76042724584	31561.40232317519	31572.913646601533	33257.262511027904	35311.993662045476	39313.61981173712	43402.907913416726	44281.515271029624	43638.667147590844	42341.989033537706	37486.585585788955	21827.2861186652	22334.62275869739	22629.05989901049	22540.29295270853	21312.005179292573	19726.74766142998	15919.962973457896	14908.438302188217	13867.561993060528	12694.736569461535	11478.634213241494	9404.404158173083	6823.268485738104	2374.0169862852636
ES35_101-LS_MG-lipid_21	31225.36529715416	34750.34359776218	37023.8214392843	38146.356764368655	37883.18435047231	40157.780449645375	42771.70144322946	45413.64553581199	50227.96761696951	60367.703487976156	71608.16382474896	76419.78941008332	82276.38724155372	83796.59065672825	81668.97215110059	75954.23660807582	63824.94251136446	48718.55772046564	38894.02713324121	30898.007648604125	26205.20561895115	23971.39588789694	24125.704707815024	24323.445311841304	39563.110689305504	41452.222662791566	41598.90302117588	47224.62407663126	57356.618121426014	60328.838164439425	62131.48146797598	60742.71484451603	58539.66464387749	58040.158878223665	54588.328903112284	51078.869237368446	50739.448609516345	51703.30493282961	51434.39889298655	50385.68787431567	50063.62696222139	49945.20223476215	51567.06672080906	52716.24891577559	52661.22151853339	55151.39874120001	57148.51162831109	56624.89254303226	56323.65603021924	54558.23160472597	50748.8873548367	48445.270461345426	45513.88600985965	38349.765534339254	35841.30527484852	35899.01679312352	26528.917319694774	29615.848698470312	30984.611245737127	32013.381294665603	34067.985876102204	36477.27920089026	36408.444383037284	37294.57201302824	38009.81576044596	37844.03857151844	37468.77029228829	35662.429993584265	33939.80977890464	33491.793053771944	32083.448721480112	32288.18880456291	32804.40116382675	32278.859931479852	32134.249821447702	32126.086132153683	32437.243868488094	31089.784908316004	32379.049903168558	34238.24390965292	38083.589837421314	41998.616244003104	43045.31434298924	42304.15002894477	41949.09205729296	37264.014816935916	22195.644345858906	22750.03255919396	23102.793425866163	23028.895424923812	21779.32066154932	20055.4196875406	15560.736784765362	14474.162995981213	13390.805305279453	12232.801823380789	11068.703371691552	9097.626512589488	6672.274071839775	2349.401895604259
ES36_AR17-21_MG-lipid_0	27260.1850242179	31067.479667816442	33533.99297721611	35040.96384830673	35223.0644851336	37753.119231907	40503.974210872155	43330.2953027139	48157.24361973405	58338.96997117277	70224.25448510617	75909.56563278662	83071.36187045346	85679.86559419162	84408.8786536861	78229.55411462965	66043.88704468597	50418.14731235274	39682.558688280595	30084.57780443417	24285.101502190824	21503.662021922573	21546.586551138742	21689.37785750462	37474.91757493555	39295.60822417376	39110.30308462467	45679.76490537039	56034.39653579504	58889.13877853191	60118.893113586775	58410.90694334629	55941.280050638336	54973.81595660159	50548.59219942171	45843.67727434129	45017.64185335157	45789.201042946755	45850.52190569607	45262.767835720515	44775.51679149502	44228.29628548485	45182.69925384336	45682.91207372796	45525.46942515354	47475.14474201939	49151.26444131698	48797.290027904324	48424.14997447656	47063.44328223807	43784.06900302417	41723.23073906189	39570.28579629278	33755.03905257717	32198.3685088474	32616.808994124367	24239.378873211368	28123.9593812703	29132.549449955543	30077.963828813103	31890.935209009454	34105.91382578555	34649.09804914084	34539.12484620574	34775.404921425354	34551.42330639082	34306.08117075121	32868.105004009	32186.697324296154	32767.356152698452	32039.7173979661	32807.60663551012	33534.53979330646	32065.225608711815	31765.88718349443	31398.54197202176	31047.777496751194	29785.276206130948	31459.134576647317	33417.40654470445	37528.825837938144	42014.858231133534	42884.78464933284	42338.99418641257	41760.73086009771	36299.34711001926	20220.162849889814	21034.49430488925	21571.69244573692	21531.152122558215	20316.079747427666	18635.37965807418	14426.664960754828	13361.880759247966	12431.812428411644	11371.852758774823	10216.794787261075	8440.467813791916	6166.14847944896	2214.051395253692
ES37_AR17-21_MG-lipid_14	31209.915350982537	34852.66246043736	36868.25157539852	37852.25265317126	37691.74999744202	40185.708014441974	42796.575368744234	45416.3761367901	50294.690858440925	60028.409228272765	71156.77395944687	75972.3755780397	81594.60527448807	83142.57221009764	81270.90898093695	75453.48452333378	63852.87030040147	48907.84048156543	39779.48868409614	32026.446962355636	27337.768254964165	25155.625852766043	25269.19819088181	25435.193416462163	40417.9851109397	42344.18233325434	42539.1767694548	48079.65510133079	57562.55864529524	60606.1200216768	61995.16804803656	60541.18496880085	58345.8448483698	57768.627131197114	54203.27297132448	50478.22946232143	50141.810581192956	51615.72590146052	51671.121189720114	50920.62977213718	50703.66792453975	50915.686349874195	52694.69226162047	54088.179688309465	53864.653571439565	56570.00272755736	58869.561588355595	58517.7229708078	58299.378735655235	56428.17113897117	52664.66282031823	50213.23577032784	47186.620410995456	39705.66037551914	36830.874330662584	36644.109907539125	26932.97086862887	29361.791616104	30503.201269895828	31414.129694794443	33385.276323824386	35688.80379429336	35988.12455956461	36715.375642653555	36973.69423731616	36616.49585070716	36233.097627376206	34640.30047001007	33434.89385406321	33116.522443170914	32630.89722829262	33267.00901368071	33907.7078186932	32832.46149710337	32818.62119396063	32824.8305898883	33228.99022162314	31807.22508765546	32887.24907896273	34681.87600493163	38562.29790370977	42528.704257757774	43479.79639297513	42464.26858095194	42132.44551866819	37577.23587997393	22652.763036618475	23138.310601497255	23466.86136005022	23406.39812743982	22319.39607402285	20676.9070134048	16695.17257616412	15670.934976798537	14666.148265541957	13418.721163266144	12098.439656401233	9965.16603655621	7218.439265925722	2576.3639728555136
ES38_AR17-21_MG-lipid_21	25849.89953289056	29744.96826796983	32054.040737473115	33327.00235122898	33482.218876323815	35757.04991664508	38319.93870778908	40685.28840045639	45064.433622814286	53746.27449087257	63665.82403570623	68147.58470231164	73573.74126727083	75287.88629772577	73814.45722197187	68658.1077303755	58463.291651224965	45269.60050293886	36854.759833585566	29690.198505380424	25344.072050496146	23317.79199660419	23436.9181026854	23596.878097743407	36880.409668276414	38635.42337682755	38720.268370014695	43917.25253442678	52762.16429962468	55390.79600267696	56659.51905552848	55238.03860842758	53127.89013378903	52521.75556263969	49101.075179152416	45452.98888534919	44917.01087148713	45800.21378307765	45820.28860589632	45176.22512960819	44809.654867365425	44565.4364231525	45458.3958193806	45994.46647822263	45628.469031567096	47284.84302609926	48811.1128330888	48380.96844145104	47971.39815471678	46645.65470375563	43498.48154782612	41516.64703914823	39371.92272203395	34024.61298631307	32265.33663455245	32465.25785589421	25101.009358363364	27611.21918643584	28599.964786363962	29545.849973679324	31340.20085155964	33472.91442957152	33972.533213660354	34517.867599381076	34801.72764248928	34518.99656662876	34197.60697517808	32713.936720105776	31729.022398357265	31659.03301805621	30975.491802409197	31499.235619071856	32042.66699554226	30826.74051862785	30582.050026792313	30380.14617558706	30437.28167346419	29051.059958650545	30046.147565430147	31605.20753284595	35035.508518254566	38721.69429840427	39612.12672875631	38911.62803723332	38640.12672227472	34509.528497814434	21341.310812546293	21947.426106420397	22307.459928817738	22231.56900384804	21152.312578076173	19558.132454164228	15609.557414296689	14567.454914179689	13603.680061325385	12470.309277452054	11236.47125775241	9255.561418937556	6707.6417115267395	2383.0877091197453
ES39_LD19-239_MG-lipid_14	25788.992240193606	29357.077720161433	31581.965729381474	32634.04837137476	32709.5393785633	34813.160663659124	37075.10533779839	39497.47508479878	43447.635656423285	50854.17098723112	58886.94448117075	62283.05280702639	65924.38447040049	66548.51212105008	64814.93092276882	60674.335452901985	51868.92186571743	41438.04386916831	35154.54281310034	29998.147994289975	27030.8172853871	25548.441378925603	25624.760143769745	25893.457978136143	36732.53414844964	38361.10327274872	38738.40532826465	42621.15016454003	49956.619032583774	52010.448804921776	53120.778226798895	52247.22039598831	50793.09404907963	50848.79986976931	48736.52995522288	46445.30582666375	46207.29981245093	47172.792493315734	47118.03384097155	46281.64952247112	46155.37463809125	46212.562032418544	47297.35989609057	48176.048349220844	47752.30936455878	49402.857948105484	50764.304104691866	49948.88680505049	49630.03748287537	48543.970027885094	46066.62942649586	44530.94746696046	42288.726042571696	36381.490254447235	34252.196840335615	34095.86758833353	27493.021726217376	28847.10112683463	29845.688190842866	30570.894045021654	32279.96958093678	34121.28982948255	34012.38275133692	35675.32024523811	36037.17019970274	35658.308181011955	35255.43609684209	34017.20769057815	32693.95774235017	31852.412710461085	31023.500501311995	31095.44085805817	31307.489651549513	30775.103357972712	30528.451233186533	30390.64872841782	30889.747805534622	29782.86274502908	30267.28695185016	31596.614020196605	34475.83111836623	37262.22277948174	38104.961693860525	37175.50407913281	36876.56467524277	33803.13431898724	23110.593473008597	23531.337379804572	23722.81814834839	23669.833332363054	22834.53204927295	21480.993086082428	17837.74230285319	16739.43206962348	15748.774264129323	14438.46619685551	12962.996257738194	10516.346499337693	7677.489016250668	2633.3719262963145
ES3_48_Control-lipid_21	27415.015687700357	31259.21267084764	33592.19540692119	34898.69387862606	35053.28738776639	37393.25696139558	39945.063100023806	42450.291971216284	47198.59324165566	57258.49728947386	68370.64830531733	73319.1363695319	79508.41998260844	81524.18454114764	80061.51914251683	74662.00281753458	62673.0417592458	47954.18705182977	38403.60416186309	29997.597069942916	24823.788586895902	22453.68105998851	22596.319672466885	22754.78655327235	37000.438318030334	38830.24515090826	38867.59058254309	44397.68763209493	54232.550097450876	56979.82374212689	58470.99912656145	57238.5845817138	55029.56317891956	54453.66169634384	50865.21970937388	47013.27255173368	46388.72491999423	47353.96675184817	47158.850273697375	46124.53694561682	45576.33002011497	45150.88021366502	45830.632168735436	46395.934969090056	45955.583470438825	47696.40713736904	49305.47957625611	48816.3737411312	48457.09080760948	47151.55032967023	43963.30434256524	41993.157214211315	39756.240576937504	34192.16245227734	32558.1650058713	32845.430194221975	24956.034241056183	28624.16405965698	29822.045738537337	30762.11988078401	32516.336492627233	34658.998236994645	34852.13164692967	35398.1424908803	35911.96056863764	35733.42268649461	35396.21313314767	33998.285269910404	32597.947289472344	32184.03721136457	30710.419962557386	30965.118968935945	31553.1570652103	30962.619001726533	30691.750493494605	30426.505152910893	30401.243848085498	29109.507253965996	30416.99191195217	32159.336578959803	35917.363002577185	39916.73107171982	40894.60513948124	40393.19210068442	40027.678349593596	35260.90492561409	20982.912601420416	21692.732156328846	22217.42209156245	22247.810206150156	21052.313070943914	19369.86111171923	14969.4172374205	13928.803740034371	13090.185313676497	12014.467599916767	10866.225003673206	8983.820132476536	6617.30603866522	2312.6740043543996
ES40_LD19-239_MG-lipid_21	34491.330745931235	38710.62391875649	41102.99141406284	42172.89751211525	41795.112247394296	44252.877377394165	46757.25900393388	49571.74191947187	55008.87780892651	65135.86947098472	77052.60404266267	81778.63556697016	87056.95110218103	88263.14146234078	85953.08306455554	80445.34334678497	68038.08207233994	52509.7688113714	42829.871188635516	35167.22580090126	30708.708902571914	28691.341620820607	28826.983606175603	29022.733727632873	44043.53283437811	46836.879497562484	47608.756840115115	52945.62237898811	63920.872627705234	66743.46353262736	68116.9596927818	66555.30926100549	64138.24274776857	63705.16822971578	60517.55266128341	57027.45009297239	56739.79889825497	58392.70514979965	58428.232462011205	57298.654028211415	57167.71714154474	57593.983319914536	59318.500770621926	61171.788710447916	61182.03052697792	63802.48652545074	65875.5679409851	65232.968279843946	65307.562748441414	63670.62068269018	59781.92502025466	57159.40034064389	53842.41661394854	46139.92783835031	42955.30443400131	42362.122049023994	31947.924138792558	34341.526296410826	35710.25520750648	36686.2630477481	38981.75080496752	41270.5337481072	40552.86450223704	42314.11218094084	42751.44491592082	42291.07389824452	41852.27955151854	40283.73404403008	38651.83789974039	37767.47862727215	36847.28391154665	37235.795872580464	37796.035788909314	37076.93233857942	36791.987613922734	36826.44869318904	37559.44692883171	35884.51256468098	36516.97945169778	37956.936797027	41727.96900203201	45439.28877863711	46726.809726350664	45655.095643251676	45419.92235033959	41040.563937649255	26755.364286517906	27426.0350764088	27926.944307897706	27937.036576914572	26708.58188253178	24851.025709685477	19467.18796950542	17954.362430219047	16828.463451661522	15415.102886401028	13817.32626988568	11123.301121437484	8138.2624403686195	2788.3569584124643
ES41_Blue-013_Control-protein_0	34634.177041057716	38492.29583531113	40670.21785153517	41498.381116752855	40907.58195057423	43167.6303661047	45998.815208672764	49021.994647753585	54698.97007911228	65610.01811670426	77075.89918716464	81900.13845938482	87406.3846503881	87995.9875719363	85084.90119515282	78975.1351911513	65890.49247688348	50404.8971667736	40196.184028001575	32148.73942474652	27686.58305218869	25518.760870445974	25470.403195286122	25630.704668197715	41397.397942709504	43428.08575941257	43344.66430354017	48805.819353615574	59653.85964121396	62721.95468430026	64160.41656165398	62658.50649877674	60606.12338565127	60460.9204559232	57111.99405550945	53433.19304923166	53117.76210833971	54677.989422977684	54971.43935197455	54172.7355168966	53851.1949481808	54284.48925229949	56476.29791583118	58302.48467661368	58352.24060035418	61752.14925690835	64272.56228413528	63878.58645915147	63884.058066312646	62129.39196374106	58366.16060430926	55970.77959057219	52434.56869394533	42783.2538551448	39695.22461623073	39657.55654414541	29331.097182171314	33127.730590335435	34653.36121360921	35408.54926940127	37183.852389938715	39096.16683977198	38319.78434174161	39069.03417615824	39688.56018056348	39434.52887690093	39035.0313441114	37466.69405005988	36003.18210190405	35488.99451580772	33925.00880220894	34024.796188784625	34681.01752799844	34183.85916087654	34024.3977997824	34329.29853866825	35210.74741315687	33679.686442874576	34514.99345088263	36354.24335571891	40589.10567627889	44880.136450136255	46001.979757223875	44854.03838475382	44289.54891008831	39400.05735685312	23835.290968916728	24665.098226775848	25254.72202201908	25194.03897051708	23887.980299689305	22145.869286760942	17060.13200169011	15765.005203246063	14875.72205710197	13609.004970357099	12331.11950604749	10228.075434734148	7769.793236061816	2785.8433766851417
ES42_Blue-013_Control-protein_14	25381.244018573314	29046.70814715672	31481.778173208182	32607.855960354555	32508.414087559828	34313.70859817054	36413.14112978621	38621.08671810128	42555.74207140473	50443.01364812702	59156.678636674784	62979.32432948958	67799.99487895689	69384.54920463372	68153.46522861684	64017.186577480024	54905.426705556005	43559.086807266045	36174.20598338042	29936.008394037002	26144.183902512632	24078.06348856449	23982.1593012529	24086.260880041307	34589.68769047384	35998.35456684369	36115.613185764094	40240.08836496074	47625.83804969565	49526.40748413247	50372.26795596528	49266.580267652644	47654.057926388115	47475.29654530629	45137.18879888934	42642.206321035555	42401.03354659375	43307.873593704535	43474.86799533085	42994.12251917346	42842.41043647754	42682.23357615522	43777.25450654889	44720.64118498304	44724.811887026306	46796.23324239082	48194.07807468144	47832.21978613604	47611.900056066006	46434.07316810098	43740.341681344624	42086.69698000203	39823.51000962881	34068.80620850456	32226.972279478618	32267.446310873303	25508.065159954047	27904.85207979925	28904.314603783772	29498.315861259456	30842.954012546183	32245.265551233162	31863.56137742701	32519.624903527474	32855.490562826715	32633.082997282865	32305.19490835293	31172.986933034383	30250.17329534178	29978.30112598956	29029.987645295725	29035.524155976877	29390.14540823125	28879.219472972887	28546.080270425322	28446.290873496	28801.810922136574	27923.485069325943	28593.262159081885	29775.21201931839	32575.12093456528	35590.298311140126	36417.71094791776	35809.65268150336	35292.011982965945	31804.221642078755	21156.541690828464	21693.666413022	22048.693685892784	22031.23741423908	21063.939005625733	19712.730647080418	16118.510279365211	15129.842899745492	14331.9904935349	13186.958551777348	11949.009008341734	9949.7361519646	7550.067435695795	2723.3346210726913
ES43_Blue-013_Control-protein_21	29864.64294985096	33838.864159432764	36264.78486885904	37297.19815957445	37082.17351403317	39593.70162918547	41905.91261858079	44089.3536818278	48397.00002324719	56843.58101038785	66839.7443032541	70814.10678390836	75006.5131122639	75832.93866817522	73858.357770209	69060.31461843371	58176.518330858176	44563.03767140035	36685.46332765385	30621.808542286104	26819.69173905884	24933.21529818844	24908.792854334068	25073.65804369742	39230.1621470543	41770.57431001092	42552.22850413089	47338.77634236979	57129.02725961986	59859.6393621651	60731.613283172075	59183.7905303859	57120.54810160832	56857.472513525645	53955.76929669667	50718.421981218184	50280.9758644248	51887.5091584129	52012.26918808982	51091.321163998284	50702.21591133494	51121.56022868369	52585.640938678334	54135.764219143304	53833.397596345225	56137.547304842235	58137.13749392956	57550.41518344728	57352.22598641258	55858.37238220046	52428.7627708476	50011.07676700136	47021.135693907854	40085.10981796898	37429.87143815226	36963.46651903733	27721.93676480013	29646.954820053325	31131.38153299994	32067.965191748433	34274.47054491258	36642.10345531158	36623.92189216566	38703.679612420245	39291.51654167347	38847.843492235144	38411.05279964301	36903.654120802756	35275.83211880183	34300.44524674666	33558.15707082845	34050.71796658873	34623.97964509762	34001.325375189335	33776.393921534574	33737.43617199114	34432.90022959546	32613.436744873685	32801.57188739717	34284.66422789162	37904.385640292276	41437.04710990487	42739.030137991984	41560.239689008944	41176.95907357927	37306.429708313044	23742.834736437537	24326.167247878766	24666.842585750095	24635.152677037055	23436.994112912285	21777.708567851936	17313.29313851067	16099.300752747706	15194.122400918048	13856.658295995367	12426.459300110731	10191.576803781361	7586.646053042903	2667.44776070124
